itemLabel,partyLabel,date
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2020-03-05T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2020-03-24T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2020-04-01T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2020-04-08T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2020-04-15T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2020-04-23T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2020-04-29T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2020-05-05T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2020-06-04T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2020-06-09T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2020-07-01T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2020-08-13T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2020-09-24T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2021-12-15T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2022-01-19T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2022-04-05T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2022-05-25T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2022-09-01T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2022-11-01T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2022-12-15T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2023-02-09T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2023-04-27T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2023-06-22T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2023-11-02T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2024-02-08T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2024-05-15T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2024-10-08T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2024-11-20T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2009-10-21T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2013-07-25T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2013-10-08T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2015-08-27T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2017-06-27T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2018-01-18T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2018-03-06T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2018-10-23T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2019-02-21T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2019-10-02T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2020-03-05T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2020-03-24T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2020-04-01T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2020-04-08T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2020-04-15T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2020-04-23T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2020-04-29T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2020-05-05T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2020-06-04T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2020-06-09T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2020-07-01T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2020-08-13T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2020-09-24T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2021-12-15T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2022-01-19T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2022-04-05T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2022-05-25T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2022-09-01T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2022-11-01T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2022-12-15T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2023-02-09T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2023-04-27T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2023-06-22T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2023-11-02T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2024-02-08T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2024-05-15T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2024-10-08T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2024-11-20T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2009-10-21T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2013-07-25T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2013-10-08T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2015-08-27T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2017-06-27T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2018-01-18T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2018-03-06T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2018-10-23T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2019-02-21T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2019-10-02T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2020-03-05T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2020-03-24T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2020-04-01T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2020-04-08T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2020-04-15T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2020-04-23T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2020-04-29T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2020-05-05T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2020-06-04T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2020-06-09T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2020-07-01T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2020-08-13T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2020-09-24T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2021-12-15T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2022-01-19T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2022-04-05T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2022-05-25T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2022-09-01T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2022-11-01T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2022-12-15T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2023-02-09T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2023-04-27T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2023-06-22T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2023-11-02T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2024-02-08T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2024-05-15T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2024-10-08T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2024-11-20T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2009-10-21T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2013-07-25T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2013-10-08T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2015-08-27T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2017-06-27T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2018-01-18T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2018-03-06T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2018-10-23T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2019-02-21T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2019-10-02T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2020-03-05T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2020-03-24T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2020-04-01T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2020-04-08T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2020-04-15T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2020-04-23T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2020-04-29T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2020-05-05T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2020-06-04T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2020-06-09T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2020-07-01T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2020-08-13T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2020-09-24T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2021-12-15T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2022-01-19T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2022-04-05T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2022-05-25T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2022-09-01T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2022-11-01T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2022-12-15T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2023-02-09T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2023-04-27T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2023-06-22T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2023-11-02T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2024-02-08T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2024-05-15T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2024-10-08T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2024-11-20T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2009-10-21T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2013-07-25T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2013-10-08T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2015-08-27T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2017-06-27T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2018-01-18T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2018-03-06T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2018-10-23T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2019-02-21T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2019-10-02T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2020-03-05T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2020-03-24T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2020-04-01T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2020-04-08T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2020-04-15T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2020-04-23T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2020-04-29T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2020-05-05T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2020-06-04T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2020-06-09T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2020-07-01T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2020-08-13T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2020-09-24T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2021-12-15T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2022-01-19T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2022-04-05T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2022-05-25T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2022-09-01T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2022-11-01T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2022-12-15T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2023-02-09T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2023-04-27T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2023-06-22T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2023-11-02T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2024-02-08T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2024-05-15T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2024-10-08T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2024-11-20T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2009-10-21T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2013-07-25T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2013-10-08T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2015-08-27T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2017-06-27T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2018-01-18T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2018-03-06T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2018-10-23T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2019-02-21T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2019-10-02T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2020-03-05T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2020-03-24T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2020-04-01T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2020-04-08T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2020-04-15T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2020-04-23T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2020-04-29T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2020-05-05T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2020-06-04T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2020-06-09T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2020-07-01T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2020-08-13T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2020-09-24T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2021-12-15T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2022-01-19T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2022-04-05T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2022-05-25T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2022-09-01T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2022-11-01T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2022-12-15T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2023-02-09T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2023-04-27T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2023-06-22T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2023-11-02T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2024-02-08T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2024-05-15T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2024-10-08T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2024-11-20T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2009-10-21T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2013-07-25T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2013-10-08T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2015-08-27T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2017-06-27T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2018-01-18T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2018-03-06T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2018-10-23T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2019-02-21T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2019-10-02T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2020-03-05T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2020-03-24T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2020-04-01T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2020-04-08T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2020-04-15T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2020-04-23T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2020-04-29T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2020-05-05T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2020-06-04T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2020-06-09T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2020-07-01T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2020-08-13T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2020-09-24T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2021-12-15T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2022-01-19T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2022-04-05T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2022-05-25T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2022-09-01T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2022-11-01T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2022-12-15T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2023-02-09T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2023-04-27T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2023-06-22T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2023-11-02T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2024-02-08T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2024-05-15T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2024-10-08T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2024-11-20T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2009-10-21T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2013-07-25T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2013-10-08T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2015-08-27T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2017-06-27T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2018-01-18T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2018-03-06T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2018-10-23T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2019-02-21T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2019-10-02T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2020-03-05T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2020-03-24T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2020-04-01T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2020-04-08T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2020-04-15T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2020-04-23T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2020-04-29T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2020-05-05T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2020-06-04T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2020-06-09T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2020-07-01T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2020-08-13T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2020-09-24T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2021-12-15T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2022-01-19T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2022-04-05T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2022-05-25T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2022-09-01T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2022-11-01T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2022-12-15T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2023-02-09T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2023-04-27T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2023-06-22T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2023-11-02T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2024-02-08T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2024-05-15T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2024-10-08T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2024-11-20T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2009-10-21T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2013-07-25T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2013-10-08T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2015-08-27T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2017-06-27T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2018-01-18T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2018-03-06T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2018-10-23T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2019-02-21T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2019-10-02T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2020-03-05T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2020-03-24T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2020-04-01T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2020-04-08T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2020-04-15T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2020-04-23T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2020-04-29T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2020-05-05T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2020-06-04T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2020-06-09T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2020-07-01T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2020-08-13T00:00:00Z
Karl Lauterbach,Sozialdemokratische Partei Deutschlands,2020-09-24T00:00:00Z
