Sendungstitel,FolgenNr,Staffel,Folge,Datum,Dauer,Sendezeit,Gästesubstr,Gast_1,Beschreibung_1,Gast_2,Beschreibung_2,Gast_3,Beschreibung_3,Gast_4,Beschreibung_4,Gast_5,Beschreibung_5,Gast_6,Beschreibung_6,Gast_7,Beschreibung_7,Gast_8,Beschreibung_8
 Markus Lanz 18.12.2019,1334,12,135,18.12.2019,074'47,10:00:23 - 11:15:10," 10:00:23 - 11:15:10 074'47 O-Ton Interview Markus LANZ mit den Studiogästen Beate WEDEKIND (Journalistin, Autorin und Filmemacherin), Hubertus MEYER-BURCKHARDT (Journalist, Fernsehproduzent), Hans-Joachim STUCK (ehem. Rennfahrer), Prof. Ulrich WALTER (Physiker, ehem. Astronaut) ",Beate WEDEKIND,"Journalistin, Autorin und Filmemacherin",Hubertus MEYER-BURCKHARDT,"Journalist, Fernsehproduzent",Joachim STUCK,ehem. Rennfahrer,Ulrich WALTER,"Physiker, ehem. Astronaut",,,,,,,,
 Markus Lanz 07.01.2020,1335,13,1,07.01.2020,075'30,23:31:21 - 00:46:51, 23:31:21 - 00:46:51 075'30 O-Ton Interview Markus LANZ mit den Studiogästen Christian WULFF (ehem. BPr) und Dirk ROßMANN (Unternehmer) ,Christian WULFF,ehem. BPr,Dirk ROßMANN,Unternehmer,,,,,,,,,,,,
 Markus Lanz 08.01.2020,1336,13,2,08.01.2020,074'27,23:25:58 - 00:40:25," 23:25:58 - 00:40:25 074'27 O-Ton Interview Markus LANZ mit den Studiogästen Michael LÜDERS (Politik- und Islamwissenschaftler), Andrew DENISON (Direktor Zentrum für politische Beratung und Bildung), Margot KÄßMANN (Evangelische Theologin), Gregor GYSI (Politiker, Die Linke) ",Michael LÜDERS,Politik- und Islamwissenschaftler,Andrew DENISON,Direktor Zentrum für politische Beratung und Bildung,Margot KÄßMANN,Evangelische Theologin,Gregor GYSI,"Politiker, Die Linke",,,,,,,,
 Markus Lanz 09.01.2020,1337,13,3,09.01.2020,075'00,23:23:30 - 00:38:30," 23:23:30 - 00:38:30 075'00 O-Ton Interview Markus LANZ mit den Studiogästen Bodo RAMELOW (MPr Thüringen, Die Linke), Cerstin GAMMELIN (Journalistin), Stefan NIMMESGERN (Fotograf), Frank SCHÄTZING (Schriftsteller) ",Bodo RAMELOW,"MPr Thüringen, Die Linke",Cerstin GAMMELIN,Journalistin,Stefan NIMMESGERN,Fotograf,Frank SCHÄTZING,Schriftsteller,,,,,,,,
 Markus Lanz 14.01.2020,1338,13,4,14.01.2020,074'39,23:15:56 - 00:30:35," 23:15:56 - 00:30:35 074'39 O-Ton Interview Markus LANZ mit den Studiogästen Omid NOURIPOUR (MdB, Bündnis 90 / Die Grünen), Kristin HELBERG (Journalistin), Tim-Thilo FELLMER (Kinderbuchautor, war früher Analphabet), Sebastian FITZEK (Schriftsteller und Journalist), Paul PANZER (Stand-up-Comedian) ",Omid NOURIPOUR,"MdB, Bündnis 90 / Die Grünen",Kristin HELBERG,Journalistin,Thilo FELLMER,"Kinderbuchautor, war früher Analphabet",Sebastian FITZEK,Schriftsteller und Journalist,Paul PANZER,Stand-up-Comedian,,,,,,
 Markus Lanz 15.01.2020,1339,13,5,15.01.2020,075'01,23:17:32 - 00:32:33," 23:17:32 - 00:32:33 075'01 O-Ton Interview Markus LANZ mit den Studiogästen Franz MÜNTEFERING (Politiker, SPD), Rainer HANK (Wirtschaftsjournalist), Leonhard HOROWSKI (Historiker, Autor), Güldane ALTEKRÜGER (Autorin) ",Franz MÜNTEFERING,"Politiker, SPD",Rainer HANK,Wirtschaftsjournalist,Leonhard HOROWSKI,"Historiker, Autor",Güldane ALTEKRÜGER,Autorin,,,,,,,,
 Markus Lanz 16.01.2020,,,,16.01.2020,075'22,23:21:02 - 00:36:24," 23:21:02 - 00:36:24 075'22 O-Ton Interview Markus LANZ mit den Studiogästen Stephan WEIL (MPr Niedersachsen, SPD), Claudia KADE (Journalistin), Arnd FOCKE (ehem. Bürgermeister von Estorf), Olaf SUNDERMEYER (Journalist), Michael POLIZA (Fotograf) ",Stephan WEIL,"MPr Niedersachsen, SPD",Claudia KADE,Journalistin,Arnd FOCKE,ehem. Bürgermeister von Estorf,Olaf SUNDERMEYER,Journalist,Michael POLIZA,Fotograf,,,,,,
 Markus Lanz 21.01.2020,1341,13,7,21.01.2020,075'37,22:44:02 - 23:59:39," 22:44:02 - 23:59:39 075'37 O-Ton Interview Markus LANZ mit den Studiogästen Chantal BAUSCH (lebt mit einem Spenderherz), Nicola BEER (MdEP, FDP), Claus-Peter REISCH (ehem. Skipper Mission Lifeline), Karamba DIABY (MdB, SPD) ",Chantal BAUSCH,lebt mit einem Spenderherz,Nicola BEER,"MdEP, FDP",Peter REISCH,ehem. Skipper Mission Lifeline,Karamba DIABY,"MdB, SPD",,,,,,,,
 Markus Lanz 22.01.2020,1342,13,8,22.01.2020,075'10,23:15:32 - 00:30:42," 23:15:32 - 00:30:42 075'10 O-Ton Interview LANZ mit Carsten LINNEMANN (Vors Mittelstandsunion und Wirtschaftsunion, CDU), Eva QUADBECK (Journalistin), Melanie RAABE (Schriftstellerin), Til SCHWEIGER (Schauspieler, Regisseur, Drehbuchautor und Produzent) ",Ton Interview LANZ,"Vors Mittelstandsunion und Wirtschaftsunion, CDU",Carsten LINNEMANN,"Vors Mittelstandsunion und Wirtschaftsunion, CDU",Eva QUADBECK,Journalistin,Melanie RAABE,Schriftstellerin,Til SCHWEIGER,"Schauspieler, Regisseur, Drehbuchautor und Produzent",,,,,,
 Markus Lanz 23.01.2020,1343,13,9,23.01.2020,076'29,23:19:52 - 00:36:21," 23:19:52 - 00:36:21 076'29 O-Ton Interview LANZ mit den Studiogästen Andreas SCHEUER (BMVD, CSU), Helene BUBROWSKI (Juristin, Journalistin), Peter WOHLLEBEN (Förster), Ranga YOGESHWAR (Wissenschaftsjournalist) ",Andreas SCHEUER,"BMVD, CSU",Helene BUBROWSKI,"Juristin, Journalistin",Peter WOHLLEBEN,Förster,Ranga YOGESHWAR,Wissenschaftsjournalist,,,,,,,,
 Markus Lanz 28.01.2020,1344,13,10,28.01.2020,075'25,22:45:22 - 00:00:47," 22:45:22 - 00:00:47 075'25 O-Ton Interview Markus LANZ mit den Studiogästen Martin STÜRMER (Virologe), Jan-Philipp SENDKER (Journalist und Schriftsteller), Dr. Christoph KREUTZMÜLLER (Autor), Deborah FELDMAN (Autorin), Andreas HOLLSTEIN (Bürgermeister der Stadt Altena) ",Martin STÜRMER,Virologe,Philipp SENDKER,Journalist und Schriftsteller,Christoph KREUTZMÜLLER,Autor,Deborah FELDMAN,Autorin,Andreas HOLLSTEIN,Bürgermeister der Stadt Altena,,,,,,
 Markus Lanz 29.01.2020,1345,13,11,29.01.2020,077'53,23:16:33 - 00:34:26," 23:16:33 - 00:34:26 077'53 O-Ton Interview Markus LANZ mit den Studiogästen Katharina SCHULZE (MdL Bayern, Fraktionsvors. Bündnis 90 / Die Grünen), Michael BRÖCKER (Journalist), Peter MAFFAY (Musiker) und Jörg SKRIEBELEIT (Kulturwissenschaftler, Leiter der KZ-Gedenkstätte Flossenbürg) ",Katharina SCHULZE,"MdL Bayern, Fraktionsvors. Bündnis 90 / Die Grünen",Michael BRÖCKER,Journalist,Peter MAFFAY,Musiker,Jörg SKRIEBELEIT,"Kulturwissenschaftler, Leiter der KZ-Gedenkstätte Flossenbürg",,,,,,,,
 Markus Lanz 30.01.2020,1346,13,12,30.01.2020,075'15,23:16:53 - 00:32:08," 23:16:53 - 00:32:08 075'15 O-Ton Interview Markus LANZ mit den Studiogästen Peer STEINBRÜCK (SPD), Jacqueline FLORY (gründete eine Hilfsinitiative, die geflüchteten Kindern im Libanon eine Schulbildung ermöglicht) sowie Joey KELLY (Musiker) und Luke KELLY (Schüler, Sohn von Joey Kelly) ",Peer STEINBRÜCK,SPD,Jacqueline FLORY,"gründete eine Hilfsinitiative, die geflüchteten Kindern im Libanon eine Schulbildung ermöglicht",Joey KELLY,Musiker,Luke KELLY,"Schüler, Sohn von Joey Kelly",,,,,,,,
 Markus Lanz 04.02.2020,1347,13,13,04.02.2020,074'41,23:15:33 - 00:30:14," 23:15:33 - 00:30:14 074'41 O-Ton Interview Markus LANZ mit Harald WELZER (Soziologe, Publizist), Heiner LAUTERBACH (Schauspieler), Dagmar WÖHRL (Unternehmerin), Marcus WÖHRL (Sohn von Dagmar Wöhrl, Unternehmer) ",Ton Interview Markus LANZ,"Soziologe, Publizist",Harald WELZER,"Soziologe, Publizist",Heiner LAUTERBACH,Schauspieler,Dagmar WÖHRL,Unternehmerin,Marcus WÖHRL,"Sohn von Dagmar Wöhrl, Unternehmer",,,,,,
 Markus Lanz 05.02.2020,1348,13,14,05.02.2020,076'24,23:32:13 - 00:48:37, 23:32:13 - 00:48:37 076'24 O-Ton Interview Markus LANZ mit folgenden Studiogästen: Friedrich MERZ (Jurist): Der ehemalige Unionsfraktionschef äußert sich zum ,Friedrich MERZ,Jurist,,,,,,,,,,,,,,
 Markus Lanz 06.02.2020,1349,13,15,06.02.2020,077'44,23:32:11 - 00:49:55," 23:32:11 - 00:49:55 077'44 O-Ton Interview Markus LANZ mit den Studiogästen Eva SZEPESI (Holocaust-Überlebende), Anita SCHWARZ (Tochter von Eva Szepesi), Leroy SCHWARZ (Enkelsohn von Eva SZEPESI, im Publikum sitzend), Jonas SCHMIDT-CHANASIT (Virologe), Atze SCHRÖDER (Comedian) ",Eva SZEPESI,Holocaust-Überlebende,Anita SCHWARZ,Tochter von Eva Szepesi,Leroy SCHWARZ,"Enkelsohn von Eva SZEPESI, im Publikum sitzend",Jonas SCHMIDT-CHANASIT,Virologe,Atze SCHRÖDER,Comedian,,,,,,
 Markus Lanz 11.02.2020,1350,13,16,11.02.2020,076'22,23:37:36 - 00:53:58," 23:37:36 - 00:53:58 076'22 O-Ton Interview Markus LANZ mit den Studiogästen Tobias HANS (MPr Saarland, CDU), Lars KLINGBEIL (GenSekr. SPD), Eva QUADBECK (Journalistin), Anja MAIER (Journalistin), Lothar PROBST (Politologe) ",Tobias HANS,"MPr Saarland, CDU",Lars KLINGBEIL,GenSekr. SPD,Eva QUADBECK,Journalistin,Anja MAIER,Journalistin,Lothar PROBST,Politologe,,,,,,
 Markus Lanz 12.02.2020,1351,13,17,12.02.2020,076'04,23:17:58 - 00:34:02," 23:17:58 - 00:34:02 076'04 O-Ton Interview LANZ mit Susanne HENNIG-WELLSOW (Fraktionsvors. Die Linke, Thüringen), Bernhard VOGEL (ehem. MPr Thüringen, CDU), Alexander Graf LAMBSDORFF (stellv. Fraktionsvors. FDP), Martin MACHOWECZ (Journalist), Marcel FRATZSCHER (Ökonom) ",Ton Interview LANZ,"Fraktionsvors. Die Linke, Thüringen",Susanne HENNIG-WELLSOW,"Fraktionsvors. Die Linke, Thüringen",Bernhard VOGEL,"ehem. MPr Thüringen, CDU",Alexander Graf LAMBSDORFF,stellv. Fraktionsvors. FDP,Martin MACHOWECZ,Journalist,Marcel FRATZSCHER,Ökonom,,,,
 Markus Lanz 13.02.2020,1352,13,18,13.02.2020,075'47,23:20:41 - 00:36:28," 23:20:41 - 00:36:28 075'47 O-Ton Interview Markus LANZ mit den Studiogästen Gerhart BAUM (ehem. BMI, FDP), Claudia KADE (Journalistin, Leiterin Ressort Politik ""Die Welt""), Wolfgang JOOP (Modedesigner) und Julia E SCHULTZ (Bergsteigerin, Abenteurerin) ",Gerhart BAUM,"ehem. BMI, FDP",Claudia KADE,"Journalistin, Leiterin Ressort Politik ""Die Welt""",Wolfgang JOOP,Modedesigner,Julia E SCHULTZ,"Bergsteigerin, Abenteurerin",,,,,,,,
 Markus Lanz 18.02.2020,1353,13,19,18.02.2020,076'12,23:00:58 - 00:17:10," 23:00:58 - 00:17:10 076'12 O-Ton Interview Markus LANZ mit den Studiogästen Eva QUADBECK (Journalistin), Elmar THEVEßEN (Journalist), Olaf SUNDERMEYER (Journalist) und Marcel REIF (Sportkommentator) ",Eva QUADBECK,Journalistin,Elmar THEVEßEN,Journalist,Olaf SUNDERMEYER,Journalist,Marcel REIF,Sportkommentator,,,,,,,,
 Markus Lanz 19.02.2020,1354,13,20,19.02.2020,080'10,23:35:23 - 00:55:33," 23:35:23 - 00:55:33 080'10 O-Ton Interview Markus LANZ mit den Studiogästen Mike MOHRING (Fraktionsvors. CDU Thüringen), Cerstin GAMMELIN (Journalistin ""Süddeutsche Zeitung""), Walter KOHL (Unternehmer, Sohn von Helmut Kohl) und Aminata TOURE (stellv. Landtagsvors. Schleswig-Holstein, Bündnis 90 / Die Grünen) ",Mike MOHRING,Fraktionsvors. CDU Thüringen,Cerstin GAMMELIN,"Journalistin ""Süddeutsche Zeitung""",Walter KOHL,"Unternehmer, Sohn von Helmut Kohl",Aminata TOURE,"stellv. Landtagsvors. Schleswig-Holstein, Bündnis 90 / Die Grünen",,,,,,,,
 Markus Lanz 20.02.2020,1355,13,21,20.02.2020,074'54,23:32:33 - 00:47:27," 23:32:33 - 00:47:27 074'54 O-Ton Interview Markus LANZ mit den Studiogästen Olaf SUNDERMEYER (Journalist), Omid NOURIPOUR (MdB, Bündnis 90 / Die Grünen), Sebastian FIEDLER (Kriminalhauptkommissar), Nahlah SAIMEH (Forensische Psychiaterin), Patrick GENSING (Journalist) ",Olaf SUNDERMEYER,Journalist,Omid NOURIPOUR,"MdB, Bündnis 90 / Die Grünen",Sebastian FIEDLER,Kriminalhauptkommissar,Nahlah SAIMEH,Forensische Psychiaterin,Patrick GENSING,Journalist,,,,,,
 Markus Lanz 25.02.2020,1356,13,22,25.02.2020,073'30,22:54:28 - 00:07:58," 22:54:28 - 00:07:58 073'30 O-Ton Interview Markus LANZ mit den Studiogästen BMVE Annegret KRAMP-KARRENBAUER (Vors CDU), Robin ALEXNDER (Journalist, stellv. Chefredakteur ""Die Welt"") und Dirk STEFFENS (Wissenschaftsjournalist) ",Annegret KRAMP-KARRENBAUER,Vors CDU,Robin ALEXNDER,"Journalist, stellv. Chefredakteur ""Die Welt""",Dirk STEFFENS,Wissenschaftsjournalist,,,,,,,,,,
 Markus Lanz 26.02.2020,1357,13,23,26.02.2020,075'35,23:21:20 - 00:36:55," 23:21:20 - 00:36:55 075'35 O-Ton Interview Markus LANZ mit den Studiogästen Daniel GÜNTHER (MPr Schleswig-Holstein, CDU), Kristina DUNZ (Journalistin), Maja GÖPEL (Ökonomin), Prof. Alexander KEKULE (Facharzt für Mikrobiologie, Virologie und Infektionsepidemiologie) ) ",Daniel GÜNTHER,"MPr Schleswig-Holstein, CDU",Kristina DUNZ,Journalistin,Maja GÖPEL,Ökonomin,Alexander KEKULE,"Facharzt für Mikrobiologie, Virologie und Infektionsepidemiologie",,,,,,,,
 Markus Lanz 27.02.2020,1358,13,24,27.02.2020,074'57,23:18:48 - 00:33:45," 23:18:48 - 00:33:45 074'57 O-Ton Interview Markus LANZ mit den Studiogästen Katja KIPPING (Vors Die Linke), Wolfram WEIMER (Verleger und Publizist), Hasnain KAZIM (Journalist), Peter WITTKAMP (Autor, leidet an Zwangsstörungen) ",Katja KIPPING,Vors Die Linke,Wolfram WEIMER,Verleger und Publizist,Hasnain KAZIM,Journalist,Peter WITTKAMP,"Autor, leidet an Zwangsstörungen",,,,,,,,
 Markus Lanz 03.03.2020,1359,13,25,03.03.2020,071'28,23:45:24 - 00:56:52," 23:45:24 - 00:56:52 071'28 O-Ton Interview Markus LANZ mit den Studiogästen Gerald KNAUS (Soziologe und Migrationsforscher), Sigmar GABRIEL (Politiker, SPD, ehem. stellv. BK), Christiane HOFFMANN (Journalistin) ",Gerald KNAUS,Soziologe und Migrationsforscher,Sigmar GABRIEL,"Politiker, SPD, ehem. stellv. BK",Christiane HOFFMANN,Journalistin,,,,,,,,,,
 Markus Lanz 04.03.2020,1360,13,26,04.03.2020,071'43,23:46:52 - 00:58:35," 23:46:52 - 00:58:35 071'43 O-Ton Interview Markus LANZ mit den Studiogästen Anja KOHL (Journalistin), Stephan PUSCH (Landrat Kreis Heinsberg), Helene BUBROWSKI (Journalistin, Juristin), Winfried KRETSCHMANN (MPr Baden-Württemberg, Bündnis 90 / Die Grünen) ",Anja KOHL,Journalistin,Stephan PUSCH,Landrat Kreis Heinsberg,Helene BUBROWSKI,"Journalistin, Juristin",Winfried KRETSCHMANN,"MPr Baden-Württemberg, Bündnis 90 / Die Grünen",,,,,,,,
 Markus Lanz 05.03.2020,1361,13,27,05.03.2020,075'45,23:23:43 - 00:39:28," 23:23:43 - 00:39:28 075'45 O-Ton Interview Markus LANZ mit den Studiogästen Karl LAUTERBACH, (MdB, SPD, Arzt), Holger ENGELMANN (Vorstandsvorsitzender Webasto), Juli ZEH (Juristin und Schriftstellerin), Harald LESCH (Physiker, Moderator) ",Karl LAUTERBACH,"MdB, SPD, Arzt",Holger ENGELMANN,Vorstandsvorsitzender Webasto,Juli ZEH,Juristin und Schriftstellerin,Harald LESCH,"Physiker, Moderator",,,,,,,,
 Markus Lanz 10.03.2020,1362,13,28,10.03.2020,077'05,23:17:44 - 00:34:49," 23:17:44 - 00:34:49 077'05 O-Ton Interview Markus LANZ mit den Studiogästen Boris PISTORIUS (Innenminister Niedersachsen, SPD), Prof. Dr. Alexander KEKULE (Virologe Universitätsklinikum Halle Saale), Hans-Werner SINN (Ökonom, ehem. Präsident ifo Institut für Wirtschaftsforschung) und Carmen THOMAS (Autorin, Kommunikationsexpertin) ",Boris PISTORIUS,"Innenminister Niedersachsen, SPD",Alexander KEKULE,Virologe Universitätsklinikum Halle Saale,Werner SINN,"Ökonom, ehem. Präsident ifo Institut für Wirtschaftsforschung",Carmen THOMAS,"Autorin, Kommunikationsexpertin",,,,,,,,
 Markus Lanz 11.03.2020,1363,13,29,11.03.2020,075'13,23:19:33 - 00:34:46," 23:19:33 - 00:34:46 075'13 O-Ton Interview Markus LANZ mit den Studiogästen Catharina STREIT, Meike RAMUSCHKAT, Timna BICKER, Steffi KLUGE (""Wellenbrecherinnen"", ",,,,,,,,,,,,,,,,
 Markus Lanz 12.03.2020,1364,13,30,12.03.2020,083'29,23:38:14 - 01:01:43," 23:38:14 - 01:01:43 083'29 O-Ton Interview Markus LANZ mit den Studiogästen Joschka FISCHER (ehem. BMAUSW, ehem. Vors Bündnis 90 / Die Grünen), Kilian KLEINSCHMIDT (Unternehmer, Berater, ehem. Leiter von Flüchtlingslagern), Kristin HELBERG (Journalistin) ",Joschka FISCHER,"ehem. BMAUSW, ehem. Vors Bündnis 90 / Die Grünen",Kilian KLEINSCHMIDT,"Unternehmer, Berater, ehem. Leiter von Flüchtlingslagern",Kristin HELBERG,Journalistin,,,,,,,,,,
 Markus Lanz 17.03.2020,1365,13,31,17.03.2020,075'27,23:07:58 - 00:23:25," 23:07:58 - 00:23:25 075'27 O-Ton Interview Markus LANZ mit den Studiogästen Prof. Jochen WERNER (Ärztlicher Direktor Uniklinik Essen), Manfred LÜTZ (Psychiater, Psychotherapeut, Theologe), Kevin KÜHNERT (Vors Jusos, SPD), Erwin LASCHET (MPr Nordrhein-Westfalen, CDU, ",Jochen WERNER,Ärztlicher Direktor Uniklinik Essen,Manfred LÜTZ,"Psychiater, Psychotherapeut, Theologe",Kevin KÜHNERT,"Vors Jusos, SPD",,,,,,,,,,
 Markus Lanz 18.03.2020,1366,13,32,18.03.2020,070'50,22:54:16 - 00:05:06," 22:54:16 - 00:05:06 070'50 O-Ton Interview Markus LANZ mit den Studiogästen Prof. Jonas SCHMIDT-CHANASIT (Virologe), Prof. Marcel FRATZSCHER (Ökonom), Prof. Harald WELZER (Soziologe), Prof. Karl LAUTERBACH (MdB, SPD, Arzt, ",Jonas SCHMIDT-CHANASIT,Virologe,Marcel FRATZSCHER,Ökonom,Harald WELZER,Soziologe,,,,,,,,,,
 Markus Lanz 19.03.2020,1367,13,33,19.03.2020,075'29,23:37:38 - 00:53:07," 23:37:38 - 00:53:07 075'29 O-Ton Interview Markus LANZ mit den Studiogästen Prof. Melanie BRINKMANN (Virologin, Helmholtz-Zentrum für Infektionsforschung Braunschweig), Peter TSCHENTSCHER (Erster Bgm Hamburg, SPD), Stephan PUSCH (Landrat Kreis Heinsberg), Tim MÄLZER (Koch, Fernsehkoch, Moderator, ",Melanie BRINKMANN,"Virologin, Helmholtz-Zentrum für Infektionsforschung Braunschweig",Peter TSCHENTSCHER,"Erster Bgm Hamburg, SPD",Stephan PUSCH,Landrat Kreis Heinsberg,,,,,,,,,,
 Markus Lanz 24.03.2020,1368,13,34,24.03.2020,071'57,23:58:52 - 01:10:49," 23:58:52 - 01:10:49 071'57 O-Ton Interview Markus LANZ mit den Studiogästen Bernadett ERDMANN (Fachärztin für Innere Medizin und Notfallmedizin, Klinikum Wolfsburg), Prof. Karl LAUTERBACH (MdB, SPD, Arzt), Prof. Matthias LEMKE (Facharzt für Psychiatrie und Psychotherapie), Jens SPAHN (BMG, CDU, ",Bernadett ERDMANN,"Fachärztin für Innere Medizin und Notfallmedizin, Klinikum Wolfsburg",Karl LAUTERBACH,"MdB, SPD, Arzt",Matthias LEMKE,Facharzt für Psychiatrie und Psychotherapie,,,,,,,,,,
 Markus Lanz 25.03.2020,1369,13,35,25.03.2020,075'54,23:27:40 - 00:43:34," 23:27:40 - 00:43:34 075'54 O-Ton Interview Markus LANZ mit den Studiogästen Prof. Melanie BRINKMANN (Virologin, Helmholtz-Zentrum für Infektionsforschung Braunschweig), Philipp AMTHOR (MdB, CDU), Sebastian FIEDLER (Kriminalhauptkommissar), Peter ALTMAIER (BMWE, CDU, ",Melanie BRINKMANN,"Virologin, Helmholtz-Zentrum für Infektionsforschung Braunschweig",Philipp AMTHOR,"MdB, CDU",Sebastian FIEDLER,Kriminalhauptkommissar,,,,,,,,,,
 Markus Lanz 26.03.2020,1370,13,36,26.03.2020,076'27,23:33:51 - 00:50:18," 23:33:51 - 00:50:18 076'27 O-Ton Interview Markus LANZ mit den Studiogästen Dr. Carola HOLZNER (Oberärztin Zentrale Notaufnahme Universitätsklinikum Essen), Prof. Alexander KEKULE (Virologe), Sascha LOBO (Journalist, Blogger, Autor), Hubertus HEIL (BMAS, SPD, ",Carola HOLZNER,Oberärztin Zentrale Notaufnahme Universitätsklinikum Essen,Alexander KEKULE,Virologe,Sascha LOBO,"Journalist, Blogger, Autor",,,,,,,,,,
 Markus Lanz 31.03.2020,1371,13,37,31.03.2020,075'45,23:02:30 - 00:18:15," 23:02:30 - 00:18:15 075'45 O-Ton Interview Markus LANZ mit den Studiogästen Prof. Hendrik STREECK (Virologe), Prof. Marcel FRATZSCHER (Ökonom), Prof. Reinhard MERKEL (Mitglied Deutscher Ethikrat, Rechtsphilosoph, ",Hendrik STREECK,Virologe,Marcel FRATZSCHER,Ökonom,,,,,,,,,,,,
 Markus Lanz 01.04.2020,1372,13,38,01.04.2020,075'03,23:34:59 - 00:50:02," 23:34:59 - 00:50:02 075'03 O-Ton Interview Markus LANZ mit den Studiogästen Karl LAUTERBACH (MdB, SPD, Arzt), Carolin HOFMANN (Standortleiterin ""Die Arche"" in Hamburg), Sandra NAVIDI (in New York lebende Juristin und Autorin), Markus SÖDER (MPr Bayern, CSU, ",Karl LAUTERBACH,"MdB, SPD, Arzt",Carolin HOFMANN,"Standortleiterin ""Die Arche"" in Hamburg",Sandra NAVIDI,in New York lebende Juristin und Autorin,,,,,,,,,,
 Markus Lanz 02.04.2020,1373,13,39,02.04.2020,075'27,23:20:51 - 00:36:18," 23:20:51 - 00:36:18 075'27 O-Ton Interview Markus LANZ mit den Studiogästen Linus NEUMANN (Hacker, Netzaktivist, Psychologe und Sprecher des Chaos Computer Clubs), Karoline PREISLER (Politikerin, FDP, war an Covid-19 erkrankt), Walter KOHL (Volkswirt, Unternehmer), Manuela SCHWESIG (MPr Mecklenburg-Vorpommern, SPD, ",Linus NEUMANN,"Hacker, Netzaktivist, Psychologe und Sprecher des Chaos Computer Clubs",Karoline PREISLER,"Politikerin, FDP, war an Covid-19 erkrankt",Walter KOHL,"Volkswirt, Unternehmer",,,,,,,,,,
 Markus Lanz 07.04.2020,1374,13,40,07.04.2020,075'14,23:26:52 - 00:42:06," 23:26:52 - 00:42:06 075'14 O-Ton Interview Markus LANZ mit den Studiogästen Stephan WEIL (MPr Niedersachsen, SPD), Frank THELEN (Unternehmer und Autor), Martin EHLERS (Lungenfacharzt), Corinna MILBORN (Österreichische Journalistin, ",Stephan WEIL,"MPr Niedersachsen, SPD",Frank THELEN,Unternehmer und Autor,Martin EHLERS,Lungenfacharzt,,,,,,,,,,
 Markus Lanz 08.04.2020,1375,13,41,08.04.2020,075'06,23:34:27 - 00:49:33," 23:34:27 - 00:49:33 075'06 O-Ton Interview Markus LANZ mit den Studiogästen Karl LAUTERBACH (Gesundheitsexperte, MdB SPD), Dr. Stefanie HOLM (Internistin, Infektiologin), Carsten LINNEMANN (MdB, Vors Mittelstands- und Wirtschaftsunion (MIT), stellv. Fraktionsvors. CDU / CSU), Marcus VAN RIESEN (Hotelier, ",Karl LAUTERBACH,"Gesundheitsexperte, MdB SPD",Stefanie HOLM,"Internistin, Infektiologin",Carsten LINNEMANN,MIT,Vors M,MIT,,,,,,,,
 Markus Lanz 09.04.2020,1376,13,42,09.04.2020,074'55,23:19:55 - 00:34:50," 23:19:55 - 00:34:50 074'55 O-Ton Interview Markus LANZ mit den Studiogästen Prof. Hendrik STREECK (Virologe, Direktor Institut für Virologie Universitätsklinikum Bonn, ",,,,,,,,,,,,,,,,
 Markus Lanz 14.04.2020,1377,13,43,14.04.2020,074'58,22:45:40 - 00:00:38," 22:45:40 - 00:00:38 074'58 O-Ton Interview Markus LANZ mit den Studiogästen Christiane WOOPEN (Medizinethikerin, Mitglied im ""Expertenrat Corona"" NRW), Prof. Jonas SCHMIDT-CHANASIT (Virologe Bernhard-Nocht-Institut Hamburg), Gangelt-Studie), Richard David PRECHT (Philosoph) und Malu DREYER (MPr Rheinland-Pfalz, SPD, ",Christiane WOOPEN,"Medizinethikerin, Mitglied im ""Expertenrat Corona"" NRW",Jonas SCHMIDT-CHANASIT,Virologe Bernhard-Nocht-Institut Hamburg,Richard David PRECHT,Philosoph,,,,,,,,,,
 Markus Lanz 15.04.2020,1378,13,44,15.04.2020,076'25,23:39:40 - 00:56:05," 23:39:40 - 00:56:05 076'25 O-Ton Interview Markus LANZ mit den Studiogästen Prof. Melanie BRINKMANN (Virologin, Helmholtz-Zentrum für Infektionsforschung Braunschweig), Karl LAUTERBACH (MdB, SPD, Virologe), Wolfgang KUBICKI (stellv. BTPräs, FDP), Peter TSCHENTSCHER (Erster Bgm Hamburg, SPD, ",Melanie BRINKMANN,"Virologin, Helmholtz-Zentrum für Infektionsforschung Braunschweig",Karl LAUTERBACH,"MdB, SPD, Virologe",Wolfgang KUBICKI,"stellv. BTPräs, FDP",,,,,,,,,,
 Markus Lanz 16.04.2020,1379,13,45,16.04.2020,077'27,23:39:06 - 00:56:33," 23:39:06 - 00:56:33 077'27 O-Ton Interview Markus LANZ mit den Studiogästen Mai Thi NGUYEN-KIM (Wissenschaftsjournalistin), Bodo RAMELOW (MPr Thüringen, Die Linke), Robin ALEXANDER (Journalist und Autor), Julia KLÖCKNER (BMLE, CDU, ",Mai Thi NGUYEN-KIM,Wissenschaftsjournalistin,Bodo RAMELOW,"MPr Thüringen, Die Linke",Robin ALEXANDER,Journalist und Autor,,,,,,,,,,
