Sendungstitel,Staffel,Folge,FolgenNr,Datum,RawDate
Markus Lanz 03.09.2020,13.0,93.0,1427.0,03.09.2020,
Markus Lanz 02.09.2020,13.0,92.0,1426.0,02.09.2020,
Markus Lanz 01.09.2020,13.0,91.0,1425.0,01.09.2020,
Markus Lanz 27.08.2020,13.0,90.0,1424.0,27.08.2020,
Markus Lanz 26.08.2020,13.0,89.0,1423.0,26.08.2020,
Markus Lanz 25.08.2020,13.0,88.0,1422.0,25.08.2020,
Markus Lanz 20.08.2020,13.0,87.0,1421.0,20.08.2020,
Markus Lanz 19.08.2020,13.0,86.0,1420.0,19.08.2020,
Markus Lanz 18.08.2020,13.0,85.0,1419.0,18.08.2020,
Markus Lanz 13.08.2020,13.0,84.0,1418.0,13.08.2020,
Markus Lanz 12.08.2020,13.0,83.0,1417.0,12.08.2020,
Markus Lanz 11.08.2020,13.0,82.0,1416.0,11.08.2020,
Markus Lanz 09.07.2020,13.0,81.0,1415.0,09.07.2020,
Markus Lanz 08.07.2020,13.0,80.0,1414.0,08.07.2020,
Markus Lanz 07.07.2020,13.0,79.0,1413.0,07.07.2020,
Markus Lanz 02.07.2020,13.0,78.0,1412.0,02.07.2020,
Markus Lanz 01.07.2020,13.0,77.0,1411.0,01.07.2020,
Markus Lanz 30.06.2020,13.0,76.0,1410.0,30.06.2020,
Markus Lanz 25.06.2020,13.0,75.0,1409.0,25.06.2020,
Markus Lanz 24.06.2020,13.0,74.0,1408.0,24.06.2020,
Markus Lanz 23.06.2020,13.0,73.0,1407.0,23.06.2020,
Markus Lanz 18.06.2020,13.0,72.0,1406.0,18.06.2020,
Markus Lanz 17.06.2020,13.0,71.0,1405.0,17.06.2020,
Markus Lanz 16.06.2020,13.0,70.0,1404.0,16.06.2020,
Markus Lanz 11.06.2020,13.0,69.0,1403.0,11.06.2020,
Markus Lanz 10.06.2020,13.0,68.0,1402.0,10.06.2020,
Markus Lanz 09.06.2020,13.0,67.0,1401.0,09.06.2020,
Markus Lanz 04.06.2020,13.0,66.0,1400.0,04.06.2020,
Markus Lanz 03.06.2020,13.0,65.0,1399.0,03.06.2020,
Markus Lanz 02.06.2020,13.0,64.0,1398.0,02.06.2020,
Markus Lanz 28.05.2020,13.0,63.0,1397.0,28.05.2020,
Markus Lanz 27.05.2020,13.0,62.0,1396.0,27.05.2020,
Markus Lanz 26.05.2020,13.0,61.0,1395.0,26.05.2020,
Markus Lanz 21.05.2020,13.0,60.0,1394.0,21.05.2020,
Markus Lanz 20.05.2020,13.0,59.0,1393.0,20.05.2020,
Markus Lanz 19.05.2020,13.0,58.0,1392.0,19.05.2020,
Markus Lanz 14.05.2020,13.0,57.0,1391.0,14.05.2020,
Markus Lanz 13.05.2020,13.0,56.0,1390.0,13.05.2020,
Markus Lanz 12.05.2020,13.0,55.0,1389.0,12.05.2020,
Markus Lanz 07.05.2020,13.0,54.0,1388.0,07.05.2020,
Markus Lanz 06.05.2020,13.0,53.0,1387.0,06.05.2020,
Markus Lanz 05.05.2020,13.0,52.0,1386.0,05.05.2020,
Markus Lanz 30.04.2020,13.0,51.0,1385.0,30.04.2020,
Markus Lanz 29.04.2020,13.0,50.0,1384.0,29.04.2020,
Markus Lanz 28.04.2020,13.0,49.0,1383.0,28.04.2020,
Markus Lanz 23.04.2020,13.0,48.0,1382.0,23.04.2020,
Markus Lanz 22.04.2020,13.0,47.0,1381.0,22.04.2020,
Markus Lanz 21.04.2020,13.0,46.0,1380.0,21.04.2020,
Markus Lanz 16.04.2020,13.0,45.0,1379.0,16.04.2020,
Markus Lanz 15.04.2020,13.0,44.0,1378.0,15.04.2020,
Markus Lanz 14.04.2020,13.0,43.0,1377.0,14.04.2020,
Markus Lanz 09.04.2020,13.0,42.0,1376.0,09.04.2020,
Markus Lanz 08.04.2020,13.0,41.0,1375.0,08.04.2020,
Markus Lanz 07.04.2020,13.0,40.0,1374.0,07.04.2020,
Markus Lanz 02.04.2020,13.0,39.0,1373.0,02.04.2020,
Markus Lanz 01.04.2020,13.0,38.0,1372.0,01.04.2020,
Markus Lanz 31.03.2020,13.0,37.0,1371.0,31.03.2020,
Markus Lanz 26.03.2020,13.0,36.0,1370.0,26.03.2020,
Markus Lanz 25.03.2020,13.0,35.0,1369.0,25.03.2020,
Markus Lanz 24.03.2020,13.0,34.0,1368.0,24.03.2020,
Markus Lanz 19.03.2020,13.0,33.0,1367.0,19.03.2020,
Markus Lanz 18.03.2020,13.0,32.0,1366.0,18.03.2020,
Markus Lanz 17.03.2020,13.0,31.0,1365.0,17.03.2020,
Markus Lanz 12.03.2020,13.0,30.0,1364.0,12.03.2020,
Markus Lanz 11.03.2020,13.0,29.0,1363.0,11.03.2020,
Markus Lanz 10.03.2020,13.0,28.0,1362.0,10.03.2020,
Markus Lanz 05.03.2020,13.0,27.0,1361.0,05.03.2020,
Markus Lanz 04.03.2020,13.0,26.0,1360.0,04.03.2020,
Markus Lanz 03.03.2020,13.0,25.0,1359.0,03.03.2020,
Markus Lanz 27.02.2020,13.0,24.0,1358.0,27.02.2020,
Markus Lanz 26.02.2020,13.0,23.0,1357.0,26.02.2020,
Markus Lanz 25.02.2020,13.0,22.0,1356.0,25.02.2020,
Markus Lanz 20.02.2020,13.0,21.0,1355.0,20.02.2020,
Markus Lanz 19.02.2020,13.0,20.0,1354.0,19.02.2020,
Markus Lanz 18.02.2020,13.0,19.0,1353.0,18.02.2020,
Markus Lanz 13.02.2020,13.0,18.0,1352.0,13.02.2020,
Markus Lanz 12.02.2020,13.0,17.0,1351.0,12.02.2020,
Markus Lanz 11.02.2020,13.0,16.0,1350.0,11.02.2020,
Markus Lanz 06.02.2020,13.0,15.0,1349.0,06.02.2020,
Markus Lanz 05.02.2020,13.0,14.0,1348.0,05.02.2020,
Markus Lanz 04.02.2020,13.0,13.0,1347.0,04.02.2020,
Markus Lanz 30.01.2020,13.0,12.0,1346.0,30.01.2020,
Markus Lanz 29.01.2020,13.0,11.0,1345.0,29.01.2020,
Markus Lanz 28.01.2020,13.0,10.0,1344.0,28.01.2020,
Markus Lanz 23.01.2020,13.0,9.0,1343.0,23.01.2020,
Markus Lanz 22.01.2020,13.0,8.0,1342.0,22.01.2020,
Markus Lanz 21.01.2020,13.0,7.0,1341.0,21.01.2020,
Markus Lanz 16.01.2020,,,,16.01.2020,
Markus Lanz 15.01.2020,13.0,5.0,1339.0,15.01.2020,
Markus Lanz 14.01.2020,13.0,4.0,1338.0,14.01.2020,
Markus Lanz 09.01.2020,13.0,3.0,1337.0,09.01.2020,
Markus Lanz 08.01.2020,13.0,2.0,1336.0,08.01.2020,
Markus Lanz 07.01.2020,13.0,1.0,1335.0,07.01.2020,
Markus Lanz 18.12.2019,12.0,135.0,1334.0,18.12.2019,
Markus Lanz 17.12.2019,12.0,134.0,1333.0,17.12.2019,
Markus Lanz 12.12.2019,12.0,133.0,1332.0,12.12.2019,
Markus Lanz 11.12.2019,12.0,132.0,1331.0,11.12.2019,
Markus Lanz 10.12.2019,12.0,131.0,1330.0,10.12.2019,
Markus Lanz 05.12.2019,12.0,130.0,1329.0,05.12.2019,
Markus Lanz 04.12.2019,12.0,129.0,1328.0,04.12.2019,
Markus Lanz 03.12.2019,12.0,128.0,1327.0,03.12.2019,
Markus Lanz 28.11.2019,12.0,127.0,1326.0,28.11.2019,
Markus Lanz 27.11.2019,,,,27.11.2019,
Markus Lanz 26.11.2019,,,,26.11.2019,
Markus Lanz 21.11.2019,12.0,124.0,1323.0,21.11.2019,
Markus Lanz 20.11.2019,12.0,123.0,1322.0,20.11.2019,
Markus Lanz 19.11.2019,12.0,122.0,1321.0,19.11.2019,
Markus Lanz 14.11.2019,12.0,121.0,1320.0,14.11.2019,
Markus Lanz 13.11.2019,12.0,120.0,1319.0,13.11.2019,
Markus Lanz 12.11.2019,12.0,119.0,1318.0,12.11.2019,
Markus Lanz 07.11.2019,12.0,118.0,1317.0,07.11.2019,
Markus Lanz 06.11.2019,12.0,117.0,1316.0,06.11.2019,
Markus Lanz 05.11.2019,12.0,116.0,1315.0,05.11.2019,
Markus Lanz 31.10.2019,12.0,115.0,1314.0,31.10.2019,
Markus Lanz 30.10.2019,12.0,112.0,1311.0,30.10.2019,
Markus Lanz 29.10.2019,,,,29.10.2019,
Markus Lanz 24.10.2019,12.0,107.0,1306.0,24.10.2019,
Markus Lanz 23.10.2019,12.0,111.0,1310.0,23.10.2019,
Markus Lanz 22.10.2019,12.0,110.0,1309.0,22.10.2019,
Markus Lanz 16.10.2019,12.0,109.0,1308.0,16.10.2019,
Markus Lanz 15.10.2019,12.0,114.0,1313.0,15.10.2019,
Markus Lanz 10.10.2019,12.0,108.0,1307.0,10.10.2019,
Markus Lanz 09.10.2019,12.0,106.0,1305.0,09.10.2019,
Markus Lanz 08.10.2019,12.0,105.0,1304.0,08.10.2019,
Markus Lanz 02.10.2019,12.0,104.0,1303.0,02.10.2019,
Markus Lanz 01.10.2019,12.0,103.0,1302.0,01.10.2019,
Markus Lanz 26.09.2019,12.0,102.0,1301.0,26.09.2019,
Markus Lanz 25.09.2019,12.0,101.0,1300.0,25.09.2019,
Markus Lanz 24.09.2019,12.0,100.0,1299.0,24.09.2019,
Markus Lanz 19.09.2019,12.0,99.0,1298.0,19.09.2019,
Markus Lanz 18.09.2019,12.0,98.0,1297.0,18.09.2019,
Markus Lanz 17.09.2019,12.0,97.0,1296.0,17.09.2019,
Markus Lanz 12.09.2019,12.0,96.0,1295.0,12.09.2019,
Markus Lanz 11.09.2019,12.0,95.0,1294.0,11.09.2019,
Markus Lanz 10.09.2019,12.0,94.0,1293.0,10.09.2019,
Markus Lanz 05.09.2019,12.0,93.0,1292.0,05.09.2019,
Markus Lanz 04.09.2019,12.0,92.0,1291.0,04.09.2019,
Markus Lanz 03.09.2019,12.0,91.0,1290.0,03.09.2019,
Markus Lanz 29.08.2019,12.0,90.0,1289.0,29.08.2019,
Markus Lanz 28.08.2019,12.0,89.0,1288.0,28.08.2019,
Markus Lanz 27.08.2019,12.0,88.0,1287.0,27.08.2019,
Markus Lanz 22.08.2019,12.0,87.0,1286.0,22.08.2019,
Markus Lanz 21.08.2019,12.0,86.0,1285.0,21.08.2019,
Markus Lanz 20.08.2019,12.0,85.0,1284.0,20.08.2019,
Markus Lanz 15.08.2019,12.0,84.0,1283.0,15.08.2019,
Markus Lanz 14.08.2019,12.0,83.0,1282.0,14.08.2019,
Markus Lanz 13.08.2019,12.0,82.0,1281.0,13.08.2019,
Markus Lanz 08.08.2019,12.0,81.0,1280.0,08.08.2019,
Markus Lanz 07.08.2019,12.0,80.0,1279.0,07.08.2019,
Markus Lanz 06.08.2019,12.0,79.0,1278.0,06.08.2019,
Markus Lanz 04.07.2019,12.0,78.0,1277.0,04.07.2019,
Markus Lanz 03.07.2019,12.0,77.0,1276.0,03.07.2019,
Markus Lanz 02.07.2019,12.0,76.0,1275.0,02.07.2019,
Markus Lanz 27.06.2019,12.0,75.0,1274.0,27.06.2019,
Markus Lanz 26.06.2019,12.0,74.0,1273.0,26.06.2019,
Markus Lanz 25.06.2019,12.0,73.0,1272.0,25.06.2019,
Markus Lanz 20.06.2019,,,,20.06.2019,
Markus Lanz 19.06.2019,12.0,71.0,1270.0,19.06.2019,
Markus Lanz 18.06.2019,12.0,70.0,1269.0,18.06.2019,
Markus Lanz 13.06.2019,12.0,69.0,1268.0,13.06.2019,
Markus Lanz 12.06.2019,12.0,68.0,1267.0,12.06.2019,
Markus Lanz 11.06.2019,12.0,67.0,1266.0,11.06.2019,
Markus Lanz 06.06.2019,12.0,66.0,1265.0,06.06.2019,
Markus Lanz 05.06.2019,12.0,65.0,1264.0,05.06.2019,
Markus Lanz 04.06.2019,12.0,64.0,1263.0,04.06.2019,
Markus Lanz 30.05.2019,12.0,63.0,1262.0,30.05.2019,
Markus Lanz 29.05.2019,12.0,62.0,1261.0,29.05.2019,
Markus Lanz 28.05.2019,12.0,61.0,1260.0,28.05.2019,
Markus Lanz 23.05.2019,12.0,60.0,1259.0,23.05.2019,
Markus Lanz 22.05.2019,12.0,59.0,1258.0,22.05.2019,
Markus Lanz 21.05.2019,12.0,58.0,1257.0,21.05.2019,
Markus Lanz 16.05.2019,12.0,57.0,1256.0,16.05.2019,
Markus Lanz 15.05.2019,12.0,56.0,1255.0,15.05.2019,
Markus Lanz 14.05.2019,12.0,55.0,1254.0,14.05.2019,
Markus Lanz 09.05.2019,12.0,54.0,1253.0,09.05.2019,
Markus Lanz 08.05.2019,12.0,53.0,1252.0,08.05.2019,
Markus Lanz 07.05.2019,12.0,52.0,1251.0,07.05.2019,
Markus Lanz 02.05.2019,12.0,51.0,1250.0,02.05.2019,
Markus Lanz 01.05.2019,12.0,50.0,1249.0,01.05.2019,
Markus Lanz 30.04.2019,12.0,49.0,1248.0,30.04.2019,
Markus Lanz 25.04.2019,12.0,48.0,1247.0,25.04.2019,
Markus Lanz 24.04.2019,12.0,47.0,1246.0,24.04.2019,
Markus Lanz 23.04.2019,12.0,46.0,1245.0,23.04.2019,
Markus Lanz 18.04.2019,12.0,45.0,1244.0,18.04.2019,
Markus Lanz 17.04.2019,12.0,44.0,1243.0,17.04.2019,
Markus Lanz 16.04.2019,12.0,43.0,1242.0,16.04.2019,
Markus Lanz 11.04.2019,12.0,42.0,1241.0,11.04.2019,
Markus Lanz 10.04.2019,12.0,41.0,1240.0,10.04.2019,
Markus Lanz 09.04.2019,12.0,40.0,1239.0,09.04.2019,
Markus Lanz 04.04.2019,12.0,39.0,1238.0,04.04.2019,
Markus Lanz 03.04.2019,12.0,38.0,1237.0,03.04.2019,
Markus Lanz 02.04.2019,12.0,37.0,1236.0,02.04.2019,
Markus Lanz 28.03.2019,12.0,36.0,1235.0,28.03.2019,
Markus Lanz 27.03.2019,12.0,35.0,1234.0,27.03.2019,
Markus Lanz 26.03.2019,12.0,34.0,1233.0,26.03.2019,
Markus Lanz 21.03.2019,12.0,33.0,1232.0,21.03.2019,
Markus Lanz 20.03.2019,12.0,32.0,1231.0,20.03.2019,
Markus Lanz 19.03.2019,12.0,31.0,1230.0,19.03.2019,
Markus Lanz 14.03.2019,12.0,30.0,1229.0,14.03.2019,
Markus Lanz 13.03.2019,12.0,29.0,1228.0,13.03.2019,
Markus Lanz 12.03.2019,12.0,28.0,1227.0,12.03.2019,
Markus Lanz 07.03.2019,12.0,27.0,1226.0,07.03.2019,
Markus Lanz 06.03.2019,12.0,26.0,1225.0,06.03.2019,
Markus Lanz 05.03.2019,12.0,25.0,1224.0,05.03.2019,
Markus Lanz 28.02.2019,12.0,24.0,1223.0,28.02.2019,
Markus Lanz 27.02.2019,12.0,23.0,1222.0,27.02.2019,
Markus Lanz 26.02.2019,12.0,22.0,1221.0,26.02.2019,
Markus Lanz 21.02.2019,12.0,21.0,1220.0,21.02.2019,
Markus Lanz 20.02.2019,12.0,20.0,1219.0,20.02.2019,
Markus Lanz 19.02.2019,12.0,19.0,1218.0,19.02.2019,
Markus Lanz 14.02.2019,12.0,18.0,1217.0,14.02.2019,
Markus Lanz 13.02.2019,12.0,17.0,1216.0,13.02.2019,
Markus Lanz 12.02.2019,12.0,16.0,1215.0,12.02.2019,
Markus Lanz 07.02.2019,12.0,15.0,1214.0,07.02.2019,
Markus Lanz 06.02.2019,12.0,14.0,1213.0,06.02.2019,
Markus Lanz 05.02.2019,12.0,13.0,1212.0,05.02.2019,
Markus Lanz 31.01.2019,12.0,12.0,1211.0,31.01.2019,
Markus Lanz 30.01.2019,12.0,11.0,1210.0,30.01.2019,
Markus Lanz 29.01.2019,12.0,10.0,1209.0,29.01.2019,
Markus Lanz 24.01.2019,12.0,9.0,1208.0,24.01.2019,
Markus Lanz 23.01.2019,12.0,8.0,1207.0,23.01.2019,
Markus Lanz 22.01.2019,12.0,7.0,1206.0,22.01.2019,
Markus Lanz 17.01.2019,12.0,6.0,1205.0,17.01.2019,
Markus Lanz 16.01.2019,12.0,5.0,1204.0,16.01.2019,
Markus Lanz 15.01.2019,12.0,4.0,1203.0,15.01.2019,
Markus Lanz 10.01.2019,12.0,3.0,1202.0,10.01.2019,
Markus Lanz 09.01.2019,12.0,2.0,1201.0,09.01.2019,
Markus Lanz 08.01.2019,12.0,1.0,1200.0,08.01.2019,
Markus Lanz 19.12.2018,11.0,128.0,1199.0,19.12.2018,
Markus Lanz 18.12.2018,11.0,127.0,1198.0,18.12.2018,
Markus Lanz 13.12.2018,11.0,126.0,1197.0,13.12.2018,
Markus Lanz 12.12.2018,11.0,125.0,1196.0,12.12.2018,
Markus Lanz 11.12.2018,11.0,124.0,1195.0,11.12.2018,
Markus Lanz 06.12.2018,11.0,123.0,1194.0,06.12.2018,
Markus Lanz 05.12.2018,11.0,122.0,1193.0,05.12.2018,
Markus Lanz 04.12.2018,11.0,121.0,1192.0,04.12.2018,
Markus Lanz 29.11.2018,11.0,61.0,1132.0,29.11.2018,
Markus Lanz 28.11.2018,11.0,120.0,1191.0,28.11.2018,
Markus Lanz 27.11.2018,11.0,119.0,1190.0,27.11.2018,
Markus Lanz 22.11.2018,11.0,118.0,1189.0,22.11.2018,
Markus Lanz 21.11.2018,11.0,117.0,1188.0,21.11.2018,
Markus Lanz 20.11.2018,11.0,116.0,1187.0,20.11.2018,
Markus Lanz 15.11.2018,11.0,115.0,1186.0,15.11.2018,
Markus Lanz 14.11.2018,11.0,114.0,1185.0,14.11.2018,
Markus Lanz 13.11.2018,11.0,113.0,1184.0,13.11.2018,
Markus Lanz - Deutschland!,,,,08.11.2018,
Markus Lanz 06.11.2018,11.0,112.0,1183.0,06.11.2018,
Markus Lanz 01.11.2018,11.0,111.0,1182.0,01.11.2018,
Markus Lanz 31.10.2018,11.0,110.0,1181.0,31.10.2018,
Markus Lanz 30.10.2018,11.0,109.0,1180.0,30.10.2018,
Markus Lanz 25.10.2018,11.0,108.0,1179.0,25.10.2018,
Markus Lanz 24.10.2018,11.0,107.0,1178.0,24.10.2018,
Markus Lanz 23.10.2018,11.0,106.0,1177.0,23.10.2018,
Markus Lanz 18.10.2018,11.0,105.0,1176.0,18.10.2018,
Markus Lanz 17.10.2018,11.0,104.0,1175.0,17.10.2018,
Markus Lanz 16.10.2018,11.0,103.0,1174.0,16.10.2018,
Markus Lanz 11.10.2018,11.0,102.0,1173.0,11.10.2018,
Markus Lanz 10.10.2018,11.0,101.0,1172.0,10.10.2018,
Markus Lanz 09.10.2018,11.0,100.0,1171.0,09.10.2018,
Markus Lanz 04.10.2018,11.0,99.0,1170.0,04.10.2018,
Markus Lanz 02.10.2018,11.0,98.0,1169.0,02.10.2018,
Markus Lanz 27.09.2018,11.0,97.0,1168.0,27.09.2018,
Markus Lanz 26.09.2018,11.0,96.0,1167.0,26.09.2018,
Markus Lanz 25.09.2018,11.0,95.0,1166.0,25.09.2018,
Markus Lanz 20.09.2018,11.0,94.0,1165.0,20.09.2018,
Markus Lanz 19.09.2018,11.0,93.0,1164.0,19.09.2018,
Markus Lanz 18.09.2018,11.0,92.0,1163.0,18.09.2018,
Markus Lanz 13.09.2018,11.0,91.0,1162.0,13.09.2018,
Markus Lanz 12.09.2018,11.0,90.0,1161.0,12.09.2018,
Markus Lanz 11.09.2018,11.0,89.0,1160.0,11.09.2018,
Markus Lanz 06.09.2018,11.0,88.0,1159.0,06.09.2018,
Markus Lanz 05.09.2018,11.0,87.0,1158.0,05.09.2018,
Markus Lanz 04.09.2018,11.0,86.0,1157.0,04.09.2018,
Markus Lanz 30.08.2018,11.0,85.0,1156.0,30.08.2018,
Markus Lanz 29.08.2018,11.0,84.0,1155.0,29.08.2018,
Markus Lanz 28.08.2018,11.0,83.0,1154.0,28.08.2018,
Markus Lanz 23.08.2018,,,,23.08.2018,
Markus Lanz 22.08.2018,11.0,81.0,1152.0,22.08.2018,
Markus Lanz 21.08.2018,11.0,80.0,1151.0,21.08.2018,
Markus Lanz 16.08.2018,11.0,79.0,1150.0,16.08.2018,
Markus Lanz 15.08.2018,11.0,78.0,1149.0,15.08.2018,
Markus Lanz 14.08.2018,11.0,77.0,1148.0,14.08.2018,
Markus Lanz 12.07.2018,11.0,76.0,1147.0,12.07.2018,
Markus Lanz 11.07.2018,11.0,75.0,1146.0,11.07.2018,
Markus Lanz 10.07.2018,11.0,74.0,1145.0,10.07.2018,
Markus Lanz 05.07.2018,11.0,73.0,1144.0,05.07.2018,
Markus Lanz 04.07.2018,11.0,72.0,1143.0,04.07.2018,
Markus Lanz 03.07.2018,11.0,71.0,1142.0,03.07.2018,
Markus Lanz 28.06.2018,11.0,70.0,1141.0,28.06.2018,
Markus Lanz 27.06.2018,11.0,69.0,1140.0,27.06.2018,
Markus Lanz 26.06.2018,11.0,68.0,1139.0,26.06.2018,
Markus Lanz 21.06.2018,11.0,67.0,1138.0,21.06.2018,
Markus Lanz 20.06.2018,11.0,66.0,1137.0,20.06.2018,
Markus Lanz 19.06.2018,11.0,65.0,1136.0,19.06.2018,
Markus Lanz - Russland!,,,,14.06.2018,
Markus Lanz 13.06.2018,11.0,63.0,1134.0,13.06.2018,
Markus Lanz 12.06.2018,11.0,62.0,1133.0,12.06.2018,
Markus Lanz 07.06.2018,11.0,64.0,1135.0,07.06.2018,
Markus Lanz 05.06.2018,11.0,60.0,1131.0,05.06.2018,
Markus Lanz 31.05.2018,11.0,59.0,1130.0,31.05.2018,
Markus Lanz 30.05.2018,11.0,58.0,1129.0,30.05.2018,
Markus Lanz 29.05.2018,11.0,57.0,1128.0,29.05.2018,
Markus Lanz 24.05.2018,11.0,56.0,1127.0,24.05.2018,
Markus Lanz 23.05.2018,11.0,55.0,1126.0,23.05.2018,
Markus Lanz 22.05.2018,11.0,54.0,1125.0,22.05.2018,
Markus Lanz 17.05.2018,11.0,53.0,1124.0,17.05.2018,
Markus Lanz 16.05.2018,11.0,52.0,1123.0,16.05.2018,
Markus Lanz 15.05.2018,11.0,51.0,1122.0,15.05.2018,
Markus Lanz 10.05.2018,11.0,50.0,1121.0,10.05.2018,
Markus Lanz 09.05.2018,11.0,49.0,1120.0,09.05.2018,
Markus Lanz 08.05.2018,11.0,48.0,1119.0,08.05.2018,
Markus Lanz 03.05.2018,11.0,47.0,1118.0,03.05.2018,
Markus Lanz 02.05.2018,11.0,46.0,1117.0,02.05.2018,
Markus Lanz 01.05.2018,11.0,45.0,1116.0,01.05.2018,
Markus Lanz 26.04.2018,11.0,44.0,1115.0,26.04.2018,
Markus Lanz 25.04.2018,11.0,43.0,1114.0,25.04.2018,
Markus Lanz 24.04.2018,11.0,42.0,1113.0,24.04.2018,
Markus Lanz 19.04.2018,11.0,41.0,1112.0,19.04.2018,
Markus Lanz 18.04.2018,11.0,40.0,1111.0,18.04.2018,
Markus Lanz 12.04.2018,11.0,39.0,1110.0,12.04.2018,
Markus Lanz 11.04.2018,11.0,38.0,1109.0,11.04.2018,
Markus Lanz 10.04.2018,11.0,37.0,1108.0,10.04.2018,
Markus Lanz 05.04.2018,11.0,36.0,1107.0,05.04.2018,
Markus Lanz 04.04.2018,11.0,35.0,1106.0,04.04.2018,
Markus Lanz 03.04.2018,11.0,34.0,1105.0,03.04.2018,
Markus Lanz 29.03.2018,11.0,33.0,1104.0,29.03.2018,
Markus Lanz 28.03.2018,11.0,32.0,1103.0,28.03.2018,
Markus Lanz 22.03.2018,11.0,31.0,1102.0,22.03.2018,
Markus Lanz 21.03.2018,11.0,30.0,1101.0,21.03.2018,
Markus Lanz 20.03.2018,11.0,29.0,1100.0,20.03.2018,
Markus Lanz 15.03.2018,11.0,28.0,1099.0,15.03.2018,
Markus Lanz 14.03.2018,11.0,27.0,1098.0,14.03.2018,
Markus Lanz 13.03.2018,11.0,26.0,1097.0,13.03.2018,
Markus Lanz 08.03.2018,11.0,25.0,1096.0,08.03.2018,
Markus Lanz 07.03.2018,11.0,24.0,1095.0,07.03.2018,
Markus Lanz 06.03.2018,11.0,23.0,1094.0,06.03.2018,
Markus Lanz 01.03.2018,11.0,22.0,1093.0,01.03.2018,
Markus Lanz 28.02.2018,11.0,21.0,1092.0,28.02.2018,
Markus Lanz 27.02.2018,11.0,20.0,1091.0,27.02.2018,
Markus Lanz 21.02.2018,11.0,19.0,1090.0,21.02.2018,
Markus Lanz 20.02.2018,11.0,18.0,1089.0,20.02.2018,
Markus Lanz 15.02.2018,11.0,17.0,1088.0,15.02.2018,
Markus Lanz 14.02.2018,11.0,16.0,1087.0,14.02.2018,
Markus Lanz 13.02.2018,11.0,15.0,1086.0,13.02.2018,
