Sendungstitel,Staffel,Folge,FolgenNr,Datum,RawDate
Markus Lanz 06.07.2021,14.0,79.0,1550.0,06.07.2021,
Markus Lanz 01.07.2021,14.0,78.0,1549.0,01.07.2021,
Markus Lanz 30.06.2021,14.0,77.0,1548.0,30.06.2021,
Markus Lanz 29.06.2021,14.0,76.0,1547.0,29.06.2021,
Markus Lanz 24.06.2021,14.0,75.0,1546.0,24.06.2021,
Markus Lanz 23.06.2021,14.0,74.0,1545.0,23.06.2021,
Markus Lanz 22.06.2021,14.0,73.0,1544.0,22.06.2021,
Markus Lanz 17.06.2021,14.0,72.0,1543.0,17.06.2021,
Markus Lanz 16.06.2021,14.0,71.0,1542.0,16.06.2021,
Markus Lanz 15.06.2021,14.0,70.0,1541.0,15.06.2021,
Markus Lanz 10.06.2021,14.0,69.0,1540.0,10.06.2021,
Markus Lanz 09.06.2021,14.0,68.0,1539.0,09.06.2021,
Markus Lanz 08.06.2021,14.0,67.0,1538.0,08.06.2021,
Markus Lanz 03.06.2021,14.0,66.0,1537.0,03.06.2021,
Markus Lanz 02.06.2021,14.0,65.0,1536.0,02.06.2021,
Markus Lanz 01.06.2021,14.0,64.0,1535.0,01.06.2021,
Markus Lanz 27.05.2021,14.0,63.0,1534.0,27.05.2021,
Markus Lanz 26.05.2021,14.0,62.0,1533.0,26.05.2021,
Markus Lanz 25.05.2021,14.0,61.0,1532.0,25.05.2021,
Markus Lanz 20.05.2021,14.0,60.0,1531.0,20.05.2021,
Markus Lanz 19.05.2021,14.0,59.0,1530.0,19.05.2021,
Markus Lanz 18.05.2021,14.0,58.0,1529.0,18.05.2021,
Markus Lanz 13.05.2021,14.0,57.0,1528.0,13.05.2021,
Markus Lanz 12.05.2021,14.0,56.0,1527.0,12.05.2021,
Markus Lanz 11.05.2021,14.0,55.0,1526.0,11.05.2021,
Markus Lanz 06.05.2021,14.0,54.0,1525.0,06.05.2021,
Markus Lanz 05.05.2021,14.0,53.0,1524.0,05.05.2021,
Markus Lanz 04.05.2021,14.0,52.0,1523.0,04.05.2021,
Markus Lanz 29.04.2021,14.0,51.0,1522.0,29.04.2021,
Markus Lanz 28.04.2021,14.0,50.0,1521.0,28.04.2021,
Markus Lanz 27.04.2021,14.0,49.0,1520.0,27.04.2021,
Markus Lanz 22.04.2021,14.0,48.0,1519.0,22.04.2021,
Markus Lanz 21.04.2021,14.0,47.0,1518.0,21.04.2021,
Markus Lanz 20.04.2021,14.0,46.0,1517.0,20.04.2021,
Markus Lanz 15.04.2021,14.0,45.0,1516.0,15.04.2021,
Markus Lanz 14.04.2021,14.0,44.0,1515.0,14.04.2021,
Markus Lanz 13.04.2021,14.0,43.0,1514.0,13.04.2021,
Markus Lanz 08.04.2021,14.0,42.0,1513.0,08.04.2021,
Markus Lanz 07.04.2021,14.0,41.0,1512.0,07.04.2021,
Markus Lanz 06.04.2021,14.0,40.0,1511.0,06.04.2021,
Markus Lanz 01.04.2021,14.0,39.0,1510.0,01.04.2021,
Markus Lanz 31.03.2021,14.0,38.0,1509.0,31.03.2021,
Markus Lanz 30.03.2021,14.0,37.0,1508.0,30.03.2021,
Markus Lanz 25.03.2021,14.0,36.0,1507.0,25.03.2021,
Markus Lanz 24.03.2021,14.0,35.0,1506.0,24.03.2021,
Markus Lanz 23.03.2021,14.0,34.0,1505.0,23.03.2021,
Markus Lanz 18.03.2021,14.0,33.0,1504.0,18.03.2021,
Markus Lanz 17.03.2021,14.0,32.0,1503.0,17.03.2021,
Markus Lanz 16.03.2021,14.0,31.0,1502.0,16.03.2021,
Markus Lanz 10.03.2021,14.0,29.0,1500.0,10.03.2021,
Markus Lanz 09.03.2021,14.0,28.0,1499.0,09.03.2021,
Markus Lanz 04.03.2021,14.0,27.0,1498.0,04.03.2021,
Markus Lanz 03.03.2021,14.0,26.0,1497.0,03.03.2021,
Markus Lanz 02.03.2021,14.0,25.0,1496.0,02.03.2021,
Markus Lanz 25.02.2021,14.0,24.0,1495.0,25.02.2021,
Markus Lanz 24.02.2021,14.0,23.0,1494.0,24.02.2021,
Markus Lanz 23.02.2021,14.0,22.0,1493.0,23.02.2021,
Markus Lanz 18.02.2021,14.0,21.0,1492.0,18.02.2021,
Markus Lanz 17.02.2021,14.0,20.0,1491.0,17.02.2021,
Markus Lanz 16.02.2021,14.0,19.0,1490.0,16.02.2021,
Markus Lanz 11.02.2021,14.0,18.0,1489.0,11.02.2021,
Markus Lanz 10.02.2021,14.0,17.0,1488.0,10.02.2021,
Markus Lanz 09.02.2021,14.0,16.0,1487.0,09.02.2021,
Markus Lanz 04.02.2021,14.0,15.0,1486.0,04.02.2021,
Markus Lanz 03.02.2021,14.0,14.0,1485.0,03.02.2021,
Markus Lanz 02.02.2021,14.0,13.0,1484.0,02.02.2021,
Markus Lanz 28.01.2021,14.0,12.0,1483.0,28.01.2021,
Markus Lanz 27.01.2021,14.0,11.0,1482.0,27.01.2021,
Markus Lanz 26.01.2021,14.0,10.0,1481.0,26.01.2021,
Markus Lanz 21.01.2021,14.0,9.0,1480.0,21.01.2021,
Markus Lanz 20.01.2021,14.0,8.0,1479.0,20.01.2021,
Markus Lanz 19.01.2021,14.0,7.0,1478.0,19.01.2021,
Markus Lanz 14.01.2021,14.0,6.0,1477.0,14.01.2021,
Markus Lanz 13.01.2021,14.0,5.0,1476.0,13.01.2021,
Markus Lanz 12.01.2021,14.0,4.0,1475.0,12.01.2021,
Markus Lanz 07.01.2021,14.0,3.0,1474.0,07.01.2021,
Markus Lanz 06.01.2021,14.0,2.0,1473.0,06.01.2021,
Markus Lanz 05.01.2021,14.0,1.0,1472.0,05.01.2021,
