Sendungstitel,season,Staffel,Folge,FolgenNr,Publikationsdatum,Dauer,Infos,Gast_1,Gast_2,Gast_3,Gast_4,Gast_5,Gast_6,Gast_7,Gast_8,Gast_9,Gast_10,Gast_11,Gast_12,Gast_13,Gast_14,Gast_15,Gast_16,Gast_17,Gast_18,Gast_19,Gast_20,Gast_21,instance_of,part_of_series,genre,presenter,original_broadcaster,country_of_origin,original_language_of_film_or_TV_show
Markus Lanz 19.07.2016,"Markus Lanz, Staffel 9",9,81,895,19.07.2016,075'28,"10:00:00 - 11:15:28 075'28 O-Ton Interview Markus LANZ mit den Studiogästen Rick ASTLEY (Sänger), Thomas STEIN (Musikproduzent), Elli ERL (Sängerin), Axel BOSSE (Musiker) und Franziska MENKE (FRÄULEIN MENKE, Sängerin) über die Schwerpunktthemen: Karriere von Axel Bosse, der neben der Musik viele Jahre jobbte bis er als Musiker Erfolg hatte; Karriere von Elli Erl, die 2004 die zweite Staffel von ""Deutschland sucht den Superstar"" gewann und heute als Lehrerin arbeitet; Schattenseiten von Castingshows wie ""Deutschland sucht den Superstar""; Karriere von Rick Astley, der 1987 mit ""Never Gonna Give You Up"" den internationalen Durchbruch erzielte und sich ab 1993 für fünfzehn Jahre vollständig aus dem Popgeschäft zurückzog; im Juni 2016 veröffentlichte er sein siebentes Studioalbum ""50""; Karriere von Franziska Menke, deren Hits durch die Neue Deutsche Welle bekannt wurden; ihre Kindheitserinnerungen an das Zusammenleben mit ihrem Vater, dem Musikproduzenten Joe Menke.",Rick ASTLEY,Thomas STEIN,Elli ERL,Axel BOSSE,Franziska MENKE,,,,,,,,,,,,,,,,,Q21191270,Q1499182,Q622812,Q43773,Q48989,Q183,Q188
Markus Lanz 20.07.2016,"Markus Lanz, Staffel 9",9,82,896,20.07.2016,060'26,"10:00:00 - 11:00:26 060'26 O-Ton Interview Markus LANZ mit den Studiogästen Ann-Marlene HENNING (Sexologin), Lilo WANDERS (Moderatorin), Thilo MISCHKE (Journalist, Moderator) und Wolfram HUKE (Filmemacher) über die Schwerpunktthemen: Verhältnis der Deutschen zur Sexualität; Probleme mit der Sexualität in Paarbeziehungen; die Aufklärungssendungen ""Make love"" (ZDF) mit Ann-Marlene Henning und ""Wa(h)re Liebe"" (VOX) mit Lilo Wanders; Rückblick von Wolfram Huke auf seine langjährige Suche nach einer Partnerin und ersten Erfahrungen mit Sexualität; Reisen nach El Salvador und Kolumbien für die Reportagereihe ""Uncovered"" (ProSieben) von Thilo Mischke.",Marlene HENNING,Lilo WANDERS,Thilo MISCHKE,Wolfram HUKE,,,,,,,,,,,,,,,,,,Q21191270,Q1499182,Q622812,Q43773,Q48989,Q183,Q188
Markus Lanz 27.07.2016,"Markus Lanz, Staffel 9",9,84,898,27.07.2016,075'35,"10:00:00 - 11:15:35 075'35 O-Ton Interview Markus LANZ mit den Studiogästen Frank BUSEMANN (ehem. Leichtathlet), Gerd RUBENBAUER (Sportreporter), Dieter ADLER (Sportreporter), Vanessa LOW (Leichtathletin), Britta HEIDEMANN (Fechterin) und Ilija TROJANOW (Autor) über die Schwerpunktthemen: Zehnkampf von Frank Busemann bei den Olympischen Spielen in Atlanta 1996, Gewinn der Silbermedaille und Einfluss dieses sportlichen Höhepunkts auf das weitere Leben von Busemann; Karriere der Fechterin Britta Heidemann mit ihrem Sieg bei Olympia in Peking 2008 und der Silbermedaille in London 2012. Zusammenarbeit und Freundschaft der Sportreporter Gerd Rubenbauer und Dieter Adler, die von 1988 bis 2002 gemeinsam alle Olympischen Sommerspiele kommentierten; Karriere der Leichtathletin Vanessa Low, die bei einem Unfall beide Unterschenkel verlor und nun bei den Paralympischen Spielen in Rio startet; Erfahrungen von Ilija Trojanow, der in vier Jahren alle olympischen Disziplinen ausprobierte und über seine Selbsterfahrungen das Buch ""Meine Olympiade: Ein Amateur, vier Jahre, 80 Disziplinen"" schrieb.",Frank BUSEMANN,Gerd RUBENBAUER,Dieter ADLER,Vanessa LOW,Britta HEIDEMANN,Ilija TROJANOW,,,,,,,,,,,,,,,,Q21191270,Q1499182,Q622812,Q43773,Q48989,Q183,Q188
Markus Lanz 23.08.2016,"Markus Lanz, Staffel 9",9,85,899,23.08.2016,075'38,"22:45:18 - 00:00:56 075'38 O-Ton Interview Markus LANZ mit den Studiogästen Andreas TOBA (Geräteturner), Margot KÄßMANN (Theologin, Autorin), Prof. Peter NEUMANN (Terrorismusexperte), Michael RÄBER (Flüchtlingshelfer) und Walter DOLD (Autor) über die Schwerpunktthemen: Sportsgeist vom Turner Andreas Toba als er bei den Olympischen Spielen in Rio für die Mannschaft mit schwerer Verletzung weiter turnte; Ratgeber aus dem Bundesministerium des Innern zur privaten Vorratshaltung für den Fall einer Krise oder Katastrophe (Zivilschutzkonzept); Möglichkeiten der systematischen Vorbereitung auf Krisen und Katastrophen durch sogenanntes ""Prepping""; mögliche Umgangsformen mit Ängsten, Risiken und Gewalt; Krieg in Syrien und Möglichkeiten zur Beendigung vom Konflikt durch militärische und diplomatische Mittel; Optionen der Sicherheitspolitik, auf Terrorgefahr zu reagieren; Versagen der europäischen Politik beim Austausch von Personendaten über internationale Behörden; Situation von Flüchtlingen in der Türkei und in Griechenland; Arbeit und Erfahrungen von privaten Helfern in den Flüchtlingslagern.",Andreas TOBA,Margot KÄßMANN,Peter NEUMANN,Michael RÄBER,Walter DOLD,,,,,,,,,,,,,,,,,Q21191270,Q1499182,Q622812,Q43773,Q48989,Q183,Q188
Markus Lanz 24.08.2016,"Markus Lanz, Staffel 9",9,86,900,24.08.2016,075'29,"23:29:23 - 00:44:52 075'29 O-Ton Interview Markus LANZ mit den Studiogästen Laura LUDWIG und Kira WALKENHORST (gewannen bei den Olympischen Sommerspielen 2016 die Goldmedaille im Beach-Volleyball); Niki LAUDA (ehem. Rennfahrer), Arturo MERZARIO (ehem. Rennfahrer) und Prof. Eike MARTIN (Facharzt für Anästhesiologie); Rafael ORTIZ (Extrem-Kajakfahrer) über die Schwerpunktthemen: die Teilnahme von Ludwig und Walkenhorst an den Olympischen Spielen und den Gewinn der Goldmedaille; der Unfall von Niki Lauda vor 40 Jahren; der Kajaksport von Ortiz und sein Film darüber. Aus Anlass vom Tod von Uli EMANUELE (Base-Jumper) wird zum Abschluss ein Ausschnitt aus einer früheren Sendung mit ihm gezeigt.",Laura LUDWIG,Kira WALKENHORST,,,,,,,,,,,,,,,,,,,,Q21191270,Q1499182,Q622812,Q43773,Q48989,Q183,Q188
Markus Lanz 25.08.2016,"Markus Lanz, Staffel 9",9,87,901,25.08.2016,074'00,"23:29:29 - 00:43:29 074'00 O-Ton Interview Markus LANZ mit den Studiogästen Natascha KAMPUSCH (Autorin), Brigitta SIRNY (Mutter von Natascha Kampusch), Rudi CERNE (Moderator), Sebastian BRENDEL (Kanute, Olympiasieger) und Cigdem AKYOL (Journalistin, Autorin) über die Schwerpunktthemen: Leben und Erfahrungen von Natascha Kampusch seit ihrer Flucht vor ihrem Entführer vor zehn Jahren; Verhältnis zwischen Natascha Kampusch und ihrer Mutter Brigitta Sirny; vermisste Kinder in Deutschland; Olympiasiege von Sebastian Brendel in Rio und seine sportliche Zukunft; Rolle von Doping im Sport und der fragwürdige öffentliche Umgang damit; Highlights von Rudi Cerne als Moderator der Olympischen Spiele in Rio; Persönlichkeit und biografischer Hintergrund von Recep Tayyip Erdogan; aktuelle politische Situation in der Türkei nach dem gescheiterten Militärputsch.",Natascha KAMPUSCH,Brigitta SIRNY,Rudi CERNE,Sebastian BRENDEL,Cigdem AKYOL,,,,,,,,,,,,,,,,,Q21191270,Q1499182,Q622812,Q43773,Q48989,Q183,Q188
Markus Lanz 30.08.2016,"Markus Lanz, Staffel 9",9,88,902,30.08.2016,075'13,"22:45:24 - 00:00:37 075'13 O-Ton Interview Markus LANZ mit den Studiogästen Michael SPRENG (Journalist), Boris PALMER (OB Tübingen, Bündnis 90 / Die Grünen), Jochen BUSSE (Schauspieler, Kabarettist), Rainer SCHMIDT (Journalist) und Kira GRÜNBERG (ehem. Stabhochspringerin) über die Schwerpunktthemen: der Umgang der Politik mit der aktuellen Flüchtlingskrise; der Enfluss der AfD auf die Politik der etablierten Parteien; die politische Zukunft von Bundeskanzlerin Angela Merkel; das aktuelle Theaterstück von Busse, ""Der Pantoffel-Panther""; die Romane ""Die Cannabis GmbH"" und ""Legal High"" von Schmidt und die Legalisierung von Cannabis; der Unfall, der zur Querschnittslähmung von Kira Grünberg führte.",Michael SPRENG,Boris PALMER,Jochen BUSSE,Rainer SCHMIDT,Kira GRÜNBERG,,,,,,,,,,,,,,,,,Q21191270,Q1499182,Q622812,Q43773,Q48989,Q183,Q188
Markus Lanz 31.08.2016,"Markus Lanz, Staffel 9",9,89,903,31.08.2016,075'34,"23:39:32 - 00:55:06 075'34 O-Ton Interview Markus LANZ mit den Studiogästen Elmar THEVEßEN (ZDF-Terrorismusexperte, Autor), Dirk STEFFENS (Tierfilmer, Naturfilmer, Wissenschaftsmoderator), Mirja BOES (Komikerin) und Jürgen HÖLLER (Motivationstrainer) über die Schwerpunktthemen: das aktuelle Buch ""Terror in Deutschland"" von Theveßen und der Umgang mit der Bedrohung durch den islamistischen Terrorismus; die neue Terra-X-Reihe ""Sternstunden der Evolution"" von Steffens; der Lebensweg von Boes und ihr aktuelles Bühnenprogramm ""Für Geld tun wir alles!""; die Arbeit von Höller und das Comeback nach Insolvenz und Haftstrafe.",Elmar THEVEßEN,Dirk STEFFENS,Mirja BOES,Jürgen HÖLLER,,,,,,,,,,,,,,,,,,Q21191270,Q1499182,Q622812,Q43773,Q48989,Q183,Q188
Markus Lanz 01.09.2016,"Markus Lanz, Staffel 9",9,90,904,01.09.2016,075'10,"23:22:44 - 00:37:54 075'10 O-Ton Interview Markus LANZ mit den Studiogästen Marina MÜNKLER (Autorin, Literaturwissenschaftlerin) und Herfried MÜNKLER (Autor, Politikwissenschaftler), Christoph SCHWENNICKE (Journalist, Chefredakteur ""Cicero""), Bettina BÖTTINGER (Moderatorin) und Sophia THOMALLA (Model) über die Schwerpunktthemen: Konnotationen und Problematik der Aussage ""Wir schaffen das!"" von Bundeskanzlerin Angela Merkel in 2015 zur Flüchtlingskrise; Entscheidung von Angela Merkel zur Öffnung der Grenze für Flüchtlinge, mögliche Alternativen; Voraussetzungen zur Bewältigung der Integration von Flüchtlingen in Deutschland; 60.Geburtstag von Bettina Böttinger, ihr Lebensweg und ihre Karriere beim WDR; Karriere von Sophia Thomalla, ihr Mitwirken in den Sendungen ""Dance Dance Dance"" (RTL) und ""Pain & Fame"" (Sixx), ihre Beziehung zum Sänger Till Lindemann von Rammstein, ihre Tätowierungen.",Marina MÜNKLER,Herfried MÜNKLER,Christoph SCHWENNICKE,Bettina BÖTTINGER,Sophia THOMALLA,,,,,,,,,,,,,,,,,Q21191270,Q1499182,Q622812,Q43773,Q48989,Q183,Q188
Markus Lanz 06.09.2016,"Markus Lanz, Staffel 9",9,91,905,06.09.2016,075'10,"23:36:17 - 00:51:27 075'10 O-Ton Interview Markus LANZ mit den Studiogästen Giovanni DI LORENZO (Journalist, Chefredakteur ""Die Zeit""), Hans-Ulrich JÖRGES (Journalist, Mitglied Chefredaktion ""Stern""), Ingmar STADELMANN (Comedian), Dirk ROßMANN (Unternehmer, Milliardär) und Dr. Yael ADLER (Ärztin, Autorin) über die Schwerpunktthemen: das starke abschneiden der AfD bei der Landtagswahl 2016 in Mecklenburg-Vorpommern, ein Rückblick auf ein Jahr Flüchtlingskrise und die Zukunft von Angela Merkel als Bundeskanzlerin; Leben und Werdegang von Dirk Roßmann; das Leben von Stadelmann und dessen neue Fernsehsendung ""Mission Wahnsinn""; das Buch ""Haut nah: Alles über unser größtes Organ"" von Adler.",Giovanni DI,Ulrich JÖRGES,Ingmar STADELMANN,Dirk ROßMANN,Yael ADLER,,,,,,,,,,,,,,,,,Q21191270,Q1499182,Q622812,Q43773,Q48989,Q183,Q188
Markus Lanz 08.09.2016,"Markus Lanz, Staffel 9",9,92,906,08.09.2016,075'10,"23:21:20 - 00:36:30 075'10 O-Ton Interview Markus LANZ mit den Studiogästen Ranga YOGESHWAR (Journalist), Juli ZEH (Autorin), Wolfram WEIMER (Publizist), Philip SIMON (Kabarettist) und Dr. Matthias THÖNS (Palliativmediziner) über die Schwerpunktthemen: Erstarken der AfD und die Gründe dafür; Verunsicherung in der deutschen Gesellschaft, Umgang von Politik mit den Zukunftsängsten der Menschen; aktuelle Handlungsoptionen von Angela Merkel, mögliche personelle Alternativen zu ihr als Kanzlerin; fundamentale Veränderung in unserer Gesellschaft durch Entwicklungen in der Künstlichen Intelligenz; Gegensatz von urbanem und ländlichem Leben als womöglich globalem Grundkonflkikt; neues Programm von Philip Simon ""Anarchophobie - Die Angst vor Spinnern""; strukturelle Fehlsteuerung im deutschen Gesundheitssystem.",Ranga YOGESHWAR,Juli ZEH,Wolfram WEIMER,Philip SIMON,Matthias THÖNS,,,,,,,,,,,,,,,,,Q21191270,Q1499182,Q622812,Q43773,Q48989,Q183,Q188
Markus Lanz 14.09.2016,"Markus Lanz, Staffel 9",9,93,907,14.09.2016,078'57,"23:17:50 - 00:36:47 078'57 O-Ton Interview Markus LANZ mit den Studiogästen Andreas MÖLLER (ehem. Fußballprofi, Fußballtrainer), Michael SCHULZ (ehem. Fußballprofi, Spielerberater), Marcel REIF (Journalist), Panagiota PETRIDOU (Moderatorin), Stefan SCHLEGEL (Extremsportler) und Gunther LATSCH (Journalist) über die Schwerpunktthemen: die Rolle von Franz Beckenbauer in den Unregelmäßigkeiten um die Vergabe der Fußballweltmeisterschaft 2006 in Deutschland; die Begegnung von Legia Warschau und Borussia Dortmund in der UEFA Champions League; der Wechsel von Marco Reus zurück zu Borussia Dortmund; die Zeit von Michael Schulz und Andreas Möller bei Borussia Dortmund; die Rolle von Spielerberatern im Fußballgeschäft; die aktuelle Fernsehsendung ""Die Superolympionikin"" von Panagiota Petridou; Stefan Schlegel und dessen Teilnahmen an Ultralangstrecken-Radrennen.",Andreas MÖLLER,Michael SCHULZ,Marcel REIF,Panagiota PETRIDOU,Stefan SCHLEGEL,Gunther LATSCH,,,,,,,,,,,,,,,,Q21191270,Q1499182,Q622812,Q43773,Q48989,Q183,Q188
Markus Lanz 20.09.2016,"Markus Lanz, Staffel 9",9,94,908,20.09.2016,075'46,"22:47:38 - 00:03:24 075'46 O-Ton Interview Markus LANZ mit den Studiogästen Ulf POSCHARDT (Journalist), Renan DEMIRKAN (Schauspielerin), Guido REIL (Politiker AfD), Bryan ADAMS (Musiker, Fotograf), Jenke VON WILMSDORFF (Reporter) über die Schwerpunktthemen: Die aktuelle Flüchtlingskrise und der Umgang von Bundeskanzlerin Angela Merkel damit; Reil und dessen Übertritt von der SPD in die AfD; das Reportagemagazin ""Das Jenke-Experiment"" von von Wilmsdorff, für das er Grenzerfahrungen sucht; Lebensweg und Karriere von Adams.",Ulf POSCHARDT,Renan DEMIRKAN,Guido REIL,Bryan ADAMS,Jenke VON,,,,,,,,,,,,,,,,,Q21191270,Q1499182,Q622812,Q43773,Q48989,Q183,Q188
Markus Lanz 21.09.2016,"Markus Lanz, Staffel 9",9,95,909,21.09.2016,076'04,"23:15:06 - 00:31:10 076'04 O-Ton Interview Markus LANZ mit den Studiogästen Niko KAPPEL (Kugelstoßer, Goldmedaillengewinner bei den Paralympics 2016 in Rio de Janeiro), Dieter MEIER (Musiker, Produzent, Konzeptkünstler, Unternehmer), Kerstin PLEHWE (Wahlkampfexpertin, Politikanalystin), Dirk SCHÜMER (Journalist), Henrike DIELEN (Autorin, Entführungsopfer) über die Schwerpunktthemen: die überraschende Goldmedaille für Niko Kappel im Kugelstoßen bei den Paralympics 2016 in Rio de Janeiro; sein Umgang mit seiner Kleinwüchsigkeit und wie er zu seinem seinem Spitznamen ""Bonsai"" kam; Ursachen und Gründe für den Erfolg von Donald Trump in den USA; Schwierigkeiten im Wahlkampf für Hillary Clinton; Karriere von Dieter Meier als Unternehmer, Konzeptkünstler und Musiker; Entführung von Henrike Dielen und Stefan Okonek durch die Terrorgruppe Abu Sayyaf 2014 auf den Philippinen.",Niko KAPPEL,Dieter MEIER,Kerstin PLEHWE,Dirk SCHÜMER,Henrike DIELEN,,,,,,,,,,,,,,,,,Q21191270,Q1499182,Q622812,Q43773,Q48989,Q183,Q188
Markus Lanz 22.09.2016,"Markus Lanz, Staffel 9",9,96,910,22.09.2016,075'45,"23:23:54 - 00:39:39 075'45 O-Ton Interview Markus LANZ mit den Studiogästen Wolfgang KUBICKI (Politiker), Rudolf ELMER (ehemaliger Bankmanager), Franziska GIFFEY (Politikerin, Bezirksbürgermeisterin von Neukölln), Paul VAN DYK (DJ, Produzent), Susanne FRÖHLICH (Autorin) über die Schwerpunktthemen: Ergebnisse der Wahl zum Abgeordnetenhaus von Berlin; Umgang mit der AfD; Missstände in der Berliner Verwaltung und in der Strafverfolgung; Ansatz von Franziska Giffey, als Bürgermeisterin von Neukölln den Dialog mit Andersdenkenden zu suchen; die kriminellen Geschäftspraktiken der Julius Bär Bank und die Rückendeckung durch die Schweizer Behörden aus Sicht des ehemaligen Bankmanagers und Whistleblowers Rudolf Elmer; der neue Roman ""Feuerprobe"" von Susanne Fröhlich; das Leben ab 50; der schwere Unfall von Paul van Dyk im Februar 2016 und sein Weg zurück ins Leben.",Wolfgang KUBICKI,Rudolf ELMER,Franziska GIFFEY,Paul VAN,Susanne FRÖHLICH,,,,,,,,,,,,,,,,,Q21191270,Q1499182,Q622812,Q43773,Q48989,Q183,Q188
Markus Lanz 27.09.2016,"Markus Lanz, Staffel 9",9,97,911,27.09.2016,076'07,"23:17:54 - 00:34:01 076'07 O-Ton Interview Markus LANZ mit den Studiogästen Mathieu VON ROHR (Journalist), Katerina JACOB (Schauspielerin), Franz MÜNTEFERING (Politiker, SPD), Joachim GERHARD (seine Söhne gingen nach Syrien und schlossen sich dort dem IS an) und Dong-seon CHANG (Neurowissenschaftler) über die Schwerpunktthemen: Das erste TV-Duell zwischen den Präsidentschaftskandidaten Donald Trump und Hillary Clinton; die Söhne von Joachim Gerhard, die als IS-Kämpfer nach Syrien gegangen sind; das aktuelle Buch ""AfD - Bekämpfen oder ignorieren?"" von Müntefering und seine Sicht auf aktuelle gesellschaftliche Entwicklungen; das aktuelle Buch ""Mein Hirn hat seinen eigenen Kopf"" von Chang über die menschliche Wahrnehmung; das aktuelle Buch ""Alles nur Theater"" von Katerina Jacob darüber, wie es ihr gelang, ihre Schauspielkarriere und ihre Rolle als alleinerziehende Mutter zu vereinbaren.",Mathieu VON,Katerina JACOB,Franz MÜNTEFERING,Joachim GERHARD,,,,,,,,,,,,,,,,,,Q21191270,Q1499182,Q622812,Q43773,Q48989,Q183,Q188
Markus Lanz 28.09.2016,"Markus Lanz, Staffel 9",9,98,912,28.09.2016,076'06,"23:47:53 - 01:03:59 076'06 O-Ton Interview Markus LANZ mit den Studiogästen Vanessa LOW (Leichtathletin), Franz ROTH (Bulle ROTH, ehem. Fußballprofi), Peter NEURURER (Fußballtrainer), Rose May ALABA (Sängerin) und Knut REINHARDT (ehem. Fußballprofi) über die Schwerpunktthemen: Spiel in der Vorrunde der Champions League zwischen Atletico Madrid und Bayern München; das Gebaren von Madrids Trainer Diego Simeone am Spielfeldrand, Möglichkeiten der Einflussnahme von Trainern auf den Spielverlauf; Umgang mit Trainern im Fußballgeschäft am Beispiel der Entlassungen von Bruno Labbadia beim HSV und Viktor Skripnik bei Werder Bremen; Karriere von Knut Reinhardt, der nach Beendiung seiner Profikarriere bei Borussia Dortmund Lehrer an einer Grundschule in Dortmund wurde; Ausbildung und Karriere von Peter Neururer; Erfolge von Rose May Alaba als Sängerin; ihr Blick auf ihren großen Bruder David Alaba und auf ihre gemeinsamen Eltern; Rückblick auf die aktive Zeit von Franz Roth beim FC Bayern München und die großen Erfolge in den Siebziger Jahren; Erfolge bei den Paralympics 2016 in Rio für Vanessa Low, wo sie eine Gold- und eine Silbermedaille gewann.",Vanessa LOW,Franz ROTH,Peter NEURURER,Rose May ALABA,Knut REINHARDT,,,,,,,,,,,,,,,,,Q21191270,Q1499182,Q622812,Q43773,Q48989,Q183,Q188
Markus Lanz 29.09.2016,"Markus Lanz, Staffel 9",9,99,913,29.09.2016,075'25,"23:19:07 - 00:34:32 075'25 O-Ton Interview Markus LANZ mit den Studiogästen Klaus WOWEREIT (ehem. RBm Berlin), Prof. Harald LESCH (Astrophysiker), Dr. Julia SHAW (Rechtspsychologin) und Desiree NICK (Kabarettistin) über die Schwerpunktthemen: Zeit als Regierender Bürgermeister von Berlin, den Ausstieg aus der Politik, seine Leben als Privatmann; falsche Erinnerungen, die Verwechslung von Vorstellung und Erinnerung, Wahrheit als subjektive Wahrnehmung; Einflussnahme vom Menschen auf die Natur; den Klimawandel, falsche Wege in der Umweltpolitik; neue Rollenbilder von Mann und Frau; die Eitelkeit vom Mann, die Frau auf der Überholspur.",Klaus WOWEREIT,Harald LESCH,Julia SHAW,Desiree NICK,,,,,,,,,,,,,,,,,,Q21191270,Q1499182,Q622812,Q43773,Q48989,Q183,Q188
Markus Lanz 04.10.2016,"Markus Lanz, Staffel 9",9,100,914,04.10.2016,074'56,"23:41:36 - 00:56:32 074'56 O-Ton Interview Markus LANZ mit den Studiogästen Bruno JONAS (Kabarettist), Tilman STEFFEN (Journalist), Nujeen MUSTAFA (Flüchtling aus Syrien), Christine URSPRUCH (Schauspielerin) und Prof. Michael TSOKOS (Rechtsmediziner) über die Schwerpunktthemen: Hetze und Pöbeleien gegen Politiker bei den Feierlichkeiten zur Deutschen Einheit am 03.10.2016 in Dresden; politische Stimmung in Deutschland, Proteste von Anhängern rechtspopulistischer Bewegungen in Dresden bei der Einheitsfeier; Rechtsmedizin und verbreitete Irrtümer diesbezüglich, Tötungsdelikt und Obduktion des Berliner Politikers Gerwald Claus-Brunner; Fernsehrollen von Urspruch als Kinderärztin und Rechtsmedizinerin; Flucht im Rollstuhl aus Syrien nach Deutschland.",Bruno JONAS,Tilman STEFFEN,Nujeen MUSTAFA,Christine URSPRUCH,Michael TSOKOS,,,,,,,,,,,,,,,,,Q21191270,Q1499182,Q622812,Q43773,Q48989,Q183,Q188
Markus Lanz 05.10.2016,"Markus Lanz, Staffel 9",9,101,915,05.10.2016,074'54,"23:17:11 - 00:32:05 074'54 O-Ton Interview Markus LANZ mit den Studiogästen Andre STERN (Autor, Journalist), Josef KRAUS (Lehrer), Oliver GEISSEN (Moderator), Alida GUNDLACH (Moderatorin) und Angelina KIRSCH (Curvy-Model) zu den den Schwerpunktthemen: Erziehung und Bildung von Kindern ohne Schulunterricht, freiwilliges und emotionales Lernen von Kindern; Helikopter-Eltern; Anforderungen an den Lehrerberuf; das Buch ""Kokostee. Die geheime Insel der Stars."" von Oliver Geissen; Interviews von Alida Gundlach mit Prominenten in der ""NDR Talkshow"", der Verein ""tierwork e.V."" zur Tierrettung von Gundlach; die Arbeit als Curvy Model.",Andre STERN,Josef KRAUS,Oliver GEISSEN,Alida GUNDLACH,Angelina KIRSCH,,,,,,,,,,,,,,,,,Q21191270,Q1499182,Q622812,Q43773,Q48989,Q183,Q188
