ID,Datum,Talkshow,Name_voll_raw,Name,Funktion,Beschreibung,Partei,Summe,Gruppe
markus-lanz_1689-sendung-vom-22-06-2022-1561446,2022-06-22,Markus Lanz,Prof. Dr. Claudia Kemfert,Claudia Kemfert,Gast,Energieökonomin,keine Partei,1,Wissenschaft
markus-lanz_1689-sendung-vom-22-06-2022-1561446,2022-06-22,Markus Lanz,Wolfram Weimer,Wolfram Weimer,Gast,Publizist,keine Partei,1,Medien
markus-lanz_1690-sendung-vom-23-06-2022-1561447,2022-06-23,Markus Lanz,Jessica Berlin,Jessica Berlin,Gast,Strategieberaterin,keine Partei,1,Wissenschaft
markus-lanz_1690-sendung-vom-23-06-2022-1561447,2022-06-23,Markus Lanz,Dietmar Bartsch,Dietmar Bartsch,Gast,Politiker,Linke,1,Politik
markus-lanz_1690-sendung-vom-23-06-2022-1561447,2022-06-23,Markus Lanz,Olivia Kortas,Olivia Kortas,Gast,Journalistin,keine Partei,2,Medien
markus-lanz_1690-sendung-vom-23-06-2022-1561447,2022-06-23,Markus Lanz,Prof. Sönke Neitzel,Sönke Neitzel,Gast,Historiker,keine Partei,2,Wissenschaft
markus-lanz_1691-sendung-vom-28-06-2022-1563724,2022-06-28,Markus Lanz,Karen Pittel,Karen Pittel,Gast,Ökonomin,keine Partei,1,Wissenschaft
markus-lanz_1691-sendung-vom-28-06-2022-1563724,2022-06-28,Markus Lanz,Luisa Neubauer,Luisa Neubauer,Gast,Klimaaktivistin,keine Partei,1,Interessenvertretung
markus-lanz_1691-sendung-vom-28-06-2022-1563724,2022-06-28,Markus Lanz,Yasmine M’Barek,Yasmine M’Barek,Gast,Journalistin,keine Partei,1,Medien
markus-lanz_1691-sendung-vom-28-06-2022-1563724,2022-06-28,Markus Lanz,Dr. Ralf Stegner,Ralf Stegner,Gast,Politiker,SPD,1,Politik
markus-lanz_1692-sendung-vom-29-06-2022-1563725,2022-06-29,Markus Lanz,Gregor Peter Schmitz,Gregor Peter Schmitz,Gast,"Journalist, Der neue „Stern“-Chefredakteur",keine Partei,1,Medien
markus-lanz_1692-sendung-vom-29-06-2022-1563725,2022-06-29,Markus Lanz,Lars Klingbeil,Lars Klingbeil,Gast,"Politiker, Der SPD-Chef",SPD,1,Politik
markus-lanz_1692-sendung-vom-29-06-2022-1563725,2022-06-29,Markus Lanz,Klaus Müller,Klaus Müller,Gast,"Netzagenturchef, Der Präsident der Bundesnetzagentur",keine Partei,1,Interessenvertretung
markus-lanz_1692-sendung-vom-29-06-2022-1563725,2022-06-29,Markus Lanz,Liana Fix,Liana Fix,Gast,Politologin,keine Partei,2,Wissenschaft
markus-lanz_1693-sendung-vom-30-06-2022-1563726,2022-06-30,Markus Lanz,Marina Kormbaki,Marina Kormbaki,Gast,Journalistin,keine Partei,1,Medien
markus-lanz_1693-sendung-vom-30-06-2022-1563726,2022-06-30,Markus Lanz,Gerhart Baum,Gerhart Baum,Gast,Politiker,FDP,1,Politik
markus-lanz_1693-sendung-vom-30-06-2022-1563726,2022-06-30,Markus Lanz,Prof. Karl Schlögel,Karl Schlögel,Gast,Historiker,keine Partei,2,Wissenschaft
markus-lanz_1693-sendung-vom-30-06-2022-1563726,2022-06-30,Markus Lanz,Janine Wissler,Janine Wissler,Gast,Politikerin,Linke,1,Politik
markus-lanz_1695-sendung-vom-06-07-2022-1565763,2022-07-06,Markus Lanz,Robert Habeck,Robert Habeck,Gast,Politiker,Grüne,1,Politik
markus-lanz_1695-sendung-vom-06-07-2022-1565763,2022-07-06,Markus Lanz,Elmar Theveßen,Elmar Theveßen,Gast,Journalist,keine Partei,1,Medien
markus-lanz_1696-sendung-vom-07-07-2022-1565764,2022-07-07,Markus Lanz,Sabine Fischer,Sabine Fischer,Gast,Politologin,keine Partei,2,Wissenschaft
markus-lanz_1696-sendung-vom-07-07-2022-1565764,2022-07-07,Markus Lanz,Roman Pletter,Roman Pletter,Gast,Journalist,keine Partei,1,Medien
markus-lanz_1696-sendung-vom-07-07-2022-1565764,2022-07-07,Markus Lanz,Vassili Golod,Vassili Golod,Gast,Journalist,keine Partei,1,Medien
markus-lanz_1696-sendung-vom-07-07-2022-1565764,2022-07-07,Markus Lanz,Sigmar Gabriel,Sigmar Gabriel,Gast,Politiker,SPD,1,Politik
markus-lanz_1697-sendung-vom-12-07-2022-1567390,2022-07-12,Markus Lanz,Prof. Dr. Richard David Precht,Richard David Precht,Gast,keine,keine Partei,1,Kultur
markus-lanz_1699-sendung-vom-14-07-2022-1567392,2022-07-14,Markus Lanz,Herbert Reul,Herbert Reul,Gast,Politiker,CDU,1,Politik
markus-lanz_1699-sendung-vom-14-07-2022-1567392,2022-07-14,Markus Lanz,Peter Wohlleben,Peter Wohlleben,Gast,Förster,keine Partei,1,Kultur
markus-lanz_1700-sendung-vom-16-08-2022-1574702,2022-08-16,Markus Lanz,Karen Pittel,Karen Pittel,Gast,Ökonomin,keine Partei,1,Wissenschaft
markus-lanz_1700-sendung-vom-16-08-2022-1574702,2022-08-16,Markus Lanz,Klaus Müller,Klaus Müller,Gast,Netzagenturchef,keine Partei,1,Interessenvertretung
markus-lanz_1700-sendung-vom-16-08-2022-1574702,2022-08-16,Markus Lanz,Kerstin Münstermann,Kerstin Münstermann,Gast,Journalistin,keine Partei,1,Medien
markus-lanz_1700-sendung-vom-16-08-2022-1574702,2022-08-16,Markus Lanz,Kevin Kühnert,Kevin Kühnert,Gast,Politiker,SPD,1,Politik
markus-lanz_1701-sendung-vom-17-08-2022-1574703,2022-08-17,Markus Lanz,Marie-Agnes Strack-Zimmermann,Marie-Agnes Strack-Zimmermann,Gast,keine,FDP,1,Politik
markus-lanz_1701-sendung-vom-17-08-2022-1574703,2022-08-17,Markus Lanz,Robin Alexander,Robin Alexander,Gast,keine,keine Partei,1,Medien
markus-lanz_1701-sendung-vom-17-08-2022-1574703,2022-08-17,Markus Lanz,Prof. Dr. Harald Lesch,Harald Lesch,Gast,keine,keine Partei,2,Medien
markus-lanz_1701-sendung-vom-17-08-2022-1574703,2022-08-17,Markus Lanz,Ulf-Jensen Röller,Ulf-Jensen Röller,Gast,keine,keine Partei,1,Medien
markus-lanz_1702-sendung-vom-18-08-2022-1574704,2022-08-18,Markus Lanz,Dr. Reiner Haseloff,Reiner Haseloff,Gast,keine,CDU,1,Politik
markus-lanz_1702-sendung-vom-18-08-2022-1574704,2022-08-18,Markus Lanz,Prof. Sönke Neitzel,Sönke Neitzel,Gast,keine,keine Partei,2,Wissenschaft
markus-lanz_1702-sendung-vom-18-08-2022-1574704,2022-08-18,Markus Lanz,Rüdiger von Fritsch,Rüdiger von Fritsch,Gast,keine,keine Partei,1,Politik
markus-lanz_1702-sendung-vom-18-08-2022-1574704,2022-08-18,Markus Lanz,Anne Hähnig,Anne Hähnig,Gast,keine,keine Partei,1,Medien
markus-lanz_1703-sendung-vom-23-08-2022-1576125,2022-08-23,Markus Lanz,Margarete Klein,Margarete Klein,Gast,Politologin,keine Partei,2,Wissenschaft
markus-lanz_1703-sendung-vom-23-08-2022-1576125,2022-08-23,Markus Lanz,Michael Roth,Michael Roth,Gast,Politiker,SPD,1,Politik
markus-lanz_1703-sendung-vom-23-08-2022-1576125,2022-08-23,Markus Lanz,Mariam Noori,Mariam Noori,Gast,Autorin,keine Partei,1,Kultur
markus-lanz_1703-sendung-vom-23-08-2022-1576125,2022-08-23,Markus Lanz,Gregor Peter Schmitz,Gregor Peter Schmitz,Gast,Journalist,keine Partei,1,Medien
markus-lanz_1704-sendung-vom-24-08-2022-1576126,2022-08-24,Markus Lanz,Michael Kretschmer,Michael Kretschmer,Gast,Politiker,CDU,1,Politik
markus-lanz_1704-sendung-vom-24-08-2022-1576126,2022-08-24,Markus Lanz,Nadine Lindner,Nadine Lindner,Gast,Journalistin,keine Partei,1,Medien
markus-lanz_1704-sendung-vom-24-08-2022-1576126,2022-08-24,Markus Lanz,Katrin Eigendorf,Katrin Eigendorf,Gast,Journalistin,keine Partei,1,Medien
markus-lanz_1704-sendung-vom-24-08-2022-1576126,2022-08-24,Markus Lanz,Prof. Volker Quaschning,Volker Quaschning,Gast,Energieexperte,keine Partei,1,Interessenvertretung
markus-lanz_1705-sendung-vom-25-08-2022-1576127,2022-08-25,Markus Lanz,Ferdinand von Schirach,Ferdinand von Schirach,Gast,Autor,keine Partei,2,Kultur
markus-lanz_1705-sendung-vom-25-08-2022-1576127,2022-08-25,Markus Lanz,Dr. Anton Hofreiter,Anton Hofreiter,Gast,Politiker,Grüne,1,Politik
markus-lanz_1705-sendung-vom-25-08-2022-1576127,2022-08-25,Markus Lanz,Eva Quadbeck,Eva Quadbeck,Gast,Journalistin,keine Partei,1,Medien
markus-lanz_1706-sendung-vom-30-08-2022-1577658,2022-08-30,Markus Lanz,Anja Maier,Anja Maier,Gast,Journalistin,keine Partei,1,Medien
markus-lanz_1706-sendung-vom-30-08-2022-1577658,2022-08-30,Markus Lanz,Alexander Graf Lambsdorff,Alexander Graf Lambsdorff,Gast,Politiker,FDP,1,Politik
markus-lanz_1706-sendung-vom-30-08-2022-1577658,2022-08-30,Markus Lanz,Kathrin Witsch,Kathrin Witsch,Gast,Journalistin,keine Partei,1,Medien
markus-lanz_1706-sendung-vom-30-08-2022-1577658,2022-08-30,Markus Lanz,Prof. Marcel Fratzscher,Marcel Fratzscher,Gast,Ökonom,keine Partei,1,Wissenschaft
markus-lanz_1707-sendung-vom-31-08-2022-1577659,2022-08-31,Markus Lanz,Michael Bröcker,Michael Bröcker,Gast,Journalist,keine Partei,1,Medien
markus-lanz_1707-sendung-vom-31-08-2022-1577659,2022-08-31,Markus Lanz,Hubertus Heil,Hubertus Heil,Gast,Politiker,SPD,1,Politik
markus-lanz_1707-sendung-vom-31-08-2022-1577659,2022-08-31,Markus Lanz,Monika Schnitzer,Monika Schnitzer,Gast,Ökonomin,keine Partei,1,Wissenschaft
markus-lanz_1709-sendung-vom-06-09-2022-1578802,2022-09-06,Markus Lanz,Ranga Yogeshwar,Ranga Yogeshwar,Gast,Journalist,keine Partei,2,Medien
markus-lanz_1709-sendung-vom-06-09-2022-1578802,2022-09-06,Markus Lanz,Boris Palmer,Boris Palmer,Gast,Politiker,Grüne,1,Politik
markus-lanz_1709-sendung-vom-06-09-2022-1578802,2022-09-06,Markus Lanz,Roderich Kiesewetter,Roderich Kiesewetter,Gast,Politiker,CDU,1,Politik
markus-lanz_1709-sendung-vom-06-09-2022-1578802,2022-09-06,Markus Lanz,Alice Bota,Alice Bota,Gast,Journalistin,keine Partei,2,Medien
markus-lanz_1710-sendung-vom-07-09-2022-1578803,2022-09-07,Markus Lanz,Gordon Repinski,Gordon Repinski,Gast,Journalist,keine Partei,1,Medien
markus-lanz_1711-sendung-vom-08-09-2022-1578804,2022-09-08,Markus Lanz,Steffi Lemke,Steffi Lemke,Gast,"B’90/​Grüne, Politikerin",Grüne,1,Politik
markus-lanz_1711-sendung-vom-08-09-2022-1578804,2022-09-08,Markus Lanz,Frank Thelen,Frank Thelen,Gast,Unternehmer,keine Partei,1,Interessenvertretung
markus-lanz_1711-sendung-vom-08-09-2022-1578804,2022-09-08,Markus Lanz,Ulrike Herrmann,Ulrike Herrmann,Gast,Journalistin,keine Partei,1,Medien
markus-lanz_1712-sendung-vom-13-09-2022-1580415,2022-09-13,Markus Lanz,Robin Alexander,Robin Alexander,Gast,Journalist,keine Partei,1,Medien
markus-lanz_1712-sendung-vom-13-09-2022-1580415,2022-09-13,Markus Lanz,Karen Pittel,Karen Pittel,Gast,Ökonomin,keine Partei,1,Wissenschaft
markus-lanz_1712-sendung-vom-13-09-2022-1580415,2022-09-13,Markus Lanz,Friedrich Merz,Friedrich Merz,Gast,Politiker,CDU,1,Politik
markus-lanz_1713-sendung-vom-15-09-2022-1580416,2022-09-15,Markus Lanz,Alexander Graf Lambsdorff,Alexander Graf Lambsdorff,Gast,Politiker,FDP,1,Politik
markus-lanz_1713-sendung-vom-15-09-2022-1580416,2022-09-15,Markus Lanz,Dr. Ralf Stegner,Ralf Stegner,Gast,Politiker,SPD,1,Politik
markus-lanz_1713-sendung-vom-15-09-2022-1580416,2022-09-15,Markus Lanz,Diana Zimmermann,Diana Zimmermann,Gast,Journalistin,keine Partei,1,Medien
markus-lanz_1713-sendung-vom-15-09-2022-1580416,2022-09-15,Markus Lanz,Liana Fix,Liana Fix,Gast,Politologin,keine Partei,2,Wissenschaft
markus-lanz_1714-sendung-vom-20-09-2022-1582451,2022-09-20,Markus Lanz,Sahra Wagenknecht,Sahra Wagenknecht,Gast,Politikerin,Linke,1,Politik
markus-lanz_1714-sendung-vom-20-09-2022-1582451,2022-09-20,Markus Lanz,Kerstin Münstermann,Kerstin Münstermann,Gast,Journalistin,keine Partei,1,Medien
markus-lanz_1715-sendung-vom-21-09-2022-1582452,2022-09-21,Markus Lanz,Claudia Major,Claudia Major,Gast,Sicherheitsexpertin,keine Partei,1,Wissenschaft
markus-lanz_1715-sendung-vom-21-09-2022-1582452,2022-09-21,Markus Lanz,Annalena Baerbock,Annalena Baerbock,Gast,BMin des Außwärtigen,Grüne,1,Politik
markus-lanz_1715-sendung-vom-21-09-2022-1582452,2022-09-21,Markus Lanz,Gerald Knaus,Gerald Knaus,Gast,Soziologe,keine Partei,1,Wissenschaft
markus-lanz_1715-sendung-vom-21-09-2022-1582452,2022-09-21,Markus Lanz,Eva Quadbeck,Eva Quadbeck,Gast,Journalistin,keine Partei,1,Medien
markus-lanz_1716-sendung-vom-22-09-2022-1582453,2022-09-22,Markus Lanz,Stephan Grünewald,Stephan Grünewald,Gast,Psychologe,keine Partei,1,Wissenschaft
markus-lanz_1716-sendung-vom-22-09-2022-1582453,2022-09-22,Markus Lanz,Franziska Giffey,Franziska Giffey,Gast,Politikerin,SPD,1,Politik
markus-lanz_1716-sendung-vom-22-09-2022-1582453,2022-09-22,Markus Lanz,Dr. Hajo Schumacher,Hajo Schumacher,Gast,Publizist,keine Partei,1,Medien
markus-lanz_1717-sendung-vom-27-09-2022-1584119,2022-09-27,Markus Lanz,Andreas Postel,Andreas Postel,Gast,Journalist,keine Partei,1,Medien
markus-lanz_1717-sendung-vom-27-09-2022-1584119,2022-09-27,Markus Lanz,Marie-Agnes Strack-Zimmermann,Marie-Agnes Strack-Zimmermann,Gast,Politikerin,FDP,1,Politik
markus-lanz_1717-sendung-vom-27-09-2022-1584119,2022-09-27,Markus Lanz,Natalie Amiri,Natalie Amiri,Gast,Journalistin,keine Partei,1,Medien
markus-lanz_1717-sendung-vom-27-09-2022-1584119,2022-09-27,Markus Lanz,Reinhold Messner,Reinhold Messner,Gast,Bergsteiger,keine Partei,1,Kultur
markus-lanz_1718-sendung-vom-28-09-2022-1584120,2022-09-28,Markus Lanz,Carla Reemtsma,Carla Reemtsma,Gast,Klimaaktivistin,keine Partei,1,Interessenvertretung
markus-lanz_1718-sendung-vom-28-09-2022-1584120,2022-09-28,Markus Lanz,Roman Pletter,Roman Pletter,Gast,Journalist,keine Partei,1,Medien
markus-lanz_1718-sendung-vom-28-09-2022-1584120,2022-09-28,Markus Lanz,Jessica Rosenthal,Jessica Rosenthal,Gast,Politikerin,SPD,1,Politik
markus-lanz_1718-sendung-vom-28-09-2022-1584120,2022-09-28,Markus Lanz,Jens Spahn,Jens Spahn,Gast,Politiker,CDU,1,Politik
markus-lanz_1719-sendung-vom-29-09-2022-1584121,2022-09-29,Markus Lanz,Prof. Dr. Richard David Precht,Richard David Precht,Gast,Philosoph,keine Partei,1,Kultur
markus-lanz_1719-sendung-vom-29-09-2022-1584121,2022-09-29,Markus Lanz,Prof. Harald Welzer,Harald Welzer,Gast,Sozialpsychologe,keine Partei,2,Wissenschaft
markus-lanz_1719-sendung-vom-29-09-2022-1584121,2022-09-29,Markus Lanz,Robin Alexander,Robin Alexander,Gast,Journalist,keine Partei,1,Medien
markus-lanz_1719-sendung-vom-29-09-2022-1584121,2022-09-29,Markus Lanz,Dr. Melanie Amann,Melanie Amann,Gast,Journalistin,keine Partei,1,Medien
markus-lanz_1720-sendung-vom-04-10-2022-1585704,2022-10-04,Markus Lanz,Dmitry Glukhovsky,Dmitry Glukhovsky,Gast,Schriftsteller,keine Partei,1,Kultur
markus-lanz_1720-sendung-vom-04-10-2022-1585704,2022-10-04,Markus Lanz,Christian Mölling,Christian Mölling,Gast,Sicherheitsexperte,keine Partei,1,Interessenvertretung
markus-lanz_1720-sendung-vom-04-10-2022-1585704,2022-10-04,Markus Lanz,Claudia Kade,Claudia Kade,Gast,Journalistin,keine Partei,1,Medien
markus-lanz_1720-sendung-vom-04-10-2022-1585704,2022-10-04,Markus Lanz,Kevin Kühnert,Kevin Kühnert,Gast,Politiker,SPD,1,Politik
markus-lanz_1721-sendung-vom-05-10-2022-1585705,2022-10-05,Markus Lanz,Peter Fischer,Peter Fischer,Gast,Sportfunktionär,keine Partei,1,Interessenvertretung
markus-lanz_1723-sendung-vom-11-10-2022-1589445,2022-10-11,Markus Lanz,Isabella M. Weber,Isabella Weber,Gast,Ökonomin,keine Partei,1,Wissenschaft
markus-lanz_1723-sendung-vom-11-10-2022-1589445,2022-10-11,Markus Lanz,Katrin Eigendorf,Katrin Eigendorf,Gast,Journalistin,keine Partei,1,Medien
markus-lanz_1723-sendung-vom-11-10-2022-1589445,2022-10-11,Markus Lanz,Carsten Linnemann,Carsten Linnemann,Gast,Politiker,CDU,1,Politik
markus-lanz_1723-sendung-vom-11-10-2022-1589445,2022-10-11,Markus Lanz,Julia Löhr,Julia Löhr,Gast,Journalistin,keine Partei,1,Medien
markus-lanz_1724-sendung-vom-12-10-2022-1589446,2022-10-12,Markus Lanz,Serap Güler,Serap Güler,Gast,Politikerin,CDU,1,Politik
markus-lanz_1724-sendung-vom-12-10-2022-1589446,2022-10-12,Markus Lanz,Stephan Weil,Stephan Weil,Gast,Politiker,SPD,1,Politik
markus-lanz_1725-sendung-vom-13-10-2022-1589447,2022-10-13,Markus Lanz,Christian Dürr,Christian Dürr,Gast,Politiker,FDP,1,Politik
markus-lanz_1725-sendung-vom-13-10-2022-1589447,2022-10-13,Markus Lanz,Hannah Bethke,Hannah Bethke,Gast,Journalistin,keine Partei,1,Medien
markus-lanz_1725-sendung-vom-13-10-2022-1589447,2022-10-13,Markus Lanz,Golineh Atai,Golineh Atai,Gast,Nahost-Expertin,keine Partei,2,Medien
markus-lanz_1725-sendung-vom-13-10-2022-1589447,2022-10-13,Markus Lanz,Lars Klingbeil,Lars Klingbeil,Gast,Politiker,SPD,1,Politik
markus-lanz_1726-sendung-vom-18-10-2022-1589448,2022-10-18,Markus Lanz,Matthias Quent,Matthias Quent,Gast,Soziologe,keine Partei,1,Wissenschaft
markus-lanz_1726-sendung-vom-18-10-2022-1589448,2022-10-18,Markus Lanz,Luisa Neubauer,Luisa Neubauer,Gast,Klimaaktivistin,keine Partei,1,Interessenvertretung
markus-lanz_1726-sendung-vom-18-10-2022-1589448,2022-10-18,Markus Lanz,Thomas de Maizière,Thomas de Maizière,Gast,Politiker,CDU,1,Politik
markus-lanz_1727-sendung-vom-19-10-2022-1589449,2022-10-19,Markus Lanz,Lena Cassel,Lena Cassel,Gast,Sportjournalistin,keine Partei,2,Medien
markus-lanz_1727-sendung-vom-19-10-2022-1589449,2022-10-19,Markus Lanz,Andreas Rettig,Andreas Rettig,Gast,Fußballfunktionär,keine Partei,1,Interessenvertretung
markus-lanz_1727-sendung-vom-19-10-2022-1589449,2022-10-19,Markus Lanz,Marcel Reif,Marcel Reif,Gast,Fußballkommentator,keine Partei,1,Medien
markus-lanz_1727-sendung-vom-19-10-2022-1589449,2022-10-19,Markus Lanz,Sebastian Sons,Sebastian Sons,Gast,Islamwissenschaftler,keine Partei,1,Wissenschaft
markus-lanz_1728-sendung-vom-20-10-2022-1589450,2022-10-20,Markus Lanz,Dr. Theo Waigel,Theo Waigel,Gast,Politiker,CSU,1,Politik
markus-lanz_1729-sendung-vom-25-10-2022-1590885,2022-10-25,Markus Lanz,Prof. Sönke Neitzel,Sönke Neitzel,Gast,Militärexperte,keine Partei,2,Wissenschaft
markus-lanz_1729-sendung-vom-25-10-2022-1590885,2022-10-25,Markus Lanz,Frederik Pleitgen,Frederik Pleitgen,Gast,Kriegsreporter,keine Partei,1,Medien
markus-lanz_1729-sendung-vom-25-10-2022-1590885,2022-10-25,Markus Lanz,Julia Löhr,Julia Löhr,Gast,Journalistin,keine Partei,1,Medien
markus-lanz_1729-sendung-vom-25-10-2022-1590885,2022-10-25,Markus Lanz,Kevin Kühnert,Kevin Kühnert,Gast,Politiker,SPD,1,Politik
markus-lanz_1730-sendung-vom-01-11-2022-1592633,2022-11-01,Markus Lanz,Elmar Theveßen,Elmar Theveßen,Gast,Journalist,keine Partei,1,Medien
markus-lanz_1730-sendung-vom-01-11-2022-1592633,2022-11-01,Markus Lanz,Kerstin Münstermann,Kerstin Münstermann,Gast,Journalistin,keine Partei,1,Medien
markus-lanz_1730-sendung-vom-01-11-2022-1592633,2022-11-01,Markus Lanz,Prof. Dr. Karl Lauterbach,Karl Lauterbach,Gast,Politiker,SPD,1,Politik
markus-lanz_1730-sendung-vom-01-11-2022-1592633,2022-11-01,Markus Lanz,Miriam Steimer,Miriam Steimer,Gast,Journalistin,keine Partei,1,Medien
markus-lanz_1731-sendung-vom-02-11-2022-1592634,2022-11-02,Markus Lanz,Peter Brandt,Peter Brandt,Gast,Historiker,keine Partei,1,Wissenschaft
markus-lanz_1731-sendung-vom-02-11-2022-1592634,2022-11-02,Markus Lanz,Gerhart Baum,Gerhart Baum,Gast,Politiker,FDP,1,Politik
markus-lanz_1732-sendung-vom-03-11-2022-1592635,2022-11-03,Markus Lanz,Helene Bubrowski,Helene Bubrowski,Gast,Journalistin,keine Partei,1,Medien
markus-lanz_1732-sendung-vom-03-11-2022-1592635,2022-11-03,Markus Lanz,Christian Mölling,Christian Mölling,Gast,Sicherheitsexperte,keine Partei,1,Interessenvertretung
markus-lanz_1732-sendung-vom-03-11-2022-1592635,2022-11-03,Markus Lanz,Dietmar Bartsch,Dietmar Bartsch,Gast,Politiker,Linke,1,Politik
markus-lanz_1732-sendung-vom-03-11-2022-1592635,2022-11-03,Markus Lanz,Vincent Stamer,Vincent Stamer,Gast,Ökonom,keine Partei,1,Wissenschaft
markus-lanz_1733-sendung-vom-08-11-2022-1594771,2022-11-08,Markus Lanz,Jochen Breyer,Jochen Breyer,Gast,ZDF-Sportexperte,keine Partei,1,Medien
markus-lanz_1733-sendung-vom-08-11-2022-1594771,2022-11-08,Markus Lanz,Marie-Agnes Strack-Zimmermann,Marie-Agnes Strack-Zimmermann,Gast,Politikerin,FDP,1,Politik
markus-lanz_1733-sendung-vom-08-11-2022-1594771,2022-11-08,Markus Lanz,Mark Schieritz,Mark Schieritz,Gast,Journalist,keine Partei,1,Medien
markus-lanz_1734-sendung-vom-09-11-2022-1594772,2022-11-09,Markus Lanz,Carla Rochel,Carla Rochel,Gast,Klimaaktivistin,keine Partei,1,Interessenvertretung
markus-lanz_1734-sendung-vom-09-11-2022-1594772,2022-11-09,Markus Lanz,Eva Quadbeck,Eva Quadbeck,Gast,Journalistin,keine Partei,1,Medien
markus-lanz_1734-sendung-vom-09-11-2022-1594772,2022-11-09,Markus Lanz,Jürgen Trittin,Jürgen Trittin,Gast,Politiker,Grüne,1,Politik
markus-lanz_1734-sendung-vom-09-11-2022-1594772,2022-11-09,Markus Lanz,Elmar Theveßen,Elmar Theveßen,Gast,Journalist,keine Partei,1,Medien
markus-lanz_1735-sendung-vom-10-11-2022-1594773,2022-11-10,Markus Lanz,Herbert Diess,Herbert Diess,Gast,Ex-VW-Chef,keine Partei,1,Interessenvertretung
markus-lanz_1735-sendung-vom-10-11-2022-1594773,2022-11-10,Markus Lanz,Boris Palmer,Boris Palmer,Gast,Politiker,Grüne,1,Politik
markus-lanz_1735-sendung-vom-10-11-2022-1594773,2022-11-10,Markus Lanz,Roman Pletter,Roman Pletter,Gast,Journalist,keine Partei,1,Medien
markus-lanz_1735-sendung-vom-10-11-2022-1594773,2022-11-10,Markus Lanz,Maja Göpel,Maja Göpel,Gast,Transformationsforscherin,keine Partei,2,Wissenschaft
markus-lanz_1736-sendung-vom-15-11-2022-1597251,2022-11-15,Markus Lanz,Gilda Sahebi,Gilda Sahebi,Gast,Iran-Expertin,keine Partei,3,Medien
markus-lanz_1736-sendung-vom-15-11-2022-1597251,2022-11-15,Markus Lanz,Michael Bröcker,Michael Bröcker,Gast,Journalist,keine Partei,1,Medien
markus-lanz_1736-sendung-vom-15-11-2022-1597251,2022-11-15,Markus Lanz,Andreas Bovenschulte,Andreas Bovenschulte,Gast,Politiker,SPD,1,Politik
markus-lanz_1737-sendung-vom-16-11-2022-1597252,2022-11-16,Markus Lanz,Sascha Lobo,Sascha Lobo,Gast,Journalist,keine Partei,2,Medien
markus-lanz_1737-sendung-vom-16-11-2022-1597252,2022-11-16,Markus Lanz,Bettina Stark-Watzinger,Bettina Stark-Watzinger,Gast,Politikerin,FDP,1,Politik
markus-lanz_1737-sendung-vom-16-11-2022-1597252,2022-11-16,Markus Lanz,Aladin El-Mafaalani,Aladin El-Mafaalani,Gast,Soziologe,keine Partei,1,Wissenschaft
markus-lanz_1737-sendung-vom-16-11-2022-1597252,2022-11-16,Markus Lanz,Philippa Sigl-Glöckner,Philippa Sigl-Glöckner,Gast,Ökonomin,keine Partei,1,Wissenschaft
markus-lanz_1738-sendung-vom-17-11-2022-1597253,2022-11-17,Markus Lanz,Dr. Markus Söder,Markus Söder,Gast,Politiker,CSU,1,Politik
markus-lanz_1738-sendung-vom-17-11-2022-1597253,2022-11-17,Markus Lanz,Cordula Tutt,Cordula Tutt,Gast,Journalistin,keine Partei,1,Medien
markus-lanz_1738-sendung-vom-17-11-2022-1597253,2022-11-17,Markus Lanz,Christian Mölling,Christian Mölling,Gast,Sicherheitsexperte,keine Partei,1,Interessenvertretung
markus-lanz_1738-sendung-vom-17-11-2022-1597253,2022-11-17,Markus Lanz,Mariam Lau,Mariam Lau,Gast,Journalistin,keine Partei,1,Medien
markus-lanz_1739-sendung-vom-22-11-2022-1598828,2022-11-22,Markus Lanz,Thomas Kistner,Thomas Kistner,Gast,Sportjournalist,keine Partei,1,Medien
markus-lanz_1739-sendung-vom-22-11-2022-1598828,2022-11-22,Markus Lanz,Robert Habeck,Robert Habeck,Gast,Politiker,Grüne,1,Politik
markus-lanz_1739-sendung-vom-22-11-2022-1598828,2022-11-22,Markus Lanz,Golineh Atai,Golineh Atai,Gast,Nahost-Expertin,keine Partei,2,Medien
markus-lanz_1740-sendung-vom-23-11-2022-1598829,2022-11-23,Markus Lanz,Golineh Atai,Golineh Atai,Gast,Nahost-Expertin,keine Partei,2,Medien
markus-lanz_1740-sendung-vom-23-11-2022-1598829,2022-11-23,Markus Lanz,Norbert Röttgen,Norbert Röttgen,Gast,Politiker,CDU,1,Politik
markus-lanz_1741-sendung-vom-24-11-2022-1598830,2022-11-24,Markus Lanz,Ronny Blaschke,Ronny Blaschke,Gast,Sportjournalist,keine Partei,1,Medien
markus-lanz_1741-sendung-vom-24-11-2022-1598830,2022-11-24,Markus Lanz,Petra Pinzler,Petra Pinzler,Gast,Journalistin,keine Partei,1,Medien
markus-lanz_1741-sendung-vom-24-11-2022-1598830,2022-11-24,Markus Lanz,Hans-Joachim Kümpel,Hans-Joachim Kümpel,Gast,Geophysiker,keine Partei,1,Wissenschaft
markus-lanz_1741-sendung-vom-24-11-2022-1598830,2022-11-24,Markus Lanz,Stephan Weiland,Stephan Weiland,Gast,Politiker,SPD,1,Politik
markus-lanz_1742-sendung-vom-29-11-2022-1599503,2022-11-29,Markus Lanz,Gerald Knaus,Gerald Knaus,Gast,Soziologe,keine Partei,1,Wissenschaft
