ID,Datum,Talkshow,Name_voll_raw,Name,Funktion,Beschreibung,Partei,Summe,Gruppe
anne-will_458-corona-infektionen-erreichen-hoechstwerte-hat-deutschland-noch-die-richtige-strategie-1425661,2020-10-25,Anne Will,Armin Laschet,Armin Laschet,Gast,"CDU, Ministerpräsident von Nordrhein-Westfalen",CDU,1,Politik
anne-will_458-corona-infektionen-erreichen-hoechstwerte-hat-deutschland-noch-die-richtige-strategie-1425661,2020-10-25,Anne Will,Michael Müller,Michael Müller,Gast,"SPD ,Regierender Bürgermeister von Berlin",SPD,1,Politik
anne-will_458-corona-infektionen-erreichen-hoechstwerte-hat-deutschland-noch-die-richtige-strategie-1425661,2020-10-25,Anne Will,Prof. Helga Rübsamen-Schaeff,Helga Rübsamen-Schaeff,Gast,"Virologin, Gründungs-Geschäftsführerin des Wuppertaler Biotechnologieunternehmens AiCuris",keine Partei,1,Wissenschaft
anne-will_458-corona-infektionen-erreichen-hoechstwerte-hat-deutschland-noch-die-richtige-strategie-1425661,2020-10-25,Anne Will,Gerhart Baum,Gerhart Baum,Gast,"FDP, Bundesinnenminister a.D.",FDP,1,Politik
anne-will_459-vier-harte-wochen-wie-nachhaltig-wirken-die-anti-corona-massnahmen-1415834,2020-11-01,Anne Will,Till Brönner,Till Brönner,Gast,Jazz-Musiker und Fotograf,keine Partei,1,Kultur
anne-will_459-vier-harte-wochen-wie-nachhaltig-wirken-die-anti-corona-massnahmen-1415834,2020-11-01,Anne Will,Dr. Markus Söder,Markus Söder,Gast,"Parteivorsitzender und Ministerpräsident von Bayern, CSU",CSU,1,Politik
anne-will_459-vier-harte-wochen-wie-nachhaltig-wirken-die-anti-corona-massnahmen-1415834,2020-11-01,Anne Will,Helge Braun,Helge Braun,Gast,"Chef des Bundeskanzleramts und Bundesminister für besondere Aufgaben, CDU",CDU,1,Politik
anne-will_459-vier-harte-wochen-wie-nachhaltig-wirken-die-anti-corona-massnahmen-1415834,2020-11-01,Anne Will,Dr. Viola Priesemann,Viola Priesemann,Gast,Forschungsgruppenleiterin am Max-Planck-Institut für Dynamik und Selbstorganisation,keine Partei,1,Wissenschaft
anne-will_459-vier-harte-wochen-wie-nachhaltig-wirken-die-anti-corona-massnahmen-1415834,2020-11-01,Anne Will,Stefan Willich,Stefan Willich,Gast,"Direktor des Instituts für Sozialmedizin, Epidemiologie und Gesundheitsökonomie an der Charité – Universitätsmedizin Berlin",keine Partei,1,Wissenschaft
anne-will_459-vier-harte-wochen-wie-nachhaltig-wirken-die-anti-corona-massnahmen-1415834,2020-11-01,Anne Will,Sabine Leutheusser-Schnarrenberger,Sabine Leutheusser-Schnarrenberger,Gast,"Richterin am Bayerischen Verfassungsgerichtshof und Bundesjustizministerin a.D., FDP",FDP,1,Politik
anne-will_460-machtwechsel-im-weissen-haus-koennen-biden-und-harris-die-usa-wieder-vereinigen-1417146,2020-11-08,Anne Will,Armin Laschet,Armin Laschet,Gast,"CDU, Ministerpräsident von Nordrhein-Westfalen",CDU,1,Politik
anne-will_460-machtwechsel-im-weissen-haus-koennen-biden-und-harris-die-usa-wieder-vereinigen-1417146,2020-11-08,Anne Will,Al Sharpton,Al Sharpton,Gast,US-Bürgerrechtler und Pastor,keine Partei,1,Interessenvertretung
anne-will_460-machtwechsel-im-weissen-haus-koennen-biden-und-harris-die-usa-wieder-vereinigen-1417146,2020-11-08,Anne Will,Peter Rough,Peter Rough,Gast,US-Politikberater am Hudson Institute Washington D.C. und Mitglied der Republikanischen Partei,keine Partei,1,Interessenvertretung
anne-will_460-machtwechsel-im-weissen-haus-koennen-biden-und-harris-die-usa-wieder-vereinigen-1417146,2020-11-08,Anne Will,Prof. Dr. Hedwig Richter,Hedwig Richter,Gast,Professorin für Neuere und Neueste Geschichte an der Universität der Bundeswehr München,keine Partei,1,Wissenschaft
anne-will_460-machtwechsel-im-weissen-haus-koennen-biden-und-harris-die-usa-wieder-vereinigen-1417146,2020-11-08,Anne Will,Klaus Brinkbäumer,Klaus Brinkbäumer,Gast,"Journalist, Buchautor und ehemaliger US-Korrespondent",keine Partei,2,Medien
anne-will_460-machtwechsel-im-weissen-haus-koennen-biden-und-harris-die-usa-wieder-vereinigen-1417146,2020-11-08,Anne Will,Lora Anne Viola,Lora Anne Viola,Gast,US-Professorin am John-F.-Kennedy-Institut für Nordamerikastudien an der Freien Universität Berlin,keine Partei,1,Wissenschaft
anne-will_460-machtwechsel-im-weissen-haus-koennen-biden-und-harris-die-usa-wieder-vereinigen-1417146,2020-11-08,Anne Will,Heiko Maas,Heiko Maas,Gast,"SPD, Bundesaußenminister",SPD,1,Politik
anne-will_461-zum-auftakt-der-ard-themenwoche-wie-wollen-wir-leben-1418664,2020-11-15,Anne Will,Friedrich Merz,Friedrich Merz,Gast,"CDU, Kandidat für den Parteivorsitz",CDU,1,Politik
anne-will_461-zum-auftakt-der-ard-themenwoche-wie-wollen-wir-leben-1418664,2020-11-15,Anne Will,Annalena Baerbock,Annalena Baerbock,Gast,"Bündnis 90/​Die Grünen, Parteivorsitzende",Grüne,1,Politik
anne-will_461-zum-auftakt-der-ard-themenwoche-wie-wollen-wir-leben-1418664,2020-11-15,Anne Will,Olaf Scholz,Olaf Scholz,Gast,"SPD, Vizekanzler und Bundesminister der Finanzen",SPD,1,Politik
anne-will_462-zwischen-lockern-und-verschaerfen-wie-sinnvoll-ist-deutschlands-corona-strategie-noch-1423042,2020-11-29,Anne Will,Vanessa Vu,Vanessa Vu,Gast,Redakteurin bei ZEIT ONLINE,keine Partei,1,Medien
anne-will_462-zwischen-lockern-und-verschaerfen-wie-sinnvoll-ist-deutschlands-corona-strategie-noch-1423042,2020-11-29,Anne Will,Dr. Viola Priesemann,Viola Priesemann,Gast,"Forschungsgruppenleiterin am Max-Planck-Institut für Dynamik und Selbstorganisation, MPIDS",keine Partei,1,Wissenschaft
anne-will_462-zwischen-lockern-und-verschaerfen-wie-sinnvoll-ist-deutschlands-corona-strategie-noch-1423042,2020-11-29,Anne Will,Christian Lindner,Christian Lindner,Gast,"FDP, Parteivorsitzender und Fraktionsvorsitzender im Bundestag",FDP,1,Politik
anne-will_462-zwischen-lockern-und-verschaerfen-wie-sinnvoll-ist-deutschlands-corona-strategie-noch-1423042,2020-11-29,Anne Will,Michael Müller,Michael Müller,Gast,"SPD, Regierender Bürgermeister von Berlin",SPD,1,Politik
anne-will_462-zwischen-lockern-und-verschaerfen-wie-sinnvoll-ist-deutschlands-corona-strategie-noch-1423042,2020-11-29,Anne Will,Dr. Markus Söder,Markus Söder,Gast,"CSU, Bayerischer Ministerpräsident und Parteivorsitzender",CSU,1,Politik
anne-will_463-countdown-im-weissen-haus-trump-geht-was-wird-1425955,2020-12-06,Anne Will,Peter Rough,Peter Rough,Gast,"US-Politikberater am Hudson Institute, Washington D.C. und Mitglied der Republikanischen Partei",keine Partei,1,Interessenvertretung
anne-will_463-countdown-im-weissen-haus-trump-geht-was-wird-1425955,2020-12-06,Anne Will,Sigmar Gabriel,Sigmar Gabriel,Gast,"SPD, ehemaliger Vizekanzler, Außen- und Wirtschaftsminister a.D.",SPD,1,Politik
anne-will_463-countdown-im-weissen-haus-trump-geht-was-wird-1425955,2020-12-06,Anne Will,Norbert Röttgen,Norbert Röttgen,Gast,"CDU, Vorsitzender des Auswärtigen Ausschusses des Bundestages",CDU,1,Politik
anne-will_463-countdown-im-weissen-haus-trump-geht-was-wird-1425955,2020-12-06,Anne Will,Samira El Ouassil,Samira El Ouassil,Gast,Kolumnistin und Autorin,keine Partei,1,Medien
anne-will_463-countdown-im-weissen-haus-trump-geht-was-wird-1425955,2020-12-06,Anne Will,Angelika Kausche,Angelika Kausche,Gast,Abgeordnete der Demokratischen Partei im Repräsentantenhaus in Georgia,keine Partei,1,Politik
anne-will_464-lockdown-vor-weihnachten-schafft-deutschland-so-die-pandemie-wende-1428026,2020-12-13,Anne Will,Kristina Dunz,Kristina Dunz,Gast,"stellvertretende Leiterin im Parlamentsbüro, „Rheinische Post“",keine Partei,1,Medien
anne-will_464-lockdown-vor-weihnachten-schafft-deutschland-so-die-pandemie-wende-1428026,2020-12-13,Anne Will,Julian Nida-Rümelin,Julian Nida-Rümelin,Gast,Professor für Philosophie und Staatsminister a.D.,SPD,2,Wissenschaft
anne-will_464-lockdown-vor-weihnachten-schafft-deutschland-so-die-pandemie-wende-1428026,2020-12-13,Anne Will,Prof. Dr. Uwe Janssens,Uwe Janssens,Gast,"Präsident der Deutschen Interdisziplinären Vereinigung für Intensiv- und Notfallmedizin e.V., DIVI",keine Partei,1,Wissenschaft
anne-will_464-lockdown-vor-weihnachten-schafft-deutschland-so-die-pandemie-wende-1428026,2020-12-13,Anne Will,Manuela Schwesig,Manuela Schwesig,Gast,"SPD, Ministerpräsidentin von Mecklenburg-Vorpommern",SPD,1,Politik
anne-will_464-lockdown-vor-weihnachten-schafft-deutschland-so-die-pandemie-wende-1428026,2020-12-13,Anne Will,Armin Laschet,Armin Laschet,Gast,"CDU, Ministerpräsident von Nordrhein-Westfalen",CDU,1,Politik
anne-will_465-wenig-impfstoff-hoch-ansteckende-virus-mutationen-muehsamer-start-ins-neue-jahr-1444542,2021-01-10,Anne Will,Dr. Reiner Haseloff,Reiner Haseloff,Gast,"CDU, Ministerpräsident von Sachsen-Anhalt",CDU,1,Politik
anne-will_465-wenig-impfstoff-hoch-ansteckende-virus-mutationen-muehsamer-start-ins-neue-jahr-1444542,2021-01-10,Anne Will,Dr. Frank Ulrich Montgomery,Frank Ulrich Montgomery,Gast,Vorstandsvorsitzender des Weltärztebundes,keine Partei,3,Wissenschaft
anne-will_465-wenig-impfstoff-hoch-ansteckende-virus-mutationen-muehsamer-start-ins-neue-jahr-1444542,2021-01-10,Anne Will,Martin Knobbe,Martin Knobbe,Gast,Leiter des „Spiegel“-Hauptstadtbüros,keine Partei,1,Medien
anne-will_465-wenig-impfstoff-hoch-ansteckende-virus-mutationen-muehsamer-start-ins-neue-jahr-1444542,2021-01-10,Anne Will,Manuela Schwesig,Manuela Schwesig,Gast,"SPD, Ministerpräsidentin von Mecklenburg-Vorpommern",SPD,1,Politik
anne-will_465-wenig-impfstoff-hoch-ansteckende-virus-mutationen-muehsamer-start-ins-neue-jahr-1444542,2021-01-10,Anne Will,Prof. Dr. Melanie Brinkmann,Melanie Brinkmann,Gast,Professorin für Virologie am Institut für Genetik an der Technischen Universität in Braunschweig,keine Partei,1,Wissenschaft
anne-will_466-fuehrung-in-krisenzeiten-welche-politik-braucht-deutschland-jetzt-1436476,2021-01-17,Anne Will,Robert Habeck,Robert Habeck,Gast,"Bündnis 90/​Die Grünen, Parteivorsitzender",Grüne,1,Politik
anne-will_466-fuehrung-in-krisenzeiten-welche-politik-braucht-deutschland-jetzt-1436476,2021-01-17,Anne Will,Christian Lindner,Christian Lindner,Gast,"FDP, Parteivorsitzender und Fraktionsvorsitzender im Deutschen Bundestag",FDP,1,Politik
anne-will_466-fuehrung-in-krisenzeiten-welche-politik-braucht-deutschland-jetzt-1436476,2021-01-17,Anne Will,Volker Bouffier,Volker Bouffier,Gast,"CDU, Ministerpräsident von Hessen",CDU,1,Politik
anne-will_466-fuehrung-in-krisenzeiten-welche-politik-braucht-deutschland-jetzt-1436476,2021-01-17,Anne Will,Dr. Markus Söder,Markus Söder,Gast,"CSU, Ministerpräsident von Bayern und Parteivorsitzender",CSU,1,Politik
anne-will_466-fuehrung-in-krisenzeiten-welche-politik-braucht-deutschland-jetzt-1436476,2021-01-17,Anne Will,Saskia Esken,Saskia Esken,Gast,"SPD, Parteivorsitzende",SPD,1,Politik
anne-will_467-gefahr-durch-neue-corona-mutanten-wie-viel-zumutung-braucht-es-jetzt-1438163,2021-01-24,Anne Will,Malu Dreyer,Malu Dreyer,Gast,keine,SPD,1,Politik
anne-will_467-gefahr-durch-neue-corona-mutanten-wie-viel-zumutung-braucht-es-jetzt-1438163,2021-01-24,Anne Will,Helge Braun,Helge Braun,Gast,keine,CDU,1,Politik
anne-will_467-gefahr-durch-neue-corona-mutanten-wie-viel-zumutung-braucht-es-jetzt-1438163,2021-01-24,Anne Will,Michael Hüther,Michael Hüther,Gast,keine,keine Partei,1,Wissenschaft
anne-will_467-gefahr-durch-neue-corona-mutanten-wie-viel-zumutung-braucht-es-jetzt-1438163,2021-01-24,Anne Will,Prof. Dr. Uwe Janssens,Uwe Janssens,Gast,keine,keine Partei,1,Wissenschaft
anne-will_467-gefahr-durch-neue-corona-mutanten-wie-viel-zumutung-braucht-es-jetzt-1438163,2021-01-24,Anne Will,Vanessa Vu,Vanessa Vu,Gast,keine,keine Partei,1,Medien
anne-will_468-ein-jahr-corona-pandemie-zeit-fuer-neue-perspektiven-1439974,2021-01-31,Anne Will,Peter Altmaier,Peter Altmaier,Gast,keine,CDU,1,Politik
anne-will_468-ein-jahr-corona-pandemie-zeit-fuer-neue-perspektiven-1439974,2021-01-31,Anne Will,Stephan Weil,Stephan Weil,Gast,keine,SPD,1,Politik
anne-will_468-ein-jahr-corona-pandemie-zeit-fuer-neue-perspektiven-1439974,2021-01-31,Anne Will,Prof. Clemens Fuest,Clemens Fuest,Gast,keine,keine Partei,1,Wissenschaft
anne-will_469-schwindendes-vertrauen-ins-corona-krisenmanagement-was-muss-jetzt-passieren-1440890,2021-02-07,Anne Will,Sahra Wagenknecht,Sahra Wagenknecht,Gast,keine,Linke,1,Politik
anne-will_469-schwindendes-vertrauen-ins-corona-krisenmanagement-was-muss-jetzt-passieren-1440890,2021-02-07,Anne Will,Ralph Brinkhaus,Ralph Brinkhaus,Gast,keine,CDU,1,Politik
anne-will_469-schwindendes-vertrauen-ins-corona-krisenmanagement-was-muss-jetzt-passieren-1440890,2021-02-07,Anne Will,Georg Mascolo,Georg Mascolo,Gast,keine,keine Partei,1,Medien
anne-will_469-schwindendes-vertrauen-ins-corona-krisenmanagement-was-muss-jetzt-passieren-1440890,2021-02-07,Anne Will,Cornelia Betsch,Cornelia Betsch,Gast,keine,keine Partei,1,Wissenschaft
anne-will_469-schwindendes-vertrauen-ins-corona-krisenmanagement-was-muss-jetzt-passieren-1440890,2021-02-07,Anne Will,Jens Spahn,Jens Spahn,Gast,keine,CDU,1,Politik
anne-will_469-schwindendes-vertrauen-ins-corona-krisenmanagement-was-muss-jetzt-passieren-1440890,2021-02-07,Anne Will,Manuela Schwesig,Manuela Schwesig,Gast,keine,SPD,1,Politik
anne-will_470-lockdown-statt-perspektivplan-ist-die-deutsche-pandemiepolitik-wirklich-alternativlos-1443799,2021-02-14,Anne Will,Dr. Melanie Amann,Melanie Amann,Gast,keine,keine Partei,1,Medien
anne-will_470-lockdown-statt-perspektivplan-ist-die-deutsche-pandemiepolitik-wirklich-alternativlos-1443799,2021-02-14,Anne Will,Christian Lindner,Christian Lindner,Gast,keine,FDP,1,Politik
anne-will_470-lockdown-statt-perspektivplan-ist-die-deutsche-pandemiepolitik-wirklich-alternativlos-1443799,2021-02-14,Anne Will,Annalena Baerbock,Annalena Baerbock,Gast,keine,Grüne,1,Politik
anne-will_470-lockdown-statt-perspektivplan-ist-die-deutsche-pandemiepolitik-wirklich-alternativlos-1443799,2021-02-14,Anne Will,Dr. Markus Söder,Markus Söder,Gast,keine,CSU,1,Politik
anne-will_470-lockdown-statt-perspektivplan-ist-die-deutsche-pandemiepolitik-wirklich-alternativlos-1443799,2021-02-14,Anne Will,Olaf Scholz,Olaf Scholz,Gast,keine,SPD,1,Politik
anne-will_471-die-grosse-ratlosigkeit-gibt-es-einen-weg-aus-dem-dauer-lockdown-1446604,2021-02-28,Anne Will,Ranga Yogeshwar,Ranga Yogeshwar,Gast,keine,keine Partei,2,Medien
anne-will_471-die-grosse-ratlosigkeit-gibt-es-einen-weg-aus-dem-dauer-lockdown-1446604,2021-02-28,Anne Will,Sabine Leutheusser-Schnarrenberger,Sabine Leutheusser-Schnarrenberger,Gast,keine,FDP,1,Politik
anne-will_471-die-grosse-ratlosigkeit-gibt-es-einen-weg-aus-dem-dauer-lockdown-1446604,2021-02-28,Anne Will,Smudo,Smudo,Gast,keine,keine Partei,1,Kultur
anne-will_471-die-grosse-ratlosigkeit-gibt-es-einen-weg-aus-dem-dauer-lockdown-1446604,2021-02-28,Anne Will,Helge Braun,Helge Braun,Gast,keine,CDU,1,Politik
anne-will_472-lockern-auf-probe-wohin-fuehrt-der-strategiewechsel-in-der-pandemiepolitik-1448945,2021-03-07,Anne Will,Markus Feldenkirchen,Markus Feldenkirchen,Gast,keine,keine Partei,1,Medien
anne-will_472-lockern-auf-probe-wohin-fuehrt-der-strategiewechsel-in-der-pandemiepolitik-1448945,2021-03-07,Anne Will,Dr. Reiner Haseloff,Reiner Haseloff,Gast,keine,CDU,1,Politik
anne-will_472-lockern-auf-probe-wohin-fuehrt-der-strategiewechsel-in-der-pandemiepolitik-1448945,2021-03-07,Anne Will,Prof. Dr. Karl Lauterbach,Karl Lauterbach,Gast,keine,SPD,1,Politik
anne-will_472-lockern-auf-probe-wohin-fuehrt-der-strategiewechsel-in-der-pandemiepolitik-1448945,2021-03-07,Anne Will,Dr. Lisa Federle,Lisa Federle,Gast,keine,keine Partei,1,Wissenschaft
anne-will_472-lockern-auf-probe-wohin-fuehrt-der-strategiewechsel-in-der-pandemiepolitik-1448945,2021-03-07,Anne Will,Angela Inselkammer,Angela Inselkammer,Gast,keine,keine Partei,1,Interessenvertretung
anne-will_473-nach-den-landtagswahlen-in-baden-wuerttemberg-und-rheinland-pfalz-1451063,2021-03-14,Anne Will,Olaf Scholz,Olaf Scholz,Gast,keine,SPD,1,Politik
anne-will_473-nach-den-landtagswahlen-in-baden-wuerttemberg-und-rheinland-pfalz-1451063,2021-03-14,Anne Will,Dr. Melanie Amann,Melanie Amann,Gast,keine,keine Partei,1,Medien
anne-will_473-nach-den-landtagswahlen-in-baden-wuerttemberg-und-rheinland-pfalz-1451063,2021-03-14,Anne Will,Prof. Dr. Ursula Münch,Ursula Münch,Gast,keine,keine Partei,1,Wissenschaft
anne-will_473-nach-den-landtagswahlen-in-baden-wuerttemberg-und-rheinland-pfalz-1451063,2021-03-14,Anne Will,Robert Habeck,Robert Habeck,Gast,keine,Grüne,1,Politik
anne-will_473-nach-den-landtagswahlen-in-baden-wuerttemberg-und-rheinland-pfalz-1451063,2021-03-14,Anne Will,Thomas de Maizière,Thomas de Maizière,Gast,keine,CDU,1,Politik
anne-will_474-buerokratie-impfdebakel-und-steigende-infektionszahlen-hilft-jetzt-nur-die-notbremse-1452697,2021-03-21,Anne Will,Samiha Shafy,Samiha Shafy,Gast,keine,keine Partei,1,Medien
anne-will_474-buerokratie-impfdebakel-und-steigende-infektionszahlen-hilft-jetzt-nur-die-notbremse-1452697,2021-03-21,Anne Will,Wolfgang Kubicki,Wolfgang Kubicki,Gast,keine,FDP,1,Politik
anne-will_474-buerokratie-impfdebakel-und-steigende-infektionszahlen-hilft-jetzt-nur-die-notbremse-1452697,2021-03-21,Anne Will,Manuela Schwesig,Manuela Schwesig,Gast,keine,SPD,1,Politik
anne-will_475-bundeskanzlerin-angela-merkel-zu-gast-bei-anne-will-1454130,2021-03-28,Anne Will,Angela Merkel,Angela Merkel,Gast,keine,keine Partei,1,Politik
anne-will_476-streit-um-die-bundes-notbremse-laesst-sich-die-dritte-welle-so-brechen-1458987,2021-04-18,Anne Will,Peter Altmaier,Peter Altmaier,Gast,keine,CDU,1,Politik
anne-will_476-streit-um-die-bundes-notbremse-laesst-sich-die-dritte-welle-so-brechen-1458987,2021-04-18,Anne Will,Michael Müller,Michael Müller,Gast,keine,SPD,1,Politik
anne-will_476-streit-um-die-bundes-notbremse-laesst-sich-die-dritte-welle-so-brechen-1458987,2021-04-18,Anne Will,Katrin Göring-Eckardt,Katrin Göring-Eckardt,Gast,keine,Grüne,1,Politik
anne-will_476-streit-um-die-bundes-notbremse-laesst-sich-die-dritte-welle-so-brechen-1458987,2021-04-18,Anne Will,Dr. Melanie Amann,Melanie Amann,Gast,keine,keine Partei,1,Medien
anne-will_476-streit-um-die-bundes-notbremse-laesst-sich-die-dritte-welle-so-brechen-1458987,2021-04-18,Anne Will,Christian Lindner,Christian Lindner,Gast,keine,FDP,1,Politik
anne-will_477-bundes-notbremse-in-kraft-durchbruch-oder-tiefpunkt-in-der-pandemiepolitik-1460392,2021-04-25,Anne Will,Gabriel Felbermayr,Gabriel Felbermayr,Gast,keine,keine Partei,2,Wissenschaft
anne-will_477-bundes-notbremse-in-kraft-durchbruch-oder-tiefpunkt-in-der-pandemiepolitik-1460392,2021-04-25,Anne Will,Annalena Baerbock,Annalena Baerbock,Gast,keine,Grüne,1,Politik
anne-will_477-bundes-notbremse-in-kraft-durchbruch-oder-tiefpunkt-in-der-pandemiepolitik-1460392,2021-04-25,Anne Will,Sabine Leutheusser-Schnarrenberger,Sabine Leutheusser-Schnarrenberger,Gast,keine,FDP,1,Politik
anne-will_477-bundes-notbremse-in-kraft-durchbruch-oder-tiefpunkt-in-der-pandemiepolitik-1460392,2021-04-25,Anne Will,Dr. Viola Priesemann,Viola Priesemann,Gast,keine,keine Partei,1,Wissenschaft
anne-will_477-bundes-notbremse-in-kraft-durchbruch-oder-tiefpunkt-in-der-pandemiepolitik-1460392,2021-04-25,Anne Will,Wolfgang Merkel,Wolfgang Merkel,Gast,keine,keine Partei,1,Wissenschaft
anne-will_478-aenderung-der-impfreihenfolge-rueckkehr-zu-grundrechten-wer-darf-wann-wieder-was-1462276,2021-05-02,Anne Will,Martin Stürmer,Martin Stürmer,Gast,keine,keine Partei,1,Wissenschaft
anne-will_478-aenderung-der-impfreihenfolge-rueckkehr-zu-grundrechten-wer-darf-wann-wieder-was-1462276,2021-05-02,Anne Will,Michael Hüther,Michael Hüther,Gast,keine,keine Partei,1,Wissenschaft
anne-will_478-aenderung-der-impfreihenfolge-rueckkehr-zu-grundrechten-wer-darf-wann-wieder-was-1462276,2021-05-02,Anne Will,Christine Lambrecht,Christine Lambrecht,Gast,keine,SPD,1,Politik
anne-will_478-aenderung-der-impfreihenfolge-rueckkehr-zu-grundrechten-wer-darf-wann-wieder-was-1462276,2021-05-02,Anne Will,Dr. Markus Söder,Markus Söder,Gast,keine,CSU,1,Politik
anne-will_479-von-corona-krise-bis-klimapolitik-kann-die-union-noch-kanzleramt-1463894,2021-05-09,Anne Will,Luisa Neubauer,Luisa Neubauer,Gast,keine,keine Partei,1,Interessenvertretung
anne-will_479-von-corona-krise-bis-klimapolitik-kann-die-union-noch-kanzleramt-1463894,2021-05-09,Anne Will,Martin Machowecz,Martin Machowecz,Gast,keine,keine Partei,1,Medien
anne-will_479-von-corona-krise-bis-klimapolitik-kann-die-union-noch-kanzleramt-1463894,2021-05-09,Anne Will,Armin Laschet,Armin Laschet,Gast,keine,CDU,1,Politik
anne-will_479-von-corona-krise-bis-klimapolitik-kann-die-union-noch-kanzleramt-1463894,2021-05-09,Anne Will,Prof. Dr. Ursula Münch,Ursula Münch,Gast,keine,keine Partei,1,Wissenschaft
anne-will_480-inzidenz-wieder-unter-100-beginnt-jetzt-die-grosse-leichtigkeit-oder-der-grosse-leichtsinn-1465379,2021-05-16,Anne Will,Dr. med. Carola Holzner,Carola Holzner,Gast,keine,keine Partei,2,Wissenschaft
anne-will_480-inzidenz-wieder-unter-100-beginnt-jetzt-die-grosse-leichtigkeit-oder-der-grosse-leichtsinn-1465379,2021-05-16,Anne Will,Dietmar Bartsch,Dietmar Bartsch,Gast,keine,Linke,1,Politik
anne-will_480-inzidenz-wieder-unter-100-beginnt-jetzt-die-grosse-leichtigkeit-oder-der-grosse-leichtsinn-1465379,2021-05-16,Anne Will,Wolfgang Kubicki,Wolfgang Kubicki,Gast,keine,FDP,1,Politik
anne-will_480-inzidenz-wieder-unter-100-beginnt-jetzt-die-grosse-leichtigkeit-oder-der-grosse-leichtsinn-1465379,2021-05-16,Anne Will,Peter Tschentscher,Peter Tschentscher,Gast,keine,SPD,1,Politik
anne-will_481-das-grosse-impfversprechen-wo-steht-deutschland-im-zweiten-pandemie-sommer-1468658,2021-05-30,Anne Will,Jens Spahn,Jens Spahn,Gast,keine,CDU,1,Politik
anne-will_481-das-grosse-impfversprechen-wo-steht-deutschland-im-zweiten-pandemie-sommer-1468658,2021-05-30,Anne Will,Dr. Christina Berndt,Christina Berndt,Gast,keine,keine Partei,1,Medien
anne-will_481-das-grosse-impfversprechen-wo-steht-deutschland-im-zweiten-pandemie-sommer-1468658,2021-05-30,Anne Will,Christian Lindner,Christian Lindner,Gast,keine,FDP,1,Politik
anne-will_482-sachsen-anhalt-hat-gewaehlt-stimmungstest-fuer-die-bundestagswahl-1480487,2021-06-06,Anne Will,Sahra Wagenknecht,Sahra Wagenknecht,Gast,"Die Linke, Bundestagsabgeordnete",Linke,1,Politik
anne-will_482-sachsen-anhalt-hat-gewaehlt-stimmungstest-fuer-die-bundestagswahl-1480487,2021-06-06,Anne Will,Nadine Lindner,Nadine Lindner,Gast,Korrespondentin im Deutschlandradio-Hauptstadtstudio,keine Partei,1,Medien
anne-will_482-sachsen-anhalt-hat-gewaehlt-stimmungstest-fuer-die-bundestagswahl-1480487,2021-06-06,Anne Will,Tino Chrupalla,Tino Chrupalla,Gast,"AfD, Parteivorsitzender und Spitzenkandidat für die Bundestagswahl",AfD,1,Politik
anne-will_482-sachsen-anhalt-hat-gewaehlt-stimmungstest-fuer-die-bundestagswahl-1480487,2021-06-06,Anne Will,Volker Bouffier,Volker Bouffier,Gast,CDU,CDU,1,Politik
anne-will_482-sachsen-anhalt-hat-gewaehlt-stimmungstest-fuer-die-bundestagswahl-1480487,2021-06-06,Anne Will,Robert Habeck,Robert Habeck,Gast,"Bündnis 90/​Die Grünen, Parteivorsitzender",Grüne,1,Politik
anne-will_483-waehlen-in-krisenzeiten-wem-trauen-die-deutschen-das-kanzleramt-zu-1490848,2021-08-29,Anne Will,Christiane Hoffmann,Christiane Hoffmann,Gast,Autorin im „Spiegel“-Hauptstadtbüro,keine Partei,1,Medien
anne-will_483-waehlen-in-krisenzeiten-wem-trauen-die-deutschen-das-kanzleramt-zu-1490848,2021-08-29,Anne Will,Paul Ziemiak,Paul Ziemiak,Gast,"Generalsekretär, CDU",CDU,1,Politik
anne-will_483-waehlen-in-krisenzeiten-wem-trauen-die-deutschen-das-kanzleramt-zu-1490848,2021-08-29,Anne Will,Jana Hensel,Jana Hensel,Gast,Autorin und Journalistin für „Zeit Online“/​“Zeit im Osten“,keine Partei,1,Medien
anne-will_483-waehlen-in-krisenzeiten-wem-trauen-die-deutschen-das-kanzleramt-zu-1490848,2021-08-29,Anne Will,Cem Özdemir,Cem Özdemir,Gast,"Mitglied des Deutschen Bundestages, Bündnis 90/​Die Grünen",Grüne,1,Politik
anne-will_483-waehlen-in-krisenzeiten-wem-trauen-die-deutschen-das-kanzleramt-zu-1490848,2021-08-29,Anne Will,Kevin Kühnert,Kevin Kühnert,Gast,"stellvertretender Parteivorsitzender, SPD",SPD,1,Politik
anne-will_484-mindestlohn-reichensteuer-schuldenbremse-steht-deutschland-vor-einer-richtungswahl-1492714,2021-09-05,Anne Will,Tino Chrupalla,Tino Chrupalla,Gast,"AfD, stellvertretender Vorsitzender der Bundestagsfraktion",AfD,1,Politik
anne-will_484-mindestlohn-reichensteuer-schuldenbremse-steht-deutschland-vor-einer-richtungswahl-1492714,2021-09-05,Anne Will,Helene Bubrowski,Helene Bubrowski,Gast,Korrespondentin der „FAZ“ Parlamentsredaktion,keine Partei,1,Medien
anne-will_484-mindestlohn-reichensteuer-schuldenbremse-steht-deutschland-vor-einer-richtungswahl-1492714,2021-09-05,Anne Will,Janine Wissler,Janine Wissler,Gast,"DIE LINKE, Parteivorsitzende",Linke,1,Politik
