Name,Vorname,Nachname,Geschlecht
Christian Schertz,Christian,Schertz,0
Christian Schmidt,Christian,Schmidt,0
Christian Schulte-Loh,Christian,Schulte-Loh,0
Christian Sewing,Christian,Sewing,0
Christian Sievers,Christian,Sievers,0
Christian Stäblein,Christian,Stäblein,0
Christian Wulff,Christian,Wulff,0
Christian Ziege,Christian,Ziege,0
Christian von Boetticher,Christian,von Boetticher,0
Christian von Stetten,Christian,von Stetten,0
Christiane Benner,Christiane,Benner,1
Christiane Florin,Christiane,Florin,1
Christiane Grote,Christiane,Grote,1
Christiane Hastrich,Christiane,Hastrich,1
Christiane Hoffmann,Christiane,Hoffmann,1
Christiane Kofler,Christiane,Kofler,1
Christiane Lemke,Christiane,Lemke,1
Christiane Meier,Christiane,Meier,1
Christiane Paul,Christiane,Paul,1
Christiane Piontek,Christiane,Piontek,1
Christiane Wirtz,Christiane,Wirtz,1
Christiane Woopen,Christiane,Woopen,1
Christina Berndt,Christina,Berndt,1
Christina Böhm,Christina,Böhm,1
Christina Clemm,Christina,Clemm,1
Christina Grätz,Christina,Grätz,1
Christina Kunkel,Christina,Kunkel,1
Christina Paulus,Christina,Paulus,1
Christina Schmidt,Christina,Schmidt,1
Christina Stürmer,Christina,Stürmer,1
Christina Wallraf,Christina,Wallraf,1
Christine Adelhardt,Christine,Adelhardt,1
Christine Aschenberg-Dugnus,Christine,Aschenberg-Dugnus,1
Christine Bergmann,Christine,Bergmann,1
Christine Dahlke,Christine,Dahlke,1
Christine Falk,Christine,Falk,1
Christine Hannemann,Christine,Hannemann,1
Christine Herntier,Christine,Herntier,1
Christine Kensche,Christine,Kensche,1
Christine Lagarde,Christine,Lagarde,1
Christine Lambrecht,Christine,Lambrecht,1
Christine Lemaitre,Christine,Lemaitre,1
Christine Nkulikiyinka,Christine,Nkulikiyinka,1
Christine Schmitz,Christine,Schmitz,1
Christine Strobl,Christine,Strobl,1
Christine Thürmer,Christine,Thürmer,1
Christine Vogler,Christine,Vogler,1
Christine Westermann,Christine,Westermann,1
Christof Birkendorf,Christof,Birkendorf,0
Christof Hintze,Christof,Hintze,0
Christof Wellens,Christof,Wellens,0
Christoph Amend,Christoph,Amend,0
Christoph Breuer,Christoph,Breuer,0
Christoph Butterwegge,Christoph,Butterwegge,0
Christoph Daum,Christoph,Daum,0
Christoph Ehrhardt,Christoph,Ehrhardt,0
Christoph Frank,Christoph,Frank,0
Christoph Giesen,Christoph,Giesen,0
Christoph Gröner,Christoph,Gröner,0
Christoph Heusgen,Christoph,Heusgen,0
Christoph Icke Dommisch,Christoph,Icke Dommisch,0
Christoph Kreutzmüller,Christoph,Kreutzmüller,0
Christoph Lanzendörfer,Christoph,Lanzendörfer,0
Christoph Lütgert,Christoph,Lütgert,0
Christoph M Schmidt,Christoph,M Schmidt,0
Christoph Maria Herbst,Christoph,Maria Herbst,0
Christoph Minhoff,Christoph,Minhoff,0
Christoph Paulus,Christoph,Paulus,0
Christoph Ploß,Christoph,Ploß,0
Christoph Reuter,Christoph,Reuter,0
Christoph Röckerath,Christoph,Röckerath,0
Christoph Schell,Christoph,Schell,0
Christoph Schwennicke,Christoph,Schwennicke,0
Christoph Sieber,Christoph,Sieber,0
Christoph Trautvetter,Christoph,Trautvetter,0
Christoph von Marschall,Christoph,von Marschall,0
Christopher Clark,Christopher,Clark,0
Christopher Grau,Christopher,Grau,0
Christopher Hein,Christopher,Hein,0
Christopher Heinz,Christopher,Heinz,0
Christopher Lauer,Christopher,Lauer,0
Christopher Nehring,Christopher,Nehring,0
Cigdem Akyol,Cigdem,Akyol,1
Cihan Çelik,Cihan,Çelik,0
Cindy Berger,Cindy,Berger,1
Ciro Krauthausen,Ciro,Krauthausen,0
Claas Meyer-Heuer,Claas,Meyer-Heuer,0
Claire Demesmay,Claire,Demesmay,1
Clara Hunnenberg,Clara,Hunnenberg,1
Clara Mayer,Clara,Mayer,1
Clarissa Gehring,Clarissa,Gehring,1
Claudia Dantschke,Claudia,Dantschke,1
Claudia Darga,Claudia,Darga,1
Claudia Halmer,Claudia,Halmer,1
Claudia Jung,Claudia,Jung,1
Claudia Kade,Claudia,Kade,1
Claudia Kemfert,Claudia,Kemfert,1
Claudia Kleinert,Claudia,Kleinert,1
Claudia Kloß-Fricke,Claudia,Kloß-Fricke,1
Claudia Kohde-Kilsch,Claudia,Kohde-Kilsch,1
Claudia Kruse,Claudia,Kruse,1
Claudia Major,Claudia,Major,1
Claudia Michelsen,Claudia,Michelsen,1
Claudia Moll,Claudia,Moll,1
Claudia Mönius,Claudia,Mönius,1
Claudia Müller,Claudia,Müller,1
Claudia Neumann,Claudia,Neumann,1
Claudia Pahl-Wostl,Claudia,Pahl-Wostl,1
Claudia Pechstein,Claudia,Pechstein,1
Claudia Peppmüller,Claudia,Peppmüller,1
Claudia Pick,Claudia,Pick,1
Claudia Polar,Claudia,Polar,1
Claudia Roth,Claudia,Roth,1
Claudia Schmutzler,Claudia,Schmutzler,1
Claudia Spies,Claudia,Spies,1
Claudia Sturm,Claudia,Sturm,1
Claudia Traidl-Hoffmann,Claudia,Traidl-Hoffmann,1
Claudine Nierth,Claudine,Nierth,1
Claus Hecking,Claus,Hecking,0
Claus Kleber,Claus,Kleber,0
Claus Leggewie,Claus,Leggewie,0
Claus Leitzmann,Claus,Leitzmann,0
Claus Ruhe Madsen,Claus,Ruhe Madsen,0
Claus Strunz,Claus,Strunz,0
Claus Theo Gärtner,Claus,Theo Gärtner,0
Claus Weselsky,Claus,Weselsky,0
Claus-Peter Reisch,Claus-Peter,Reisch,0
Clemens Binninger,Clemens,Binninger,0
Clemens Fuest,Clemens,Fuest,0
Clemens Schick,Clemens,Schick,0
Clemens Wendtner,Clemens,Wendtner,0
Clementina Zarrella,Clementina,Zarrella,1
Collien Ulmen-Fernandes,Collien,Ulmen-Fernandes,1
Conchita,Conchita,NA,1
Constance Chucholowski,Constance,Chucholowski,1
Constantin Hruschka,Constantin,Hruschka,0
Constantin Schreiber,Constantin,Schreiber,0
Constanze Hausmann,Constanze,Hausmann,1
Constanze Stelzenmüller,Constanze,Stelzenmüller,1
Constanze von Bullion,Constanze,von Bullion,1
Cordelia Koch,Cordelia,Koch,1
Cordula Heckmann,Cordula,Heckmann,1
Cordula Stratmann,Cordula,Stratmann,1
Cordula Tutt,Cordula,Tutt,1
Corinna Milborn,Corinna,Milborn,1
Corinna Pietsch,Corinna,Pietsch,1
Corinne Cichacki,Corinne,Cichacki,1
Cornelia Bajic,Cornelia,Bajic,1
Cornelia Betsch,Cornelia,Betsch,1
Cornelia Fuchs,Cornelia,Fuchs,1
Cornelia Kupsch,Cornelia,Kupsch,1
Cornelia Lanz,Cornelia,Lanz,1
Cornelia Poletto,Cornelia,Poletto,1
Cornelia Scheel,Cornelia,Scheel,1
Cornelia Stiebling,Cornelia,Stiebling,1
Cornelia Stolze,Cornelia,Stolze,1
Cornelia Strunz,Cornelia,Strunz,1
Cornelia Zohr,Cornelia,Zohr,1
Cornelius Nestler,Cornelius,Nestler,0
Cornelius Pollmer,Cornelius,Pollmer,0
Curly Howard,Curly,Howard,0
Célia Šašic,Célia,Šašic,1
Dagmar Berghoff,Dagmar,Berghoff,1
Dagmar Eckers,Dagmar,Eckers,1
Dagmar Hellhammer,Dagmar,Hellhammer,1
Dagmar Michalsky,Dagmar,Michalsky,1
Dagmar Pauli,Dagmar,Pauli,1
Dagmar Rosenfeld,Dagmar,Rosenfeld,1
Dagmar Schaper-Schulz,Dagmar,Schaper-Schulz,1
Dagmar Schulz,Dagmar,Schulz,1
Dagmar Wöhrl,Dagmar,Wöhrl,1
Dagur Sigurdsson,Dagur,Sigurdsson,0
Daley Thompson,Daley,Thompson,0
Dani Arnold,Dani,Arnold,0
Daniel Andrä,Daniel,Andrä,0
Daniel Bachmann,Daniel,Bachmann,0
Daniel Caspary,Daniel,Caspary,0
Daniel Cohn-Bendit,Daniel,Cohn-Bendit,0
Daniel Domscheit-Berg,Daniel,Domscheit-Berg,0
Daniel Drepper,Daniel,Drepper,0
Daniel Eich,Daniel,Eich,0
Daniel Engelbrecht,Daniel,Engelbrecht,0
Daniel Etter,Daniel,Etter,0
Daniel Friedrich Sturm,Daniel,Friedrich Sturm,0
Daniel Gerlach,Daniel,Gerlach,0
Daniel Günther,Daniel,Günther,0
Daniel Kovac,Daniel,Kovac,0
Daniel Meyer,Daniel,Meyer,0
Daniel Stelter,Daniel,Stelter,0
Daniel Sturm,Daniel,Sturm,0
Daniel Thym,Daniel,Thym,0
Daniel Turek,Daniel,Turek,0
Daniel Untch,Daniel,Untch,0
Daniel Wirtz,Daniel,Wirtz,0
Daniel Zimmermann,Daniel,Zimmermann,0
Daniela Nistor,Daniela,Nistor,1
Daniela Schwarzer,Daniela,Schwarzer,1
Daniela Sepehri,Daniela,Sepehri,1
Danny MacAskill,Danny,MacAskill,0
Danyal Bayaz,Danyal,Bayaz,0
Darius Tabatabai,Darius,Tabatabai,0
David Behre,David,Behre,0
David Bendels,David,Bendels,0
David Christner,David,Christner,0
David Dresen,David,Dresen,0
David Fuhrmann,David,Fuhrmann,0
David Garrett,David,Garrett,0
David Hasselhoff,David,Hasselhoff,0
David Matei,David,Matei,0
David Odonkor,David,Odonkor,0
David Sieveking,David,Sieveking,0
Debbie Harry,Debbie,Harry,1
Deborah Feldman,Deborah,Feldman,1
Deborah Ziegler,Deborah,Ziegler,1
Debra Milke,Debra,Milke,1
Deena,Deena,NA,1
Demian von Osten,Demian,von Osten,0
Denis Scheck,Denis,Scheck,0
Denise Cotte,Denise,Cotte,1
Denise Schindler,Denise,Schindler,1
Deniz Yücel,Deniz,Yücel,1
Dennis Aogo,Dennis,Aogo,0
Dennis Gastmann,Dennis,Gastmann,0
Derek Scally,Derek,Scally,0
Detlef D! Soost,Detlef,D! Soost,0
Detlef Det Müller,Detlef,Det Müller,0
Detlef Soost,Detlef,Soost,0
Detlef Tabbert,Detlef,Tabbert,0
Detlev Kümmel,Detlev,Kümmel,0
Diana Henniges,Diana,Henniges,1
Diana Kinnert,Diana,Kinnert,1
Diana Müll,Diana,Müll,1
Diana Zimmermann,Diana,Zimmermann,1
Die Prinzen,Die,Prinzen,0
Dieter Eckstein,Dieter,Eckstein,0
Dieter Falk,Dieter,Falk,0
Dieter Fox,Dieter,Fox,0
Dieter Hallervorden,Dieter,Hallervorden,0
Dieter Kempf,Dieter,Kempf,0
Dieter Kreutzkamp,Dieter,Kreutzkamp,0
Dieter Kronzucker,Dieter,Kronzucker,0
Dieter Köhler,Dieter,Köhler,0
Dieter Könnes,Dieter,Könnes,0
Dieter Langendörfer,Dieter,Langendörfer,0
Dieter Meier,Dieter,Meier,0
Dieter Nuhr,Dieter,Nuhr,0
Dieter Rohmann,Dieter,Rohmann,0
Dieter Salomon,Dieter,Salomon,0
Dieter Schonlau,Dieter,Schonlau,0
Dieter Schulz,Dieter,Schulz,0
Dieter Wonka,Dieter,Wonka,0
Dietmar Bartsch,Dietmar,Bartsch,0
Dietmar Bär,Dietmar,Bär,0
Dietmar Hamann,Dietmar,Hamann,0
Dietmar Heubrock,Dietmar,Heubrock,0
Dietmar Löffler,Dietmar,Löffler,0
Dietmar Ossenberg,Dietmar,Ossenberg,0
Dietrich Andresen,Dietrich,Andresen,0
Dietrich Borchardt,Dietrich,Borchardt,0
Dietrich Grönemeyer,Dietrich,Grönemeyer,0
Dietrich Schulze-Marmeling,Dietrich,Schulze-Marmeling,0
Dietrich von Gruben,Dietrich,von Gruben,0
Dilek Gürsoy,Dilek,Gürsoy,1
Dilovan Alnouri,Dilovan,Alnouri,0
Dimitri Kamargiannis,Dimitri,Kamargiannis,0
Dirk Behrendt,Dirk,Behrendt,0
Dirk Brockmann,Dirk,Brockmann,0
Dirk Heinrich,Dirk,Heinrich,0
Dirk Iserlohe,Dirk,Iserlohe,0
Dirk Laabs,Dirk,Laabs,0
Dirk Metz,Dirk,Metz,0
Dirk Müller,Dirk,Müller,0
Dirk Neubauer,Dirk,Neubauer,0
Dirk Niebel,Dirk,Niebel,0
Dirk Oschmann,Dirk,Oschmann,0
Dirk Peglow,Dirk,Peglow,0
Dirk Reinhardt,Dirk,Reinhardt,0
Dirk Roßmann,Dirk,Roßmann,0
Dirk Salewski,Dirk,Salewski,0
Dirk Schümer,Dirk,Schümer,0
Dirk Spenner,Dirk,Spenner,0
Dirk Steffens,Dirk,Steffens,0
Dirk Stermann,Dirk,Stermann,0
Dirk Tenzer,Dirk,Tenzer,0
Dirk Wiese,Dirk,Wiese,0
Divya Kalia,Divya,Kalia,1
Djamila Kordusv,Djamila,Kordusv,1
Dmitri Tultschinski,Dmitri,Tultschinski,0
Dmitry Glukhovsky,Dmitry,Glukhovsky,0
Dmytro Kuleba,Dmytro,Kuleba,0
Dogan Akhanli,Dogan,Akhanli,0
Dominic Musa Schmitz,Dominic,Musa Schmitz,0
Dominic Raacke,Dominic,Raacke,0
Dominic Schmitz,Dominic,Schmitz,0
Dominik Bloh,Dominik,Bloh,0
Dominik Reiser,Dominik,Reiser,0
Dominik Schiener,Dominik,Schiener,0
Don Jordan,Don,Jordan,0
Dong-Seon Chang,Dong-Seon,Chang,0
Dora Held,Dora,Held,1
Doreen Kröber,Doreen,Kröber,1
Doreen Lorsch,Doreen,Lorsch,1
Doris Akrap,Doris,Akrap,1
Doris Dörrie,Doris,Dörrie,1
Doris Unzeitig,Doris,Unzeitig,1
Dorothea Mohn,Dorothea,Mohn,1
Dorothea Siems,Dorothea,Siems,1
Dorothee Achenbach,Dorothee,Achenbach,1
Dorothee Bär,Dorothee,Bär,1
Dorothee Dienstbühl,Dorothee,Dienstbühl,1
Dorothee Fleck,Dorothee,Fleck,1
Douglas Wolfsperger,Douglas,Wolfsperger,0
Dove Bongartz,Dove,Bongartz,1
Dunja Hayali,Dunja,Hayali,1
Dunja Rajter,Dunja,Rajter,1
Duygu Gezen,Duygu,Gezen,1
Du’ A Zeitun,Du’,A Zeitun,0
Désirée Nick,Désirée,Nick,1
Düzen Tekkal,Düzen,Tekkal,1
Eckart Lohse,Eckart,Lohse,0
Eckart von Hirschhausen,Eckart,von Hirschhausen,0
Eckhard Cordes,Eckhard,Cordes,0
Ed Houben,Ed,Houben,0
Edeltraud Sack,Edeltraud,Sack,1
Edina Müller,Edina,Müller,1
Edmund Maser,Edmund,Maser,0
Edmund Stoiber,Edmund,Stoiber,0
Eduard Prinz von Anhalt,Eduard,Prinz von Anhalt,0
Edzard Reuter,Edzard,Reuter,0
Egbert Bülles,Egbert,Bülles,0
Egon Ramms,Egon,Ramms,0
Ehrlich Brothers,Ehrlich,Brothers,0
Ehsan Asghari,Ehsan,Asghari,0
Eike Martin,Eike,Martin,0
Elaine Mayerhofer,Elaine,Mayerhofer,1
Elena Carriere,Elena,Carriere,1
Elena Lierck,Elena,Lierck,1
Elena Uhlig,Elena,Uhlig,1
Elfriede Seltenheim,Elfriede,Seltenheim,1
Elias Bierdel,Elias,Bierdel,0
Elisa Chirino,Elisa,Chirino,1
Elisa Schlott,Elisa,Schlott,1
Elisabeth Cadot,Elisabeth,Cadot,1
Elisabeth Grupp,Elisabeth,Grupp,1
Elisabeth Köstinger,Elisabeth,Köstinger,1
Elisabeth Niejahr,Elisabeth,Niejahr,1
Elisabeth Raether,Elisabeth,Raether,1
Elisabeth Wehling,Elisabeth,Wehling,1
Elisabeth Winkelmeier-Becker,Elisabeth,Winkelmeier-Becker,1
Elisabeth von Wedel,Elisabeth,von Wedel,1
Elke Heidenreich,Elke,Heidenreich,1
Elke Keiner,Elke,Keiner,1
Elke Spanner,Elke,Spanner,1
Elke Voß,Elke,Voß,1
Elke Wolber,Elke,Wolber,1
Ellen Ehni,Ellen,Ehni,1
Ellen Kessler,Ellen,Kessler,1
Ellen Radtke,Ellen,Radtke,1
Ellen Schwiers,Ellen,Schwiers,1
Elli Erl,Elli,Erl,1
Elli Radinger,Elli,Radinger,1
Elmar Brok,Elmar,Brok,0
Elmar Giemulla,Elmar,Giemulla,0
Elmar Theveßen,Elmar,Theveßen,0
Elmar Wohlrath,Elmar,Wohlrath,0
Elton,Elton,NA,0
Elvira Rosert,Elvira,Rosert,1
Emil Steinberger,Emil,Steinberger,0
Emilia Müller,Emilia,Müller,1
Emilia Roig,Emilia,Roig,1
Emilia Smechowski,Emilia,Smechowski,1
Emitis Pohl,Emitis,Pohl,1
Emma Bunton,Emma,Bunton,1
Emma Smirnowa,Emma,Smirnowa,1
Emran Feroz,Emran,Feroz,0
Emre Yavuz,Emre,Yavuz,0
Ender Cetin,Ender,Cetin,0
Engin Kelik,Engin,Kelik,0
Enissa Amani,Enissa,Amani,1
Ensaf Haidar,Ensaf,Haidar,1
Erdal Balci,Erdal,Balci,0
Erdal Keser,Erdal,Keser,0
Erdal Yalçin,Erdal,Yalçin,0
Eren Güvercin,Eren,Güvercin,0
Erfan Ramizipour,Erfan,Ramizipour,0
Erhard Eppler,Erhard,Eppler,0
Eric Gabriel,Eric,Gabriel,0
Eric Schweitzer,Eric,Schweitzer,0
Eric Stehfest,Eric,Stehfest,0
Eric T Hansen,Eric,T Hansen,0
Eric Wrede,Eric,Wrede,0
Erich Schmidt-Eenboom,Erich,Schmidt-Eenboom,0
Erich Vad,Erich,Vad,0
Erik Kirschbaum,Erik,Kirschbaum,0
Erik O Schulz,Erik,O Schulz,0
Erika Berger,Erika,Berger,1
Erika Mayr,Erika,Mayr,1
Erika Preisig,Erika,Preisig,1
Erika Simon,Erika,Simon,1
Erika Steinbach,Erika,Steinbach,1
Erkan Arikan,Erkan,Arikan,0
Erling Kagge,Erling,Kagge,0
Erna de Vries,Erna,de Vries,1
Ernst Siebert,Ernst,Siebert,0
Erwin Helmer,Erwin,Helmer,0
Erwin Huber,Erwin,Huber,0
Erwin Kremers,Erwin,Kremers,0
Esther Bejarano,Esther,Bejarano,1
Esther Sedlaczek,Esther,Sedlaczek,1
Eugen Brysch,Eugen,Brysch,0
Eva Fidler,Eva,Fidler,1
Eva Hummers,Eva,Hummers,1
Eva Högl,Eva,Högl,1
Eva Linsinger,Eva,Linsinger,1
Eva Müller,Eva,Müller,1
Eva Quadbeck,Eva,Quadbeck,1
Eva Schloss,Eva,Schloss,1
Eva Schulte-Austum,Eva,Schulte-Austum,1
Eva Schulz,Eva,Schulz,1
Eva Szepesi,Eva,Szepesi,1
Eva Umlauf,Eva,Umlauf,1
Eva-Maria Lemke,Eva-Maria,Lemke,1
Evelyne Gebhardt,Evelyne,Gebhardt,1
Ewald Lienen,Ewald,Lienen,0
Eyüp Yildiz,Eyüp,Yildiz,0
Fabian Boll,Fabian,Boll,0
Fabian Hambüchen,Fabian,Hambüchen,0
Fabian Hoffmann,Fabian,Hoffmann,0
Fabian Kahl,Fabian,Kahl,0
Fabian Leendertz,Fabian,Leendertz,0
Fabian Schmidt,Fabian,Schmidt,0
Fabian Schmitz,Fabian,Schmitz,0
Fabienne Hoelzel,Fabienne,Hoelzel,1
Fabio De Masi,Fabio,De Masi,0
Fabrice Morvan,Fabrice,Morvan,0
Falah Elias,Falah,Elias,0
Falko Droßmann,Falko,Droßmann,0
Falko Liecke,Falko,Liecke,0
Familie Pinzler,Familie,Pinzler,2
Farah Diba-Pahlavi,Farah,Diba-Pahlavi,1
Fatih Zingal,Fatih,Zingal,0
Fatma Mittler-Solak,Fatma,Mittler-Solak,1
Fatmire Alushi,Fatmire,Alushi,1
Fee Linke,Fee,Linke,1
Felix Banaszak,Felix,Banaszak,0
Felix Finkbeiner,Felix,Finkbeiner,0
Felix Jaehn,Felix,Jaehn,0
Felix Kroos,Felix,Kroos,0
Felix Lee,Felix,Lee,0
Felix Magath,Felix,Magath,0
Felix Nensa,Felix,Nensa,0
Felix Neureuther,Felix,Neureuther,0
Felix Schwenke,Felix,Schwenke,0
Felix Starck,Felix,Starck,0
Felix Wiemers,Felix,Wiemers,0
Felix von der Laden,Felix,von der Laden,0
Feo Aladag,Feo,Aladag,1
Feras,Feras,NA,0
Ferdinand Dudenhöffer,Ferdinand,Dudenhöffer,0
Ferdinand von Schirach,Ferdinand,von Schirach,0
Ferdos Forudastan,Ferdos,Forudastan,1
Fikri Anil Altintas,Fikri,Anil Altintas,0
Fiona Erdmann,Fiona,Erdmann,1
Firas Al Habbal,Firas,Al Habbal,0
Firas Alshater,Firas,Alshater,0
Firat Demirhan,Firat,Demirhan,0
Florence Gaub,Florence,Gaub,1
Florian Eder,Florian,Eder,0
Florian Fabricius,Florian,Fabricius,0
Florian Flade,Florian,Flade,0
Florian Fromlowitz,Florian,Fromlowitz,0
Florian Gerster,Florian,Gerster,0
Florian Hahn,Florian,Hahn,0
Florian Harms,Florian,Harms,0
Florian Holsboer,Florian,Holsboer,0
Florian Homm,Florian,Homm,0
Florian Huber,Florian,Huber,0
Florian Klenk,Florian,Klenk,0
Florian Kolf,Florian,Kolf,0
Florian König,Florian,König,0
Florian Langenscheidt,Florian,Langenscheidt,0
Florian Lanz,Florian,Lanz,0
Florian Neuhann,Florian,Neuhann,0
Florian Pronold,Florian,Pronold,0
Florian Schmidt,Florian,Schmidt,0
Florian Schroeder,Florian,Schroeder,0
Florian Schumacher,Florian,Schumacher,0
Florian Stern,Florian,Stern,0
Florian Wagner,Florian,Wagner,0
Florian Walberg,Florian,Walberg,0
Florian Willet,Florian,Willet,0
Franca Parianen,Franca,Parianen,1
Francine Jordi,Francine,Jordi,1
Francis Fulton-Smith,Francis,Fulton-Smith,0
Francis Rossi,Francis,Rossi,0
Frank Biess,Frank,Biess,0
Frank Bräutigam,Frank,Bräutigam,0
Frank Elstner,Frank,Elstner,0
Frank Goosen,Frank,Goosen,0
Frank Hansen,Frank,Hansen,0
Frank Kracht,Frank,Kracht,0
Frank Lauxtermann,Frank,Lauxtermann,0
Frank Lehmann,Frank,Lehmann,0
Frank Mill,Frank,Mill,0
Frank Otto,Frank,Otto,0
Frank Plasberg,Frank,Plasberg,0
Frank Quandel,Frank,Quandel,0
Frank Richter,Frank,Richter,0
Frank Rombey,Frank,Rombey,0
Frank Sauer,Frank,Sauer,0
Frank Schwabe,Frank,Schwabe,0
Frank Schäffler,Frank,Schäffler,0
Frank Schätzing,Frank,Schätzing,0
Frank Stauss,Frank,Stauss,0
Frank Stäbler,Frank,Stäbler,0
Frank Thelen,Frank,Thelen,0
Frank Ulrich Montgomery,Frank,Ulrich Montgomery,0
Frank Umbach,Frank,Umbach,0
Frank Wittig,Frank,Wittig,0
Frank Zander,Frank,Zander,0
Frans Timmermans,Frans,Timmermans,0
Franz Alt,Franz,Alt,0
Franz Bulle Roth,Franz,Bulle Roth,0
Franz Josef Jung,Franz,Josef Jung,0
Franz Keller,Franz,Keller,0
Franz Klammer,Franz,Klammer,0
Franz Meurer,Franz,Meurer,0
Franz Müntefering,Franz,Müntefering,0
Franz Prinz zu Salm-Salm,Franz,Prinz zu Salm-Salm,0
Franz Wasmeier,Franz,Wasmeier,0
Franz-Stefan Gady,Franz-Stefan,Gady,0
Franziska Brandmann,Franziska,Brandmann,1
Franziska Brantner,Franziska,Brantner,1
Franziska Davies,Franziska,Davies,1
Franziska Giffey,Franziska,Giffey,1
Franziska Grillmeier,Franziska,Grillmeier,1
Franziska Klemenz,Franziska,Klemenz,1
Franziska Menke,Franziska,Menke,1
Franziska Rubin,Franziska,Rubin,1
Franziska Schürken,Franziska,Schürken,1
Franziska Tschinderle,Franziska,Tschinderle,1
Franziska van Almsick,Franziska,van Almsick,1
Frauke Bagusche,Frauke,Bagusche,1
Frauke Brosius-Gersdorf,Frauke,Brosius-Gersdorf,1
Frauke Luckwaldt,Frauke,Luckwaldt,1
Frauke Petry,Frauke,Petry,1
Frauke Rostalski,Frauke,Rostalski,1
Fred Kempe,Fred,Kempe,0
Fred Pleitgen,Fred,Pleitgen,0
Frederick Forsyth,Frederick,Forsyth,0
Frederick Kempe,Frederick,Kempe,0
Frederick Lau,Frederick,Lau,0
Frederik Braun,Frederik,Braun,0
Frederik Obermaier,Frederik,Obermaier,0
Frederik Pleitgen,Frederik,Pleitgen,0
Fredi Bobic,Fredi,Bobic,0
Freya Klier,Freya,Klier,1
Frida Thurm,Frida,Thurm,1
Friedemann Karig,Friedemann,Karig,0
Friederike Kromp,Friederike,Kromp,1
Friederike Sittler,Friederike,Sittler,1
Friedhelm Brebeck,Friedhelm,Brebeck,0
Friedhelm Busch,Friedhelm,Busch,0
Friedrich Küppersbusch,Friedrich,Küppersbusch,0
Friedrich Merz,Friedrich,Merz,0
Fritz Espenlaub,Fritz,Espenlaub,0
Fritz Joussen,Fritz,Joussen,0
Fritz Meinecke,Fritz,Meinecke,0
Fritz Pleitgen,Fritz,Pleitgen,0
Fritz Schramma,Fritz,Schramma,0
Fritz von Thurn,Fritz,von Thurn,0
Frédéric Prinz von Anhalt,Frédéric,Prinz von Anhalt,0
Fürstin Gloria von Thurn und Taxis,Fürstin,Gloria von Thurn und Taxis,1
G G Anderson,G,G Anderson,0
Gabor Steingart,Gabor,Steingart,0
Gabriel Felbermayr,Gabriel,Felbermayr,0
Gabriel Kelly,Gabriel,Kelly,0
Gabriel Shipton,Gabriel,Shipton,0
Gabriele Karl,Gabriele,Karl,1
Gabriele Krone-Schmalz,Gabriele,Krone-Schmalz,1
Gaby Dohm,Gaby,Dohm,1
Gaby Köster,Gaby,Köster,1
Gaby Papenburg,Gaby,Papenburg,1
Gail Marshall,Gail,Marshall,1
Garett Reppenhagen,Garett,Reppenhagen,0
Garri Kasparow,Garri,Kasparow,0
Gayle Tufts,Gayle,Tufts,1
Gazelle Sharmahd,Gazelle,Sharmahd,1
Gela Allmann,Gela,Allmann,0
Gela Pagonis,Gela,Pagonis,0
Gemma Pörzgen,Gemma,Pörzgen,1
Georg Bätzing,Georg,Bätzing,0
Georg Cremer,Georg,Cremer,0
Georg Kofler,Georg,Kofler,0
Georg Maier,Georg,Maier,0
Georg Mascolo,Georg,Mascolo,0
Georg Pazderski,Georg,Pazderski,0
Georg Restle,Georg,Restle,0
Georg Soldner,Georg,Soldner,0
Georg Stefan Troller,Georg,Stefan Troller,0
Georg Streiter,Georg,Streiter,0
Georg Uecker,Georg,Uecker,0
George Weinberg,George,Weinberg,0
Georgios Chatzimarkakis,Georgios,Chatzimarkakis,0
Gerald Asamoah,Gerald,Asamoah,0
Gerald Gaß,Gerald,Gaß,0
Gerald Hüther,Gerald,Hüther,0
Gerald Knaus,Gerald,Knaus,0
Gerald Traufetter,Gerald,Traufetter,0
Gerd Antes,Gerd,Antes,0
Gerd Friedsam,Gerd,Friedsam,0
Gerd Fätkenheuer,Gerd,Fätkenheuer,0
Gerd Glaeske,Gerd,Glaeske,0
Gerd Kuck,Gerd,Kuck,0
Gerd Müller,Gerd,Müller,0
Gerd Nefzer,Gerd,Nefzer,0
Gerd Rubenbauer,Gerd,Rubenbauer,0
Gerd Schnack,Gerd,Schnack,0
Gergely Pröhle,Gergely,Pröhle,0
Gerhard Conrad,Gerhard,Conrad,0
Gerhard Delling,Gerhard,Delling,0
Gerhard Kirsch,Gerhard,Kirsch,0
Gerhard Kozlik-Feldmann,Gerhard,Kozlik-Feldmann,0
Gerhard Matzig,Gerhard,Matzig,0
Gerhard Scheuch,Gerhard,Scheuch,0
Gerhard Schick,Gerhard,Schick,0
Gerhard Starke,Gerhard,Starke,0
Gerhard Strate,Gerhard,Strate,0
Gerhard Trabert,Gerhard,Trabert,0
Gerhart Baum,Gerhart,Baum,0
Gero von Boehm,Gero,von Boehm,0
Gerrit Braun,Gerrit,Braun,0
Gertrud Höhler,Gertrud,Höhler,1
Gesa Dreckmann,Gesa,Dreckmann,1
Gesa Felicitas Krause,Gesa,Felicitas Krause,1
Gesa Langenberg,Gesa,Langenberg,1
Gesa Lonnemann,Gesa,Lonnemann,1
